PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie_violet,CIP2A_APCCy7,VEGFR1_594,CD42_BV605,Colony
435,183,"1,308",534,"1,452",275,429,"18,591",0
"3,225","1,744","1,849",319,547,"15,157",791,"21,646",0
59,281,285,"2,063","1,751",895,309,"12,370",0
321,134,910,303,"1,264",538,769,"39,333",0
690,186,788,299,763,752,895,"18,846",0
349,-2,360,63,388,430,"1,045","21,684",0
405,67,326,415,429,276,161,"27,065",0
"2,534",37,792,110,392,192,315,"7,416",1
"1,858",27,393,40,317,213,140,927,0
936,37,729,"1,088",706,342,661,"38,230",0
"3,420",65,423,112,386,92,107,522,0
516,169,"1,315",51,330,51,434,"17,216",0
394,140,497,175,714,156,199,"8,381",0
"1,019",108,346,100,326,256,162,"1,486",0
987,26,742,61,168,119,526,"21,848",0
"1,765",205,551,295,304,"1,841",387,"11,064",0
"1,659",25,236,70,207,120,107,206,0
249,39,823,32,346,206,353,"13,048",0
907,23,207,7,254,100,75,257,0
65,18,384,247,449,174,249,"8,358",0
780,41,344,227,369,191,147,"2,801",0
"1,468",60,562,103,325,279,89,"1,531",0
220,161,455,999,"1,033",431,540,"24,865",0
"1,598",5,454,182,418,246,-129,"11,894",0
-22,38,777,74,611,156,782,"27,603",0
318,160,897,294,"1,343",99,"1,266","33,330",0
512,213,151,"1,061","1,739","1,083","1,269","58,699",0
510,73,415,387,354,225,500,"21,351",0
"1,773",297,628,162,401,728,63,"2,926",0
"1,233",41,238,3,181,97,100,192,0
458,96,"1,210",111,658,315,156,"10,048",0
531,90,336,6,208,453,377,"13,316",0
230,28,285,612,503,196,222,"20,461",0
702,57,367,155,362,305,575,"12,326",0
"2,192",55,742,542,510,632,254,"14,297",0
176,115,506,28,419,309,409,"20,484",0
"1,213",48,455,198,881,402,228,"5,291",0
141,71,423,250,756,17,334,"4,035",0
429,245,695,57,837,372,756,"43,737",0
450,46,500,319,326,179,459,"17,021",0
128,-8,580,311,517,184,371,"20,534",0
180,39,495,619,508,54,579,"7,927",0
277,61,940,275,"1,231",41,574,"23,643",0
560,45,206,330,382,277,442,"27,792",0
123,-78,516,123,673,228,930,"22,927",0
504,62,269,209,511,130,552,"34,929",0
"1,456",76,564,183,528,247,171,431,0
280,94,508,41,868,86,"2,225","67,656",0
"1,568",-15,436,57,271,114,153,327,0
493,143,614,118,451,-28,205,"5,464",0
509,83,283,406,447,91,457,"27,805",0
396,93,"1,058","1,299",870,515,843,"39,780",0
730,-38,733,157,627,235,927,"18,984",0
80,4,625,225,554,267,906,"19,933",0
275,20,887,413,953,231,649,"55,277",0
"13,720","8,170",278,"2,864","1,706","73,911",323,"9,039",0
585,154,768,"2,013",843,-20,742,"35,771",0
-54,53,181,82,290,188,487,"21,359",0
"1,055",70,688,195,708,387,974,"36,933",0
293,240,587,257,712,498,161,"16,105",0
31,129,376,119,429,105,519,"14,959",0
63,50,468,842,464,370,472,"7,939",0
"1,900",2,247,136,555,215,313,"5,701",1
360,159,662,"1,055",821,588,530,"41,909",0
"1,808",66,720,144,449,110,146,"1,020",0
313,104,"1,569",510,351,28,181,"11,265",0
63,143,721,223,795,163,551,"43,616",0
"4,184","1,493","1,258",545,709,"11,900",264,"10,666",0
659,199,610,359,473,421,410,"12,237",0
780,-11,339,168,298,165,222,"2,781",0
532,274,630,352,922,475,324,"44,990",0
709,-20,281,18,523,432,"1,588","72,493",0
734,39,486,81,382,276,172,"6,890",0
502,57,288,204,425,128,"1,303","28,513",0
763,106,395,190,621,488,218,"12,876",0
328,161,213,560,732,501,433,"10,246",0
934,118,497,81,540,381,590,"17,691",0
740,56,393,16,361,149,151,"1,488",0
874,37,592,79,382,98,23,"5,945",0
89,438,876,302,506,"2,363",928,"20,654",0
"1,712",135,359,297,487,608,674,"24,176",0
"3,460",90,979,83,447,362,264,"2,694",1
"3,113",208,767,237,655,677,237,936,0
561,55,572,134,549,254,435,"13,064",0
312,64,287,160,650,222,744,"26,399",0
"2,439",149,830,69,800,279,312,951,0
"1,655",119,613,96,380,146,207,499,0
748,53,358,223,310,226,138,"14,086",0
571,"1,041",211,"4,810",277,"4,539",378,"12,976",0
-26,53,650,255,649,166,776,"23,777",0
"4,608",102,626,155,490,229,311,"6,598",0
457,269,819,501,737,429,779,"57,692",0
"1,739",36,400,84,321,122,197,294,0
385,38,"1,060",165,729,-30,505,"7,914",0
148,92,354,188,587,191,309,"19,326",0
131,33,509,"1,834","1,887",357,880,"35,494",0
275,45,440,90,498,535,"1,842","76,303",0
415,159,905,131,679,236,451,"30,764",0
219,39,532,388,857,354,-364,"38,621",0
814,77,441,287,429,192,215,"11,145",0
404,118,581,37,375,188,139,"3,799",0
815,54,388,188,442,242,443,"24,216",0
969,131,293,149,312,213,274,"7,657",0
627,190,130,"3,834","1,940","1,374",661,"29,158",0
856,59,724,332,624,312,21,"20,089",0
644,23,308,48,281,97,205,186,0
585,165,368,174,556,262,486,"31,183",0
66,95,460,256,780,155,578,"26,279",0
364,63,462,36,388,229,99,"1,634",0
634,46,651,127,517,381,127,"8,315",0
"1,125",81,878,103,670,469,483,"21,226",0
"1,749",32,236,262,377,8,771,"24,940",0
"3,440",100,697,79,559,164,151,608,0
"2,023",184,833,237,576,672,806,"26,890",0
334,4,355,109,577,273,671,"26,625",0
319,5,332,166,418,60,230,"3,539",0
"2,542",14,"1,033",149,332,145,156,"5,796",0
"2,013",20,276,218,228,101,143,640,0
"1,114",66,263,141,306,509,482,"9,508",0
"1,061",174,495,174,480,446,130,"11,177",0
-19,84,470,82,638,133,394,"15,307",0
485,9,831,97,567,69,178,"7,920",0
166,12,431,665,"1,263",312,433,"7,921",0
-6,40,503,138,429,50,481,"11,669",0
"1,958",-24,434,404,204,15,149,"7,867",0
92,138,564,260,"1,300",184,318,"3,881",0
546,455,620,476,915,531,966,"38,935",0
106,-11,369,42,530,41,"1,272","42,607",0
411,-32,397,494,698,310,"1,198","38,133",0
"1,932",86,609,218,364,296,144,"2,424",0
"2,069",14,389,154,361,118,152,527,0
718,85,302,141,503,530,634,"17,854",0
124,67,800,229,684,38,173,816,0
"3,269",50,743,84,384,305,172,"1,341",1
342,148,425,313,643,128,634,"20,159",0
136,101,"1,281",712,969,365,436,"8,657",0
371,21,469,199,461,429,216,"17,997",0
32,16,171,163,413,86,468,"6,577",0
"3,569","1,599",853,229,627,"12,007",227,"11,998",0
"1,632",100,421,33,692,845,"1,521","49,955",0
"2,462",63,498,101,354,171,199,"2,298",0
"1,802",73,"1,007",150,526,205,246,"2,554",0
"1,024",21,"1,391",278,253,73,126,"3,275",0
"1,727",87,691,-48,400,184,240,"2,076",0
"1,579",191,920,375,510,773,620,"9,393",0
342,163,229,263,485,640,735,"26,818",0
805,68,528,225,397,426,286,"14,853",0
16,8,231,1,145,-16,133,771,0
105,49,623,7,339,208,94,"6,239",0
493,22,"2,214",830,823,224,664,"23,814",0
438,73,446,432,"1,054",142,575,"19,519",0
"1,990",194,"1,247",308,919,377,437,"17,324",0
89,89,397,808,518,531,911,"24,732",0
545,203,336,425,486,908,289,"12,416",0
653,309,"1,433",464,911,"2,199",826,"22,024",0
"1,930",14,543,115,570,361,139,"5,683",0
476,48,443,320,707,103,678,"23,775",0
152,272,"1,140",283,922,929,-195,"67,978",0
115,82,613,143,809,139,"1,080","39,871",0
157,34,507,143,590,122,711,"24,558",0
712,16,259,202,543,235,292,"9,665",0
"1,819",134,"1,784",224,877,397,400,"1,160",0
74,240,444,40,487,339,299,"18,140",0
"1,442",45,295,36,244,86,98,496,0
"1,357",71,620,219,318,359,4,"4,684",0
500,87,598,108,518,318,477,"21,837",0
682,299,546,562,"1,388",970,119,"11,107",0
"1,620",163,538,3,387,121,70,"1,654",0
626,36,643,66,369,7,107,507,0
813,31,414,106,335,197,140,"1,741",0
454,91,476,64,285,224,394,"8,805",0
"1,097",20,390,402,777,599,498,"12,358",0
285,-2,418,52,500,173,600,"19,100",0
"1,395",7,449,81,395,77,58,562,0
"1,364",102,398,-83,345,77,39,493,0
"5,314",128,647,282,630,247,207,534,0
"1,414",201,"1,249",602,"1,278","1,375",483,"61,760",0
"1,680",95,500,251,414,106,112,"2,656",0
475,217,782,658,"1,191",560,678,"22,486",0
114,56,600,129,908,52,951,"22,698",0
755,218,269,96,161,72,288,378,0
452,7,591,426,721,381,445,"47,939",0
135,129,620,90,"1,126",57,533,"9,800",0
"1,289",76,"1,151",209,"1,157",231,632,"16,553",0
"1,009",-3,702,114,422,285,221,"2,818",0
"1,381",121,885,8,210,189,22,"2,248",0
"1,328",44,569,543,"1,137",492,207,"8,028",0
129,79,"1,048",262,771,176,282,"16,527",0
96,100,603,198,619,197,686,"16,267",0
287,198,"1,047",451,569,538,476,"32,117",0
"1,029",24,99,272,208,189,62,123,0
160,81,639,176,667,476,"1,154","58,647",0
201,22,210,202,334,291,385,"6,295",0
-92,86,"1,104",607,730,177,240,"1,767",0
619,-33,709,540,560,185,"1,792","55,171",0
"3,197",66,858,67,453,196,201,"3,637",1
"1,771",53,401,120,261,72,175,"2,201",1
752,65,551,179,620,276,934,"37,868",0
"1,201",88,772,451,542,472,227,"7,186",0
216,88,484,342,613,41,393,"11,214",0
"1,046",16,428,156,420,140,464,"10,066",0
"1,184",81,493,406,618,75,33,"7,843",0
388,53,808,241,"1,121",273,"1,576","79,233",0
"1,294",178,629,171,249,440,730,"35,494",0
"1,282",241,601,137,651,234,404,"17,116",0
"1,228",154,820,39,538,144,102,"1,429",0
337,109,518,255,555,129,40,"11,210",0
465,79,526,149,421,342,584,"16,324",0
690,108,915,324,"1,300",432,"1,595","52,329",0
-44,-81,360,284,451,303,844,"25,605",0
110,27,801,754,615,61,786,"13,958",0
954,121,311,326,383,607,466,"15,033",0
323,180,554,87,832,90,961,"46,795",0
835,61,403,97,666,177,606,"15,175",0
"1,303",98,899,303,412,209,588,"23,757",0
"1,342",125,700,145,641,121,224,935,0
125,55,743,-5,"1,086",2,472,"6,237",0
196,240,"1,337",686,"2,580",349,"1,431","28,076",0
142,141,655,420,855,596,"1,121","73,049",0
"1,155",88,403,178,354,240,274,"2,170",0
203,34,347,80,448,207,758,"41,506",0
271,58,343,692,947,549,613,"12,096",0
"2,064",44,662,16,271,10,75,"1,102",1
378,-2,354,497,755,220,634,"48,079",0
559,91,403,286,440,147,721,"44,447",0
687,94,907,31,340,595,966,"25,062",0
370,108,83,"6,599",171,639,36,"15,337",0
"1,473",99,553,346,975,144,197,"2,972",1
501,131,608,"1,575","1,929",877,"1,120","36,047",0
"1,527",30,350,167,267,156,135,715,1
"1,262",21,763,115,360,615,134,"1,065",0
552,-2,168,"4,250",444,140,888,"23,834",0
915,96,263,"2,526","1,328","1,122",759,"24,156",0
"2,496",145,573,129,607,165,184,"1,060",1
36,50,474,216,936,173,488,"13,651",0
599,88,372,164,683,134,450,"10,023",0
"1,318",107,390,305,371,291,299,"4,484",0
"3,002",77,830,168,372,145,172,445,0
"1,181",86,676,278,741,474,369,"6,250",0
583,70,637,741,361,"1,083",670,"9,210",0
"1,230",26,569,212,534,177,189,"5,301",0
257,81,232,631,781,343,933,"30,123",0
494,29,673,70,550,253,265,"11,487",0
518,164,580,272,675,557,609,"22,453",0
"2,607",40,386,98,199,-97,106,139,0
290,139,"1,738",435,729,393,794,"32,598",0
"1,493",20,381,91,364,198,133,"1,061",1
250,37,304,227,557,115,-319,"40,880",0
164,123,374,292,529,119,628,"24,368",0
"2,095",59,"1,205",323,385,343,224,"11,868",0
257,133,467,230,692,164,75,"20,989",0
419,110,548,355,742,203,202,"15,075",0
"1,905",110,505,168,508,118,249,936,0
240,207,500,412,556,348,858,"28,645",0
421,283,17,"4,812","2,097","2,511",664,"33,495",0
162,69,405,98,439,123,335,"10,027",0
491,94,618,156,434,184,"1,082","23,829",0
446,210,628,99,"1,084",399,826,"25,048",0
517,101,324,135,428,542,867,"31,743",0
587,93,566,153,499,424,335,"5,072",0
721,37,755,109,351,130,162,"5,469",0
"1,449",265,774,470,937,377,442,"10,739",0
109,95,593,321,783,384,640,"30,543",0
"1,775",4,453,200,284,395,-123,"8,685",0
601,32,456,119,297,95,536,"12,560",0
778,12,261,182,287,39,382,"15,225",0
"1,461",30,453,180,308,42,75,986,0
914,137,417,45,463,358,190,"4,452",0
"2,885",83,367,47,390,193,257,252,0
"1,598",-33,405,62,150,5,107,195,0
415,44,588,78,660,228,606,"13,638",0
220,108,"1,237",515,"1,072",517,233,"8,863",0
410,154,399,73,402,141,491,"15,093",0
"1,760",203,"1,079",34,"1,132",157,505,"1,535",0
290,157,709,43,589,298,63,"6,531",0
938,65,818,80,413,51,262,"2,168",0
270,125,258,182,439,404,806,"23,187",0
"1,698",85,441,239,400,443,214,"6,295",0
"2,216",29,327,81,206,143,128,215,0
"1,501",99,331,174,192,201,74,178,0
622,100,755,235,381,105,253,"10,902",0
"1,370",291,"1,387",52,"1,539",120,760,"3,023",0
85,28,417,609,"1,326",387,246,"4,111",0
739,174,758,-18,759,274,302,691,0
207,106,485,310,519,405,537,"23,370",0
"1,481",82,205,97,208,85,51,357,0
199,25,252,52,323,247,369,"22,341",0
130,1,326,365,432,130,682,"18,065",0
764,108,843,482,455,316,274,"17,070",0
"1,380",14,341,186,311,77,183,997,0
212,146,494,144,535,180,-91,"20,088",0
"3,522",3,975,281,523,620,"1,055","21,016",0
494,102,313,177,494,185,721,"27,301",0
20,170,251,-14,476,402,608,"32,699",0
"1,388",250,849,406,855,766,880,"48,216",0
346,58,415,125,396,242,357,"29,139",0
998,100,497,320,605,240,170,"7,178",0
826,-37,609,353,370,358,-50,"22,427",0
15,72,387,"1,608","2,209",488,637,"15,742",0
506,52,380,294,454,96,239,"13,470",0
625,150,"1,290",530,725,308,736,"23,026",0
827,28,"2,109",85,"1,039",497,"1,006","24,970",0
"1,983",137,836,198,615,292,539,"13,010",0
599,79,664,106,485,304,200,"2,344",0
76,-1,"1,054",734,"1,165",596,"1,303","38,289",0
148,29,254,220,793,189,361,"7,146",0
408,56,"1,329",304,432,224,"1,667","41,888",0
599,48,432,157,472,129,208,827,0
189,18,671,364,773,134,335,"10,348",0
4,81,248,464,238,759,151,"10,423",0
15,85,447,632,"1,093",666,775,"34,584",0
112,86,"1,036",71,692,466,624,"13,974",0
"1,306",55,747,275,618,472,266,"5,890",1
559,82,"1,497","2,053","2,113",476,"2,769","56,971",0
"2,472",112,642,148,371,71,202,738,0
960,223,"1,099",187,894,434,"2,164","37,742",0
"1,892",116,"1,228",507,990,531,176,"26,716",0
"1,311",69,488,68,506,269,151,"2,962",0
394,41,583,190,641,195,469,"20,225",0
312,-10,247,352,510,174,326,"35,779",0
942,104,772,-28,318,304,85,479,0
17,101,530,101,550,210,-165,"30,006",0
"1,512",32,760,100,702,409,285,"2,276",0
509,212,999,"1,044","1,097","1,107",326,"13,243",0
484,120,395,165,422,237,886,"34,706",0
643,104,695,426,420,235,514,"19,159",0
"2,780",91,623,239,405,411,605,"18,239",0
"1,037",221,364,528,183,90,506,904,0
274,87,"1,169",165,583,79,443,"13,572",0
-23,23,446,239,481,250,614,"21,626",0
556,218,"1,992",96,643,417,627,"33,841",0
33,-11,161,289,609,191,439,"24,605",0
405,184,254,"1,093","1,320",828,"1,122","40,482",0
27,-36,880,414,"1,441",69,454,"9,776",0
136,125,418,163,662,119,58,"15,215",0
181,66,420,190,472,33,413,"7,606",0
260,23,230,41,244,85,395,"7,990",0
547,30,260,442,612,273,497,"44,801",0
"1,407",24,484,64,340,119,265,"7,112",0
394,82,"1,083",488,645,329,697,"28,309",0
382,92,385,17,297,107,312,"19,114",0
990,177,309,342,557,674,366,"17,078",0
245,24,505,180,637,126,693,"22,112",0
617,103,433,45,209,57,92,258,0
"2,633","1,241","1,200",128,431,"10,897",240,"16,524",0
349,69,370,137,339,52,686,"22,339",0
932,177,477,77,383,381,246,"12,854",0
673,113,358,"1,218","1,272",853,504,"26,614",0
"1,619",348,779,502,967,"2,006",624,"15,358",0
"1,890",192,716,278,681,538,220,"8,296",1
497,122,308,255,325,257,166,"2,143",0
474,104,488,188,427,356,411,"12,314",0
590,107,245,"1,699","2,019",453,495,"44,128",0
525,96,408,"1,083","1,626",317,769,"33,256",0
372,160,508,260,333,844,735,"23,564",0
"2,263",-2,"1,488",225,249,235,133,266,0
303,85,334,70,563,179,586,"24,273",0
716,79,396,744,615,329,9,"26,114",0
"3,086",109,"1,069",87,705,445,330,606,0
57,60,194,100,246,79,185,"14,287",0
264,12,386,117,659,191,"1,230","41,429",0
"1,201",52,702,266,418,260,417,"19,823",0
343,118,529,161,536,169,591,"18,161",0
472,1,324,36,432,67,389,"15,885",0
926,62,401,58,361,317,82,"2,422",0
"2,850",56,787,801,"1,326",735,249,"3,735",1
"1,631",22,591,264,448,164,166,"4,079",0
"1,914",49,628,118,373,187,137,801,0
728,132,688,329,739,583,"1,339","35,401",0
981,2,601,170,455,321,245,"12,778",0
"1,233",68,364,205,420,131,108,"2,879",0
"1,547",6,632,-12,410,-15,212,432,0
422,74,224,-3,378,146,"1,244","45,004",0
684,58,404,43,502,49,188,"13,870",0
-101,157,441,-24,352,228,798,"38,526",0
"2,172",123,398,215,394,26,118,617,0
"1,251",32,228,85,137,69,89,386,0
"2,429",158,"1,780",382,"1,171",825,150,"15,668",0
"1,741",30,447,46,365,274,188,"4,367",0
"1,061",232,523,425,452,771,323,"30,440",0
253,233,239,"1,087","1,107",822,691,"46,297",0
566,73,460,414,778,421,732,"48,525",0
"1,335",155,839,562,"1,731",895,381,"16,916",0
-18,155,433,193,"1,069",278,805,"30,804",0
29,-1,676,611,887,618,423,"19,130",0
"2,088",14,553,135,478,253,394,"19,687",0
153,94,283,"1,340","1,142",318,304,"12,728",0
"1,141",73,330,162,285,96,146,356,0
526,28,733,443,787,141,814,"26,606",0
535,117,891,173,873,553,84,"9,812",0
591,140,912,383,962,185,809,"19,122",0
"1,314",171,630,203,454,198,315,"2,684",1
"1,827",75,774,181,839,364,253,"1,320",0
113,108,963,102,460,134,310,"13,786",0
"2,112",108,308,150,401,277,176,422,0
411,56,"1,311",197,470,271,94,"4,905",0
151,136,"1,064",405,"1,205",410,969,"32,773",0
"2,155",143,977,329,"1,007",239,523,"13,189",1
356,30,539,395,719,133,626,"17,035",0
184,0,592,172,189,119,183,"3,941",0
41,23,261,188,372,163,347,"14,545",0
140,63,500,275,203,139,177,"4,193",0
"1,038",154,845,86,586,390,251,"15,535",0
"1,524",145,529,93,243,287,129,"2,004",0
"1,072",139,"1,591",215,"1,461",178,695,"1,933",0
"1,566",102,"1,188",118,525,57,187,"1,666",0
88,147,545,75,572,79,541,"3,994",0
131,80,501,542,739,253,321,"6,423",0
104,58,461,70,526,-1,189,629,0
420,6,462,524,"1,217",220,92,"3,816",0
"1,052",154,867,145,582,445,540,"19,900",0
56,12,206,82,190,104,363,"5,289",0
391,161,562,323,542,381,613,"21,199",0
253,-9,734,175,417,245,381,"8,128",0
237,-18,244,871,"1,698",312,"1,361","30,646",0
761,53,483,101,460,243,113,"2,379",0
755,43,347,136,232,99,378,"10,818",0
"1,700",135,227,821,953,829,73,"3,185",0
269,79,453,350,990,250,526,"24,088",0
"1,018",96,493,471,"1,177",550,593,"16,747",0
"1,084",71,328,14,316,256,441,"9,937",0
"1,317",132,365,130,390,195,152,"2,837",0
