Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
N19,1,"103,847","137,734","22,092","1,453",217,347,71,316,"5,540",364,"1,988",N
N20,1,"92,778","124,451","18,352","2,280",14,148,-7,228,58,82,150,N
N21,1,"101,722","126,632","21,742","1,816",242,207,162,409,576,356,393,N
N22,1,"90,247","119,269","19,818",896,32,221,5,328,"1,050",246,406,N
N23,1,"124,713","155,740","46,449","5,194",350,704,50,793,"6,703",415,"1,030",N
N24,1,"90,191","117,170","16,049","1,330",35,114,53,178,477,193,174,N
O1,1,"78,222","117,233","15,307","2,260",74,313,184,188,"5,992",119,"1,651",N
O2,1,"78,279","105,445","17,065",250,412,650,81,919,"3,546",245,"1,111",N
O3,1,"122,276","171,930","52,641","4,416",797,"1,205",82,487,"8,162","2,173","8,042",N
O4,1,"104,742","133,884","27,005","3,926",110,137,-30,233,"1,198",245,196,N
O5,1,"102,707","133,944","26,968","2,437",97,179,40,467,"2,010",247,226,N
O6,1,"107,406","126,300","27,474","2,413",354,287,-63,214,"5,810",419,"1,153",N
O7,1,"110,226","153,550","22,768","1,258",538,335,263,155,"12,522",78,"3,603",N
O8,1,"80,339","112,768","20,340","2,081",168,138,2,281,946,294,407,N
O9,1,"85,433","112,859","18,999",-105,449,526,21,285,"11,485",462,219,N
O10,1,"61,226","95,019","22,163",564,390,491,213,514,141,410,"1,368",N
O11,1,"88,625","117,431","18,486","2,214",187,537,109,143,"2,779",193,148,N
O12,1,"84,466","111,793","24,843",822,33,163,34,245,491,434,312,N
O13,1,"73,758","103,625","15,888","1,185",16,289,98,104,"2,740",203,34,N
O14,1,"98,915","130,703","25,909","1,714",79,756,206,210,"17,827",231,"1,298",N
O15,1,"76,489","109,364","16,164","1,003",150,148,-2,225,"1,270",244,348,N
O16,1,"83,215","120,834","28,088",954,89,753,91,434,"1,177",523,"2,950",N
O17,1,"102,953","130,918","36,054",183,49,762,4,406,"6,236",105,"2,101",N
O18,1,"88,338","119,814","27,458",421,49,284,34,390,"11,186",205,"5,802",N
O19,1,"129,512","156,874","29,676","2,331",261,333,113,364,"4,725",610,555,N
O20,1,"95,957","121,140","26,380",331,264,400,75,566,"2,445",194,669,N
O21,1,"108,328","131,594","28,942","2,780",156,899,42,387,"4,457",290,329,N
O22,1,"94,477","116,469","17,232","1,305",274,221,-4,187,"4,004",377,310,N
O23,1,"98,016","132,159","24,679",76,-61,537,73,121,"20,457",123,"6,170",N
O24,1,"98,263","125,522","20,647","2,675",65,133,55,242,357,297,643,N
P1,1,"98,256","123,678","18,318","3,044",20,179,55,345,"1,552",415,380,N
P2,1,"94,573","137,231","27,920","1,950",233,426,68,391,"5,661",260,588,N
P3,1,"123,077","161,925","29,171","1,947",339,456,59,265,"5,034",478,448,N
P4,1,"103,027","130,600","20,560","1,794",160,166,-18,265,129,230,309,N
P5,1,"99,832","131,300","25,634","1,444",575,528,-47,475,"10,042",336,634,N
P6,1,"86,488","113,635","25,229","1,073",312,627,13,543,"1,903",192,744,N
P7,1,"86,341","145,536","56,946","5,585",948,"3,751",-144,626,"13,782","2,335",523,N
P8,1,"96,145","136,986","30,490","1,143",264,259,100,425,"2,498",401,447,N
P9,1,"68,754","108,020","16,235",538,217,183,28,267,"2,439",227,284,N
P10,1,"86,953","143,478","46,183",-749,683,360,254,464,"20,973",-52,"10,321",N
P11,1,"93,744","121,375","22,824","1,766",202,353,9,303,"1,953",405,280,N
P12,1,"111,452","133,972","19,424","2,586",212,310,66,213,"3,813",249,321,N
P13,1,"92,937","123,392","68,824",705,706,"1,399",372,"2,358","3,327",889,"3,676",N
P14,1,"107,306","129,984","29,618","4,210",461,"1,058",-64,251,"4,942",479,273,Y
P15,1,"114,452","142,597","22,394","2,802",128,196,81,192,759,171,279,N
P16,1,"82,062","121,785","21,168","1,488",47,450,149,195,"2,646",285,"3,377",N
P17,1,"79,805","110,219","15,933","1,313",272,260,107,180,"2,961",261,223,N
P18,1,"106,271","132,592","34,169","3,343",179,186,7,396,322,862,443,N
P19,1,"129,147","147,125","46,191","1,397",292,883,218,792,"6,764",402,765,N
P20,1,"82,504","113,802","17,315","1,657",81,257,49,391,80,237,479,N
P21,1,"109,800","141,681","26,218","2,193",16,138,107,222,904,342,224,N
P22,1,"108,266","132,969","23,311","1,434",430,803,69,473,"10,144",177,448,N
P23,1,"92,584","122,843","19,795",921,128,467,9,348,"1,963",183,496,N
P24,1,"78,708","115,221","21,233","2,159",-31,108,34,176,74,182,215,N
A1,2,"96,307","122,944","25,492","1,431",41,283,90,564,741,193,645,N
A2,2,"109,333","152,335","24,350",653,549,508,-32,642,"6,417",316,"1,554",N
A3,2,"66,284","100,717","32,263",331,430,"1,142",53,"1,220","3,831",539,"1,407",N
A4,2,"97,434","133,246","32,902",801,577,384,273,341,"17,173",306,"4,347",N
A5,2,"107,383","148,054","48,661",152,595,586,-34,597,"12,552",662,"2,839",N
A6,2,"79,552","131,218","44,975",-198,714,857,30,865,"18,186",352,"2,649",N
A7,2,"124,131","152,659","39,433","1,640",754,545,-60,325,"7,091",333,"4,077",N
A8,2,"163,846","207,294","76,249","2,183",685,"1,238",127,863,"25,768",249,"5,033",N
A9,2,"82,394","109,453","13,787","1,401",90,83,1,161,13,176,180,N
A10,2,"99,705","124,519","54,109",634,525,512,87,815,"7,329",476,895,N
A11,2,"98,393","147,114","51,870",-934,240,244,-5,-322,"13,552",43,"16,070",N
A12,2,"89,824","117,349","38,971",838,277,"1,222",17,479,"6,085",309,398,N
A13,2,"155,653","199,606","81,041","3,207",642,"1,579",39,"1,316","29,299",658,"12,920",N
A14,2,"104,637","130,694","25,167","2,871",158,214,21,279,837,106,382,N
A15,2,"108,809","147,187","62,583",-236,-96,470,-25,452,"13,069",426,"4,362",N
A16,2,"96,296","132,752","14,887",398,517,504,81,126,"10,652",-62,"4,886",N
A17,2,"72,153","108,068","27,777",272,295,430,169,876,863,254,"1,167",N
A18,2,"96,275","128,596","20,757",612,138,238,66,262,"2,237",212,285,N
A19,2,"119,838","148,429","47,839","1,986","1,163","1,042",176,376,"21,007",726,"9,479",N
A20,2,"95,863","120,536","22,491","2,484",136,151,-71,168,"1,722",595,274,N
A21,2,"118,105","148,846","24,425","2,176",443,447,161,523,"8,286",286,536,N
A22,2,"81,557","113,113","18,096","1,657",106,85,-28,222,217,296,201,N
A23,2,"90,933","122,811","22,235","2,163",217,232,288,-17,"11,386",88,"4,182",N
A24,2,"77,803","122,957","38,108",660,485,"1,400",98,"1,412","5,560",503,"1,403",N
B1,2,"98,289","127,026","29,676",391,680,558,539,745,"7,214",160,688,N
B2,2,"85,198","113,312","21,889","1,844",93,155,60,221,417,288,273,N
B3,2,"107,676","140,653","21,563","1,054",280,736,-128,134,"12,183",617,436,N
B4,2,"122,599","164,911","67,692","2,490",764,878,247,908,"15,098",619,"2,725",N
B5,2,"98,578","131,716","24,264","1,936",631,446,-51,159,"8,979",411,"3,672",N
B6,2,"120,725","154,055","27,287","2,303",486,322,123,143,"10,936",153,"8,098",N
B7,2,"77,299","109,497","33,904",237,112,265,11,427,"1,453",169,512,N
B8,2,"160,616","202,940","66,220","1,798",526,"1,633",-152,529,"34,293",147,"7,667",N
B9,2,"104,789","140,553","27,921","2,150",209,289,17,74,"6,558",-27,"5,529",N
B10,2,"88,804","114,734","18,894","1,594",204,183,11,262,201,165,428,N
B11,2,"88,455","128,078","40,574",983,256,"1,142",117,860,"5,345",261,735,N
B12,2,"101,757","141,780","22,098","3,884",82,180,66,192,"2,100",171,221,N
B13,2,"87,297","114,078","20,991",923,213,405,72,177,"10,977",110,"4,954",N
B14,2,"111,989","160,682","82,721",437,241,807,73,"1,410","13,284",506,"8,242",N
B15,2,"110,798","136,323","46,071",503,160,698,48,493,"4,007",293,"4,305",N
B16,2,"89,777","116,386","18,585","1,680",55,117,-5,153,66,428,148,N
B17,2,"102,689","126,743","28,395","2,118",113,259,131,350,"4,773",349,394,N
B18,2,"73,979","106,488","15,588","1,856",117,128,-14,117,348,240,135,N
B19,2,"65,331","111,501","17,472",965,234,145,76,211,"1,866",492,234,N
B20,2,"94,456","135,395","25,550","1,511",689,724,73,530,"23,085",452,"1,045",N
B21,2,"79,287","106,910","14,634","1,026",32,83,-7,108,159,86,224,N
B22,2,"100,907","133,249","33,356",498,406,510,152,484,"11,471",282,909,N
B23,2,"126,567","166,667","54,799","1,496",623,755,66,804,"10,748",552,"2,220",N
B24,2,"90,509","115,246","20,129",708,132,75,25,180,328,280,272,N
C1,2,"89,883","127,086","18,328","1,208",311,586,13,196,"8,416",291,293,N
C2,2,"80,716","109,927","14,915",826,110,82,29,88,"1,165",246,434,N
C3,2,"100,578","127,276","25,432","1,467",199,281,25,458,"4,221",334,605,N
C4,2,"107,098","135,088","21,153","2,883",155,381,90,221,"2,660",270,325,N
C5,2,"110,321","139,295","27,294","3,889",199,183,80,218,"1,049",818,313,N
C6,2,"110,255","150,104","27,402","1,691",319,451,248,278,"9,051",381,826,Y
C7,2,"68,645","104,216","19,345","1,084",73,119,51,230,512,151,384,N
C8,2,"67,972","128,195","41,512","1,938",498,652,54,357,"1,631",365,672,N
C9,2,"112,088","136,607","28,244","1,822",137,211,57,297,730,355,330,N
C10,2,"79,344","118,208","16,750","2,149",92,139,92,240,577,434,220,N
C11,2,"98,672","137,106","23,182",580,404,420,50,145,"15,522",212,"3,421",N
C12,2,"104,094","130,903","32,597","3,625",282,978,126,600,"4,562",654,698,N
C13,2,"121,896","161,307","38,903","1,335",335,831,118,645,"4,784",301,767,N
C14,2,"72,861","107,176","16,258",754,131,139,162,178,316,236,201,N
C15,2,"81,988","147,093","48,827",-365,743,351,-43,480,"15,564",388,"6,391",N
C16,2,"120,596","162,177","25,458",639,550,904,421,307,"13,150",327,"2,650",N
C17,2,"82,574","123,744","16,182","1,287",120,105,29,191,-5,202,178,N
C18,2,"103,707","133,235","24,560","2,768",193,252,8,340,963,268,474,N
C19,2,"94,321","129,612","25,095","2,365",319,966,162,243,"5,256","1,345",295,N
C20,2,"99,986","132,143","21,359","2,042",99,437,97,63,"11,627",157,"5,737",N
C21,2,"98,582","135,555","26,336","1,951",67,163,-14,212,306,393,269,N
C22,2,"89,908","135,288","27,154",183,578,340,76,191,"12,268",70,"7,928",N
C23,2,"107,718","160,587","32,700","4,123",121,339,113,298,"4,330",408,334,N
C24,2,"88,348","117,794","17,353","2,019",119,384,-24,277,"2,339",232,298,N
D1,2,"113,438","140,932","23,815",593,496,802,160,314,"8,943",362,619,N
D2,2,"138,848","176,762","33,156","2,274",217,298,36,464,"1,432",554,606,N
D3,2,"96,489","128,297","23,418","2,532",126,165,14,207,440,149,295,N
D4,2,"93,682","116,970","19,137","2,537",41,163,169,248,220,297,390,N
D5,2,"80,117","129,174","25,134","1,885",825,396,178,81,"10,336",35,"5,292",N
D6,2,"95,464","119,059","20,689","2,860",140,403,-4,242,"3,861",632,155,N
D7,2,"125,168","153,270","34,846","3,134",41,338,-122,382,"7,265",77,395,N
D8,2,"99,762","143,845","34,890","1,883",83,236,49,407,319,298,463,N
D9,2,"87,994","123,125","24,338","2,119",331,168,-65,189,"3,038",317,232,N
D10,2,"105,846","154,517","35,365",623,502,677,156,744,"12,030",459,"3,081",N
D11,2,"75,285","115,587","12,452",505,80,117,-35,135,101,177,139,N
D12,2,"104,180","135,185","49,214","1,203","3,434",547,372,901,"10,332",466,801,N
D13,2,"113,666","136,031","31,429","2,922",86,194,22,355,762,164,384,N
D14,2,"124,645","148,685","39,884","2,901",317,233,200,448,"5,124",208,566,N
D15,2,"76,838","136,597","42,174","-1,067",712,774,202,503,"24,702",260,"6,099",N
D16,2,"87,238","117,154","20,008","1,468",77,205,1,349,485,149,433,N
D17,2,"95,981","124,167","25,900","2,481",132,231,23,401,228,338,422,N
D18,2,"87,394","118,753","15,911","2,504",361,182,31,118,"5,859",396,172,N
D19,2,"79,546","111,572","22,720",457,300,745,85,"1,125","2,072",358,"1,354",N
D20,2,"64,483","102,979","13,254",808,83,167,50,210,"1,171",160,322,N
D21,2,"95,635","127,628","31,133","1,605",169,318,62,598,130,461,844,N
D22,2,"106,309","137,910","26,800","1,678",389,241,50,297,"4,454",589,545,N
D23,2,"97,733","122,577","20,971","1,757",61,138,-6,246,167,159,298,N
D24,2,"69,693","122,605","37,470",89,633,422,-116,412,"8,672",267,"3,336",N
E1,2,"116,002","151,224","32,531","2,077",510,955,9,802,"5,162",638,"1,088",Y
E2,2,"84,922","119,641","35,223",933,139,288,28,492,"1,502",269,638,N
E3,2,"70,902","112,618","14,535","1,898",141,297,-37,158,"4,279",137,763,N
E4,2,"111,568","152,324","20,932","2,126",25,261,29,335,"1,913",288,438,N
E5,2,"126,223","155,802","29,158","2,332",553,456,88,302,"8,911",536,"1,936",Y
E6,2,"97,334","146,077","27,228","2,807",115,814,118,242,"2,103","1,204","4,276",N
E7,2,"114,922","167,319","59,863","1,851",147,481,157,664,738,876,"4,019",N
E8,2,"82,465","114,058","17,485","1,799",548,451,-64,348,"8,763",498,409,N
E9,2,"121,162","155,145","36,217","2,485",579,595,9,396,"21,809",239,744,N
E10,2,"95,032","130,460","19,758",990,-47,162,-9,203,"2,203",198,276,N
E11,2,"108,623","137,639","31,352",152,383,271,175,-23,"8,956",-31,"11,899",N
E12,2,"94,793","131,539","18,737",-52,259,493,18,73,"7,403",389,"4,065",N
E13,2,"98,087","136,516","25,091","1,793",587,407,44,191,"15,406",84,"5,180",Y
E14,2,"77,048","113,401","17,881","1,711",155,246,111,162,"5,502",152,193,N
E15,2,"72,321","104,674","18,372",507,85,225,23,483,"2,349",342,614,N
E16,2,"101,062","132,868","26,537",373,366,"1,028",67,302,"10,588",140,"1,870",N
E17,2,"110,244","139,220","30,626","2,215",483,214,83,297,"3,788",464,546,N
E18,2,"96,737","124,710","20,611","3,773",59,87,53,144,96,132,151,N
E19,2,"81,475","108,279","18,693","1,663",155,200,34,163,"2,564",385,120,N
E20,2,"121,193","157,636","43,734","1,528",248,747,160,756,"10,286",390,"1,815",N
E21,2,"87,247","113,789","26,795",-38,221,859,234,"1,225","15,471",198,"1,893",N
E22,2,"155,360","204,234","53,342","4,190",652,819,266,781,"18,008",502,"3,890",N
E23,2,"106,020","143,098","26,653","1,377",41,728,106,298,"7,578",236,666,N
E24,2,"106,640","131,141","22,142","1,750",184,170,-73,209,"2,726",265,311,N
F1,2,"92,227","128,115","21,537","2,627",121,141,33,270,"1,043",238,333,N
F2,2,"116,366","146,973","32,401","3,766",98,242,54,300,"1,887",627,271,N
F3,2,"99,637","135,495","40,263","4,852",134,293,114,474,376,710,635,N
F4,2,"85,929","134,950","61,928",380,878,261,212,-72,"15,387",408,"17,447",N
F5,2,"81,322","135,445","49,102",657,697,757,4,770,"7,347",303,"2,335",N
F6,2,"105,616","134,365","50,695",152,386,482,123,440,"11,359",354,"1,969",N
F7,2,"89,562","119,826","20,382","1,676",134,146,-4,316,145,228,402,N
F8,2,"95,289","131,729","16,622","1,504",417,527,-112,112,"10,297",379,"2,751",N
F9,2,"125,720","166,002","40,933","5,226",502,576,22,239,"18,858",709,"8,409",N
F10,2,"109,886","137,601","26,784","2,345",362,162,76,204,"5,465",393,358,N
F11,2,"103,122","134,348","41,888","2,709",291,656,71,"1,140","5,054",397,"1,407",N
F12,2,"98,231","125,253","23,388","3,610",228,211,46,252,"1,496",342,273,N
F13,2,"97,721","139,180","23,514","3,328",22,195,4,296,319,260,288,N
F14,2,"114,601","145,249","25,251","2,826",228,351,63,400,"6,772",256,477,N
F15,2,"78,600","131,716","26,746","1,941",351,371,411,254,"17,152",237,"2,110",N
F16,2,"106,146","154,161","53,832",-526,505,529,9,546,"20,362",341,"7,793",N
F17,2,"78,724","109,825","24,631","1,111",459,241,151,868,"6,228",326,954,N
F18,2,"88,197","118,736","19,681","2,827",89,970,84,450,"1,197",830,517,Y
F19,2,"99,400","126,420","45,665","1,469",174,832,105,"1,378","8,410",394,"1,412",N
F20,2,"160,060","202,900","52,593","4,136",358,448,186,667,350,519,942,N
F21,2,"96,097","117,130","52,552","1,034",508,"1,012",179,"1,083","12,016",410,"1,222",N
F22,2,"82,879","110,031","15,094",914,40,119,-56,139,"1,297",114,225,N
F23,2,"100,431","125,703","28,505","2,950",263,207,78,327,"2,312",464,510,N
F24,2,"122,392","159,830","43,315",-296,755,"1,161",276,"1,219","17,490",459,"1,374",N
G1,2,"98,106","136,157","26,618",813,-282,317,-79,45,"14,185",267,"5,736",N
G2,2,"81,971","131,459","22,835",565,29,264,113,348,77,186,557,N
G3,2,"151,884","194,990","40,855","6,639",956,918,268,176,"13,706",350,"9,606",N
G4,2,"92,340","128,870","30,402","1,554",152,452,29,828,"1,369",445,945,N
G5,2,"96,550","123,707","17,509","1,005",326,474,125,23,"10,492",151,"4,689",N
G6,2,"95,329","123,079","22,342","1,653",-57,629,-35,240,"8,905",341,248,N
G7,2,"91,233","120,359","23,727","1,030",385,518,70,233,"11,142",259,"1,078",N
G8,2,"96,256","123,219","20,620","2,140",213,156,-122,175,"1,971",270,229,N
G9,2,"123,048","160,806","46,617","2,119",612,"2,021",18,"1,613","7,982",864,"1,657",N
G10,2,"90,958","150,349","49,177","1,840",199,641,57,568,"1,630",369,"1,128",N
G11,2,"72,305","105,341","13,682",730,60,97,-24,126,527,153,111,N
G12,2,"109,820","143,633","48,821","1,390",348,539,103,848,"11,645",475,961,N
G13,2,"83,942","119,255","16,856","3,005",38,116,48,233,209,164,308,N
G14,2,"119,361","144,729","33,909","1,337",125,189,101,399,"1,422",369,382,N
G15,2,"104,706","132,725","30,386","2,371",53,201,66,404,456,341,570,N
G16,2,"119,309","143,981","27,409","1,969",152,329,185,418,746,93,674,N
G17,2,"72,967","125,048","31,266","1,841",229,329,68,453,"2,666",179,"1,217",N
G18,2,"74,129","107,443","19,899",462,73,189,26,334,581,230,410,N
G19,2,"114,632","145,668","33,480","5,386",352,616,136,552,"9,866",162,816,N
G20,2,"73,983","106,944","18,730","1,369",236,233,102,381,"3,402",288,366,N
G21,2,"89,348","141,626","36,425","1,823",769,697,-52,638,"16,704",331,"2,676",N
G22,2,"90,670","139,383","22,199","2,234",487,607,144,264,"17,161",442,"4,294",N
G23,2,"114,510","143,411","24,788","1,599","1,091",771,110,442,"13,208",394,"1,165",N
G24,2,"92,915","123,686","18,362","1,312",116,73,63,150,"2,205",135,191,N
H1,2,"115,843","140,010","27,464","2,411",217,261,-23,381,"1,120",399,452,N
H2,2,"84,181","127,874","22,436",366,248,203,-2,295,"1,496",258,465,N
H3,2,"114,445","139,782","24,590",516,225,"1,070",73,384,"6,796",180,"2,138",N
H4,2,"83,141","109,428","24,903","1,319",237,190,116,310,"2,291",244,430,N
H5,2,"110,886","135,751","33,640","2,626",486,333,-129,687,"9,088",346,917,N
H6,2,"97,477","121,432","21,023","2,880",485,643,-62,312,"12,469",361,516,N
H7,2,"89,467","116,883","16,325",718,343,505,141,267,"10,981",116,346,N
H8,2,"105,433","129,569","32,985","1,055",27,427,74,699,194,280,720,N
H9,2,"99,489","133,050","28,896","2,125",603,513,14,160,"12,778",118,"5,817",N
H10,2,"78,652","112,760","21,905","1,595",86,161,42,303,"1,381",472,307,N
H11,2,"90,176","139,830","31,257","1,737",233,816,59,548,"7,137",475,744,N
H12,2,"92,959","130,464","27,102",700,163,181,2,283,"1,298",270,292,N
H13,2,"122,105","164,452","40,003","3,118",708,552,112,444,"3,452",738,926,N
H14,2,"115,136","144,739","22,716","1,447",274,234,88,315,"1,983",306,330,N
H15,2,"85,911","113,420","35,861",724,273,366,171,571,"4,627",312,779,N
H16,2,"91,924","127,624","19,790","2,737",237,409,-53,212,"5,121",309,190,Y
H17,2,"72,620","119,399","43,716",626,525,281,84,403,"9,079",301,950,N
H18,2,"122,024","148,751","32,192","4,056",376,377,-19,318,"6,327",374,391,N
H19,2,"116,449","147,064","23,990","2,267",68,107,61,249,55,272,295,N
H20,2,"107,431","143,741","36,798","2,741",545,876,127,576,"11,916",533,579,N
H21,2,"78,107","108,108","13,670","1,332",33,64,1,161,44,116,103,N
H22,2,"97,091","135,854","21,760","2,492",391,435,198,384,"8,797",419,811,N
H23,2,"89,153","117,722","22,865","2,054",-29,87,63,191,249,445,95,N
H24,2,"119,284","164,269","84,964",143,484,781,267,"1,128","26,776",660,"2,771",N
I1,2,"111,907","134,016","31,230","3,094",169,206,36,294,775,392,366,N
I2,2,"82,516","121,522","34,752","1,425",476,534,125,453,"14,111",348,"1,628",N
I3,2,"88,937","119,661","24,941","2,864",169,200,91,471,641,312,507,N
I4,2,"102,967","125,859","23,959","2,054",337,223,11,147,"6,476",175,353,N
I5,2,"87,821","122,861","14,249",651,84,235,1,284,"1,356",255,414,N
I6,2,"99,914","139,821","26,220","2,576",299,521,11,214,"6,208",375,"2,157",N
I7,2,"101,374","128,196","27,850",550,527,554,-69,211,"8,193",169,"3,502",N
I8,2,"114,692","155,475","27,587","1,945",656,"1,175",6,237,"16,450",143,"2,229",N
I9,2,"81,262","115,071","17,225","2,646",158,111,22,162,82,153,158,N
I10,2,"77,139","111,156","18,543","1,405",314,133,10,191,"1,844",260,250,N
I11,2,"77,492","105,386","13,849","1,078",308,132,-101,161,"3,508",190,201,N
I12,2,"71,099","104,296","17,514","1,100",59,127,9,131,"1,279",185,212,N
I13,2,"94,771","125,078","22,005","2,747",187,165,59,184,"1,703",411,282,N
I14,2,"123,095","156,095","74,711",845,167,"1,168",225,"1,482","18,953",241,"3,232",N
I15,2,"100,099","130,119","22,822","2,617",612,455,56,367,"10,206",264,"4,100",N
I16,2,"85,662","122,746","22,642","1,743",87,444,16,197,"5,571",187,176,N
I17,2,"81,971","112,445","24,167","1,623",121,168,-18,277,776,459,382,N
I18,2,"104,655","137,976","30,220","2,795",148,230,84,306,"1,490",303,352,N
I19,2,"117,026","151,891","18,173",622,252,441,65,270,"12,314",122,"1,616",N
I20,2,"77,258","105,491","27,521",990,242,240,19,287,"1,979",260,417,N
I21,2,"105,760","130,115","27,888","1,230",473,461,58,770,"1,182",431,986,N
I22,2,"110,258","139,593","23,486","2,354",89,240,6,343,184,206,554,N
I23,2,"142,063","193,766","47,991","1,999",982,984,131,646,"22,988",594,"13,659",N
I24,2,"85,685","118,890","23,598","1,158",588,247,101,178,"7,848",118,"1,186",N
J1,2,"79,341","113,676","14,540","1,714",-20,81,22,184,100,173,188,N
J2,2,"107,055","151,150","50,988",944,46,"1,253",-136,537,"18,093",321,"4,268",N
J3,2,"70,504","107,813","14,464","1,049",200,168,-70,166,"1,393",214,113,N
J4,2,"161,535","204,083","47,537","5,600",249,973,108,419,"24,895",514,"7,486",N
J5,2,"91,738","120,865","41,105",205,374,781,259,"1,469","7,377",406,"1,770",N
J6,2,"78,234","106,744","13,429",961,225,158,-55,222,"1,646",382,318,N
J7,2,"71,868","115,530","42,723",104,430,452,134,610,"12,654",308,"2,529",N
J8,2,"104,323","138,497","28,872","1,255",561,209,176,-218,"24,162",396,"12,267",Y
J9,2,"95,414","122,197","46,144","3,592",386,404,163,440,"4,698",597,726,N
J10,2,"98,940","123,768","16,976","1,371",401,521,146,193,"9,059",293,171,N
J11,2,"131,695","155,531","100,100","2,335",795,"1,591",161,"2,296","3,690",736,"3,174",N
J12,2,"94,898","126,244","28,469","2,456",142,224,100,455,643,159,502,N
J13,2,"101,384","136,442","26,666","1,979",172,435,51,518,"3,443",181,"1,613",N
J14,2,"109,152","150,751","78,146",610,"4,519",993,637,"1,663","17,271",369,"2,455",N
J15,2,"79,843","111,938","17,101","1,458",-12,217,103,175,"2,273",175,"1,039",N
J16,2,"96,411","124,672","20,905","2,367",38,167,34,165,"1,133",293,260,N
J17,2,"98,362","133,652","30,038","3,165",111,274,55,383,559,440,361,N
J18,2,"114,664","141,210","36,894","4,088",199,255,66,455,375,510,539,N
J19,2,"96,460","122,957","19,682","2,534",538,179,17,-108,"16,248",155,"7,249",N
J20,2,"104,392","127,086","32,915",571,62,470,97,427,"5,017",217,417,N
J21,2,"100,405","134,305","26,093","1,787",101,236,45,285,913,257,338,N
J22,2,"107,072","140,764","75,866",925,537,749,55,"1,065","7,828",462,"1,762",N
J23,2,"113,731","147,131","28,370","1,567",452,428,144,312,"9,693",207,"1,115",N
J24,2,"83,519","109,932","18,275","1,068",80,226,154,352,"2,954",379,430,N
K1,2,"129,702","164,706","46,838",867,239,590,-52,"1,066","4,195",392,"1,223",N
K2,2,"77,608","106,732","25,065",640,404,190,-102,323,"5,699",229,367,N
K3,2,"97,440","141,992","28,207","2,975",322,491,46,331,"4,908",301,549,N
K4,2,"73,386","106,781","21,535","1,041",120,284,106,320,"1,318",162,339,N
K5,2,"77,142","107,655","20,721","1,149",38,118,-5,152,336,405,189,N
K6,2,"83,019","111,658","16,755","1,222",467,413,210,304,"5,995",428,983,N
K7,2,"107,389","131,017","22,591","1,492",2,178,82,252,317,449,313,N
K8,2,"119,925","141,771","32,881","3,051",659,731,-126,352,"7,532",342,"1,253",N
K9,2,"73,268","108,285","12,947","1,187",270,389,68,94,"6,083",131,330,N
K10,2,"92,671","123,541","48,905",991,464,567,144,923,939,409,"1,285",N
K11,2,"110,591","167,399","41,233","3,210",435,"1,088",128,813,"8,719",435,"1,367",N
K12,2,"125,889","168,525","94,971",356,862,"1,231",124,"1,482","20,007","1,038","1,670",N
K13,2,"70,642","101,161","19,155",504,191,150,35,230,"2,754",452,259,N
K14,2,"79,601","110,597","19,239","1,235",-9,207,36,241,"2,173",108,212,N
K15,2,"81,225","128,293","41,112",733,309,701,66,"1,084","4,033",557,"1,239",N
K16,2,"121,280","164,053","92,760",-244,535,778,179,850,"12,804",519,"10,946",N
K17,2,"69,159","108,315","13,576","1,388",352,483,-34,138,"4,054",225,161,N
K18,2,"72,871","110,092","12,745",299,108,157,13,268,107,164,403,N
K19,2,"83,819","116,233","21,354","1,534",219,209,6,275,"2,230",511,226,N
K20,2,"93,161","136,193","29,971","1,121",447,257,-105,305,"11,283",-40,"7,472",N
K21,2,"96,566","121,606","21,614","1,438",47,550,4,286,"1,250",161,371,N
K22,2,"83,280","116,391","22,304",186,611,257,112,431,"5,243",316,434,N
K23,2,"86,295","116,923","28,179","1,320",164,480,-11,739,962,242,742,N
K24,2,"154,118","162,863","59,128","3,763",696,680,84,680,"4,691",706,"1,022",N
L1,2,"125,054","161,114","53,473","4,001",376,776,12,"1,013","10,267",395,"5,870",N
L2,2,"103,603","156,889","36,885",-55,505,839,-111,383,"6,050",-53,"5,663",N
L3,2,"89,048","119,388","28,481",980,173,285,113,454,824,382,628,N
L4,2,"86,672","119,380","39,071",561,"1,061",580,323,"1,288","9,237",418,"1,479",N
L5,2,"103,938","143,585","67,128",-299,688,853,122,-55,"18,501",-4,"15,448",N
L6,2,"132,843","154,121","29,559","2,452",84,173,98,220,698,544,315,N
L7,2,"94,075","130,267","14,975","1,588",222,268,91,205,"2,485",234,240,N
L8,2,"97,455","146,698","64,157","2,843",237,785,198,"1,496","7,127",428,"1,777",N
L9,2,"111,389","114,234","49,628","4,152",602,716,54,804,"9,069",509,"3,080",N
L10,2,"81,205","116,879","34,276",655,674,387,176,543,"8,641",209,"9,995",N
L11,2,"95,880","124,454","18,812","1,716",79,207,136,206,574,244,237,N
L12,2,"91,258","122,736","20,282","2,049",227,218,156,249,409,928,488,N
L13,2,"119,829","159,034","46,357",-343,970,765,215,-368,"27,950",-292,"26,132",N
L14,2,"67,967","102,323","15,509","1,103",-6,154,19,228,474,221,259,N
L15,2,"109,724","158,507","51,036","2,659",468,"1,271",-16,"1,117","15,117",580,"1,155",N
L16,2,"101,421","144,487","30,591","3,551",59,193,-3,199,"1,806",499,252,N
