Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
N12,1,"102,254","154,263","22,444","1,692",45,697,-13,265,"14,981",505,580,N
N13,1,"87,024","136,297","22,662","4,637",410,537,183,185,"7,879",703,570,N
N14,1,"77,429","131,867","39,191","1,061",493,715,31,883,"8,583",312,813,N
N15,1,"81,221","111,797","30,668","1,293",208,360,9,573,114,297,882,N
N16,1,"128,733","165,152","35,232","3,890",331,756,25,345,"2,450","1,028","3,079",N
N17,1,"96,675","125,371","22,072","1,828",217,174,-36,235,313,423,313,N
N18,1,"106,341","156,385","27,598",-774,615,"1,122",-109,316,"17,426",311,"3,456",N
N19,1,"92,891","125,561","20,596",882,565,390,79,371,"9,652",303,555,N
N20,1,"94,895","126,641","26,215","1,538",85,193,46,257,167,405,307,N
N21,1,"67,335","129,733","47,903",414,821,"1,181",167,"1,696","6,031",595,"1,835",N
N22,1,"91,459","122,446","19,880","2,545",99,185,122,237,179,449,432,N
N23,1,"108,191","144,963","24,567",58,859,685,81,321,"13,741",316,"2,344",N
N24,1,"104,415","139,226","14,324","1,569",298,186,82,52,"8,119",921,"2,996",N
O1,1,"75,627","126,656","29,410",886,703,729,206,302,"15,027",297,"2,588",N
O2,1,"110,780","155,406","32,595","3,706",-263,"1,396",-49,578,"15,114",223,634,N
O3,1,"96,674","131,519","25,001","3,240",172,239,116,322,"1,129",385,448,N
O4,1,"89,250","121,710","15,718","1,358",120,279,-13,218,"5,707",220,241,N
O5,1,"92,356","127,368","32,603","1,750",201,282,58,464,"3,509",471,742,N
O6,1,"105,534","139,340","19,907","2,636",416,336,-30,280,"5,208",225,691,N
O7,1,"93,414","129,413","37,487",-9,449,615,160,895,"14,243",331,"1,117",N
O8,1,"73,825","111,068","17,587","1,516",73,127,49,153,840,169,120,N
O9,1,"98,617","134,095","34,206",751,263,397,210,760,"2,402",395,941,N
O10,1,"122,513","165,847","30,429","2,470",682,672,134,245,"14,485",302,"4,577",N
O11,1,"94,561","135,377","19,668","3,922",205,386,123,120,"2,538",186,"4,509",N
O12,1,"62,490","119,047","42,850",447,165,825,294,"1,078","20,702",380,"4,496",N
O13,1,"124,035","150,801","24,854","1,450",431,708,56,345,"19,372",246,"2,301",N
O14,1,"81,481","128,686","21,119","2,393",58,319,101,374,603,333,389,N
O15,1,"127,163","183,251","54,535","-1,220",398,432,-45,452,"20,283",228,"9,160",N
O16,1,"77,708","108,019","14,613","1,023",708,382,90,162,"14,382",217,"3,156",N
O17,1,"90,962","125,014","19,352","2,416",85,96,74,161,419,262,228,N
O18,1,"87,315","129,522","21,096","2,231",-68,487,-82,250,"13,091",458,"1,204",N
O19,1,"94,700","127,403","18,574","1,396",238,776,104,179,"14,700",320,"1,477",N
O20,1,"88,376","125,064","23,568","2,264",83,237,122,288,175,476,370,N
O21,1,"87,113","124,118","24,676",673,530,519,45,244,"12,065",282,341,N
O22,1,"109,120","139,758","28,498","2,430",-3,235,119,306,"1,031",432,425,N
O23,1,"101,051","134,944","18,941",309,606,419,197,221,"11,965",116,"1,837",N
O24,1,"98,412","134,200","20,419","1,023",626,418,156,248,"10,004",221,"3,158",N
P1,1,"85,071","127,302","17,897",356,651,394,194,298,"17,293",267,"2,895",N
P2,1,"100,648","131,609","22,720",466,528,"1,006",22,236,"23,775",283,"1,574",N
P3,1,"110,708","161,201","21,673","2,665",389,628,-50,112,"15,703",237,"2,429",N
P4,1,"105,532","133,141","19,331","1,948",578,456,-56,165,"11,034",259,"2,115",N
P5,1,"89,236","136,333","25,757","3,260",239,211,83,222,"1,683",338,316,N
P6,1,"107,239","160,688","29,665","1,362",623,"1,067",162,408,"8,989",411,948,N
P7,1,"93,188","124,654","27,542",423,281,253,45,416,"2,018",293,584,N
P8,1,"97,349","133,766","16,894","1,652",-8,502,11,137,"14,097",249,"2,317",N
P9,1,"83,820","134,728","20,488","1,656",437,474,220,191,"6,084",435,"2,584",N
P10,1,"73,878","110,338","16,443","1,458",182,350,12,310,"5,757",187,764,N
P11,1,"104,884","156,319","31,250",-369,542,762,174,250,"25,836",276,"6,036",N
P12,1,"98,117","141,522","27,785","1,689",201,160,151,247,111,410,395,N
P13,1,"107,957","148,657","30,040","3,631",172,275,78,304,"1,112",765,383,N
P14,1,"124,139","177,737","89,455","1,855",436,646,346,"1,267",823,776,"1,545",N
P15,1,"75,593","109,563","13,299","1,337",21,57,2,125,155,201,136,N
P16,1,"108,537","147,770","26,083","1,204",158,326,48,295,"18,064",214,"2,842",N
P17,1,"85,415","121,818","26,393",-447,502,400,141,377,"17,001",251,"5,744",N
P18,1,"101,363","138,669","18,685",2,596,356,182,-79,"17,187",358,"7,304",N
P19,1,"81,365","120,184","28,172","1,095",605,517,240,591,"5,416",534,591,N
P20,1,"77,638","112,030","32,251",221,313,331,239,529,"5,140",357,"1,012",N
P21,1,"94,703","126,240","30,878","1,423",142,508,137,512,"4,219",381,761,N
P22,1,"112,325","145,249","25,016","2,642",454,443,253,"1,098","11,648",526,612,N
P23,1,"98,205","145,046","21,969","3,008",769,478,-60,338,"10,409",499,"2,223",N
P24,1,"102,587","132,283","17,570",521,479,336,19,221,"12,330",401,258,N
A1,2,"74,178","105,568","13,443",725,171,359,259,560,"1,927",182,672,N
A2,2,"99,800","123,758","35,317",584,403,666,120,"1,231","1,043",401,"1,814",N
A3,2,"72,212","133,977","59,530","-1,309",612,542,240,"1,049","18,533",487,"11,036",N
A4,2,"104,517","134,265","29,472","1,446",439,534,94,436,"6,971",356,"3,143",N
A5,2,"74,727","115,642","13,421","2,797",78,435,137,193,"2,984",371,189,N
A6,2,"89,027","123,853","13,709","2,891",106,96,203,84,"2,955",268,105,N
A7,2,"113,397","152,558","22,675",138,475,423,42,103,"18,791",385,"2,844",N
A8,2,"93,865","130,326","24,743","3,316",350,532,131,714,"6,973",447,661,N
A9,2,"92,001","136,584","21,173","1,990",300,151,26,210,770,359,273,N
A10,2,"107,951","150,537","33,345","1,236",886,466,14,192,"16,012",536,"4,797",Y
A11,2,"115,033","167,585","26,817","1,105",324,868,7,307,"15,360",495,"3,111",N
A12,2,"105,090","160,762","37,369","2,982",306,"3,160",149,682,"11,504",835,697,N
A13,2,"82,645","131,341","29,732","2,694",141,276,308,828,"1,869",458,630,N
A14,2,"110,701","151,266","39,841",576,314,670,4,265,"4,448",269,"1,863",N
A15,2,"89,025","123,755","20,829","1,979",82,113,79,197,"1,110",407,211,N
A16,2,"108,697","158,259","41,316","1,884","1,366",489,-29,332,"24,597",430,"5,362",N
A17,2,"73,944","109,183","11,408","1,667",82,41,-24,100,372,199,80,N
A18,2,"89,439","143,491","34,136","1,129",534,608,39,543,"10,186",301,"2,335",N
A19,2,"83,572","136,202","17,603","1,904",88,333,273,296,757,498,"1,458",N
A20,2,"100,425","130,454","26,308","2,053",188,161,34,283,"1,130",515,362,N
A21,2,"92,669","135,501","18,297","1,063",463,270,-16,146,"16,387",511,"4,507",N
A22,2,"97,091","145,910","33,185",695,162,432,126,95,"24,158",330,"8,766",N
A23,2,"79,009","116,316","15,709","2,426",272,292,20,154,"6,322",147,"1,528",N
A24,2,"89,588","118,055","24,503","1,348",269,302,77,338,"3,172",297,501,N
B1,2,"95,615","148,313","40,328",-697,555,672,167,420,"18,058",232,"7,638",N
B2,2,"88,249","140,137","28,928","1,081",842,787,-52,81,"11,357",147,"7,674",N
B3,2,"104,153","155,815","37,895","3,816",660,907,98,146,"24,351",256,"4,567",N
B4,2,"90,273","125,021","36,732",627,254,637,145,"1,138","2,815",529,"1,658",N
B5,2,"103,695","138,046","22,892","2,100",265,170,-30,210,"1,329",427,305,N
B6,2,"93,114","126,728","27,076",631,470,484,16,744,"3,745",461,882,N
B7,2,"89,175","120,898","16,641",726,308,204,-4,230,"4,417",374,194,N
B8,2,"118,120","167,716","30,407",-324,646,501,64,112,"18,579",55,"9,188",N
B9,2,"66,659","115,824","49,135","4,441",487,"1,234",285,"1,775","5,272",850,"1,802",N
B10,2,"97,396","129,490","31,836",954,253,893,250,461,"10,020",384,810,N
B11,2,"78,335","110,954","14,388","1,306",115,153,22,168,"1,345",309,255,N
B12,2,"90,601","121,483","45,641","-1,252",773,369,201,187,"26,186",126,"15,577",N
B13,2,"78,291","131,995","59,135",111,642,590,119,257,"14,932",334,"8,933",N
B14,2,"86,732","115,256","16,645",757,289,157,56,156,"9,560",347,"1,142",N
B15,2,"98,113","151,517","27,249","3,222",472,785,43,392,"10,396",499,"1,005",N
B16,2,"96,299","129,410","22,180","2,022",107,136,160,238,"1,994",322,396,N
B17,2,"63,931","106,445","38,050",164,219,322,152,595,"1,256",178,"1,247",N
B18,2,"61,637","105,455","11,505",825,67,106,-12,109,51,134,149,N
B19,2,"89,832","128,340","20,209","1,902",333,207,77,257,"6,301",410,370,N
B20,2,"94,192","143,714","30,987",75,158,586,-56,173,"12,661",659,"5,348",N
B21,2,"92,638","132,027","41,904","2,292",736,408,-23,562,"4,097",918,646,N
B22,2,"83,210","126,194","16,983","1,359",659,485,11,333,"11,250",276,399,N
B23,2,"101,136","143,143","45,458","2,528",923,735,-56,379,"21,631",474,"1,945",N
B24,2,"84,201","119,020","33,739",-109,923,402,66,535,"8,177",265,"1,871",N
C1,2,"106,711","140,928","25,289","3,150",589,905,49,521,"17,086",185,"1,668",N
C2,2,"84,001","117,730","18,311","2,826",131,131,-47,165,"2,448",544,241,N
C3,2,"121,585","172,307","27,090","1,809",403,"1,126",-27,408,"3,432",306,"3,624",N
C4,2,"74,788","110,208","32,244",535,220,322,46,436,"3,406",315,427,N
C5,2,"83,401","122,109","34,042","1,112",433,990,82,440,"8,043",415,379,N
C6,2,"88,845","115,929","18,723","1,138",488,621,55,300,"7,528",328,"1,507",N
C7,2,"98,610","134,096","24,717",974,546,"1,081",256,164,"13,060",253,"5,215",N
C8,2,"113,486","164,595","25,072","3,593",521,"1,093",29,215,"14,258",446,"2,760",N
C9,2,"95,283","121,646","21,780","2,069",87,205,210,252,"1,523",318,269,N
C10,2,"117,914","143,476","28,575",618,"1,120",820,175,151,"15,545",135,"7,217",N
C11,2,"103,779","140,403","29,630","2,486",414,889,230,448,"19,884",278,452,N
C12,2,"81,709","126,038","24,737","2,564",210,197,164,225,"6,504",317,272,N
C13,2,"73,838","111,622","36,415",-72,651,"1,104",310,"1,380","7,613",608,"2,617",N
C14,2,"81,442","121,459","24,586",311,345,893,23,175,"6,571",170,"2,240",N
C15,2,"78,829","114,892","22,614",553,360,583,-115,541,"17,256",352,489,N
C16,2,"73,673","115,273","28,130",800,540,381,38,568,"6,007",418,813,N
C17,2,"88,952","134,843","20,651","2,566",361,600,-16,225,"9,050",584,"1,070",N
C18,2,"83,888","119,950","14,925","2,582",289,461,66,201,"3,656",458,273,N
C19,2,"76,887","113,568","13,567","1,255",295,118,69,170,"1,796",455,277,N
C20,2,"111,008","133,269","25,248",225,762,717,296,282,"19,337",241,"5,247",N
C21,2,"88,917","128,145","24,059",486,454,386,177,255,"11,215",213,"4,590",N
C22,2,"127,224","164,673","19,594","1,741",273,495,37,240,"1,259",186,"2,907",N
C23,2,"73,596","111,906","22,948",601,121,230,111,282,"1,142",299,418,N
C24,2,"118,071","138,484","22,417","1,641",231,999,229,347,"19,994",509,980,N
D1,2,"78,856","114,093","15,417","1,345",237,135,-16,179,"1,759",331,172,N
D2,2,"64,442","128,285","26,879","1,352",182,451,-35,129,"19,663",332,"4,325",N
D3,2,"84,653","112,662","72,175",251,"1,006",869,154,"1,376","11,998",584,"2,982",N
D4,2,"94,970","139,525","32,498","-1,516",112,800,163,359,"22,756",351,"4,952",N
D5,2,"83,336","121,928","20,437","1,602",648,926,78,248,"11,679",315,795,N
D6,2,"103,755","158,501","28,499","2,687",502,779,206,271,"14,840",406,"3,287",N
D7,2,"90,958","127,744","24,358",293,641,649,35,298,"15,547",218,"3,153",N
D8,2,"111,606","141,891","22,135",729,230,562,194,234,"14,134",379,679,N
D9,2,"84,529","121,336","13,772","1,885",232,840,62,119,"3,447",267,216,N
D10,2,"104,621","144,007","25,224",943,605,410,105,221,"20,527",473,"3,412",N
D11,2,"101,967","154,270","69,346","-1,976","1,542",434,193,431,"28,784",497,"13,803",N
D12,2,"76,518","115,789","16,104",986,6,238,7,49,"22,517",228,"2,111",N
D13,2,"87,859","115,368","18,390",870,43,335,60,272,"2,044",235,588,N
D14,2,"87,224","121,088","47,905",166,370,549,61,909,"6,610",636,"1,258",N
D15,2,"104,766","163,210","64,604",749,382,807,-34,"1,439","7,944",367,"2,073",N
D16,2,"139,811","187,084","40,022","1,113","2,236","1,076",56,39,"32,823",214,"19,856",N
D17,2,"107,408","134,833","23,798","2,274",725,469,3,395,"12,933",292,"2,043",N
D18,2,"93,500","135,812","22,724",214,429,483,-62,336,"12,333",296,"1,633",N
D19,2,"81,127","114,819","18,660","1,503",317,135,107,391,"3,202",206,531,N
D20,2,"79,989","113,641","20,067",193,392,320,-34,309,"6,771",190,"1,537",N
D21,2,"89,411","136,652","30,780","2,104",305,661,179,206,"18,578",103,"7,251",N
D22,2,"103,360","136,886","17,734",912,486,883,159,172,"10,090",249,"1,443",N
D23,2,"106,017","145,928","84,319","1,197","1,137","1,022",230,"1,504","6,879",829,"2,914",N
D24,2,"107,427","137,970","26,939","2,401",735,447,-214,305,"19,352",336,474,N
E1,2,"101,226","159,220","30,321","1,415","1,137",941,117,471,"21,569",929,"3,479",N
E2,2,"99,089","129,888","42,230",-744,-3,321,116,388,"22,767",287,"9,804",N
E3,2,"69,933","101,646","10,417",770,312,161,17,195,"2,691",200,182,N
E4,2,"88,162","136,424","20,893",564,582,481,-60,78,"19,455",86,"7,176",N
E5,2,"123,417","149,802","28,365",375,663,966,212,479,"17,155",350,"1,685",N
E6,2,"87,301","119,322","19,468","1,423",173,120,-41,218,"1,124",392,351,N
E7,2,"98,179","140,450","42,655",921,941,512,-95,508,"12,307",275,"1,033",N
E8,2,"85,626","135,953","23,980",918,459,711,97,325,"12,826",171,"3,358",N
E9,2,"115,267","163,729","51,615",-560,668,739,140,734,"20,943",484,"2,642",N
E10,2,"95,237","123,137","49,913",96,289,577,69,630,"6,402",207,"3,459",N
E11,2,"89,252","132,408","22,054","1,151",688,491,153,175,"11,459",305,"4,126",N
E12,2,"98,957","147,135","24,997",612,662,625,-82,158,"18,304",275,"4,967",N
E13,2,"132,896","163,906","27,280",700,642,856,-89,250,"17,122",214,"2,080",N
E14,2,"107,361","147,369","34,198",692,713,409,134,533,"4,470",490,695,N
E15,2,"131,416","178,889","21,133",75,433,792,69,240,"17,631",103,"5,915",N
E16,2,"93,176","120,813","40,410",378,246,575,5,968,"3,443",343,"2,054",N
E17,2,"74,878","111,405","16,971",636,336,170,21,223,"4,391",216,291,N
E18,2,"93,837","121,086","24,472","2,138",55,180,55,451,204,416,652,N
E19,2,"103,983","145,056","27,187",3,198,621,6,385,"12,052",112,"2,405",N
E20,2,"95,982","131,048","21,774","2,505",133,130,129,174,"2,704",417,205,N
E21,2,"80,555","115,069","13,286","1,335",125,64,46,162,7,358,154,N
E22,2,"75,871","118,760","13,196",72,548,243,2,308,"7,435",227,688,N
E23,2,"115,783","156,531","27,547","2,998",507,753,104,263,"19,127",727,"1,508",N
E24,2,"101,875","156,703","40,872","1,023",777,665,148,751,"16,014",481,"4,257",N
F1,2,"124,412","149,911","34,426","1,712",586,"1,089",41,652,"6,813",254,896,N
F2,2,"98,429","153,105","25,514","4,617",514,522,321,623,"8,854",531,"1,699",N
F3,2,"90,610","121,000","18,337","1,108",136,484,-84,248,"9,025",179,515,N
F4,2,"105,785","149,358","16,870","1,234",786,628,181,221,"13,617",268,"1,622",N
F5,2,"85,792","115,033","17,687","2,700",17,269,290,334,834,544,329,N
F6,2,"84,959","141,705","50,203",-319,762,516,-44,626,"19,663",165,"9,984",N
F7,2,"67,200","100,641","16,323","1,641",179,235,179,344,"1,832",281,"1,158",N
F8,2,"80,640","116,447","20,473","2,049",164,113,31,148,"1,796",423,198,N
F9,2,"81,120","121,662","31,408",-638,480,678,131,530,"11,984",256,"1,616",N
F10,2,"93,092","124,936","40,476",3,944,"1,449",-24,"1,193","14,838",274,701,N
F11,2,"98,176","130,448","31,521",477,350,472,245,442,"15,389",909,"2,390",N
F12,2,"113,363","151,691","48,260","-1,297",315,353,17,-210,"31,359",155,"21,996",N
F13,2,"83,029","125,150","19,683","1,795",589,649,-113,220,"6,504",368,647,N
F14,2,"89,949","130,439","20,950","2,022",510,702,-20,292,"9,699",282,423,N
F15,2,"95,015","136,759","29,846","2,569",879,544,-79,370,"10,635",483,475,N
F16,2,"146,986","198,567","37,193","4,791",440,716,204,844,"5,217",700,"1,700",N
F17,2,"116,755","151,048","33,282","2,399","1,058","1,406",-18,224,"24,464",628,"3,803",N
F18,2,"108,064","156,021","31,593","1,326",207,515,-23,329,"2,246",146,"2,926",N
F19,2,"97,293","158,458","36,110","2,382",493,700,157,107,"23,780",388,"7,909",N
F20,2,"99,767","130,537","19,676","2,341",260,260,33,372,"13,091",214,"7,837",N
F21,2,"80,827","131,388","17,778",941,94,359,-23,201,"1,622",352,"1,437",N
F22,2,"79,382","110,689","15,049","1,058",221,168,2,209,"1,501",354,363,N
F23,2,"81,807","111,419","16,718","1,615",361,110,206,190,395,452,294,N
F24,2,"93,411","129,653","33,150","1,615",357,735,358,581,"10,853",475,763,N
G1,2,"98,371","144,857","31,829","2,808",467,641,103,369,"6,826",410,"3,447",N
G2,2,"91,372","133,209","20,561","1,380",510,597,-41,260,"12,197",406,"1,076",N
G3,2,"135,499","162,755","102,660",98,"1,915","2,105",322,379,"29,353",412,"24,272",N
G4,2,"98,997","143,750","19,837","1,715",658,479,47,184,"14,097",328,"2,063",N
G5,2,"71,418","104,409","22,565",101,285,332,89,491,"4,237",269,563,N
G6,2,"91,786","123,082","22,152",329,587,262,-94,216,"14,379",274,241,N
G7,2,"75,901","121,900","20,721",-342,42,611,81,112,"20,693",280,"3,116",N
G8,2,"70,833","101,957","19,175",450,156,148,158,270,486,176,319,N
G9,2,"83,424","127,120","35,110","2,561",248,"2,187",101,305,"3,413",448,326,N
G10,2,"89,740","140,951","21,176",845,356,844,44,67,"18,537",159,"3,368",N
G11,2,"97,180","141,958","39,514","1,184",181,"1,155",144,399,"18,214",343,424,N
G12,2,"88,223","128,040","27,325","1,842",188,401,5,121,"1,200",244,"5,684",N
G13,2,"84,471","118,036","42,837",79,777,587,674,"1,480","5,663",633,"1,509",N
G14,2,"63,130","107,371","14,513","1,112",64,120,172,172,"4,609",231,271,N
G15,2,"110,196","152,009","26,046","3,422",765,843,14,367,"13,322",460,575,N
G16,2,"117,340","160,395","41,432","2,707",368,670,348,743,"12,611",423,"3,405",N
G17,2,"108,171","143,446","35,372",-281,874,535,-126,385,"15,494",150,"5,792",N
G18,2,"103,747","141,378","20,594",693,457,771,-20,314,"14,768",253,"1,112",N
G19,2,"72,693","134,606","31,228",-42,257,747,137,713,"22,409",466,"3,468",N
G20,2,"115,292","146,408","29,686",911,816,556,227,265,"14,537",614,"1,740",N
G21,2,"114,455","145,142","22,862","3,144",196,218,215,365,789,378,491,N
G22,2,"95,124","121,949","41,241",616,673,820,167,"1,369","3,826",867,"2,092",N
G23,2,"106,658","149,728","20,528",-527,401,337,65,225,"24,991",200,"4,513",N
G24,2,"62,195","102,104","22,643",30,424,317,214,472,"3,337",336,644,N
H1,2,"64,233","120,384","17,076","1,449","1,241",293,271,123,"8,725",504,"1,856",N
H2,2,"74,922","130,696","27,656","1,110",547,584,-72,493,"8,800",528,777,N
H3,2,"80,922","133,962","15,848",609,494,491,157,61,"12,473",301,"3,324",N
H4,2,"101,043","160,311","18,046","2,541",311,875,79,334,"20,266",522,"2,870",N
H5,2,"101,061","126,599","18,269","2,286",315,844,129,215,"14,340",422,279,N
H6,2,"70,449","105,921","12,462","1,699",81,87,46,106,951,258,37,N
H7,2,"95,005","140,288","35,948","4,127",460,631,107,597,"10,318","1,013","2,596",Y
H8,2,"83,551","119,367","21,391","2,646",425,271,19,439,"1,750",595,633,N
H9,2,"92,783","131,260","19,868","1,285",243,196,96,398,"2,875",272,477,N
H10,2,"89,758","133,131","33,957",798,922,562,-27,411,"18,258",314,"2,803",N
H11,2,"94,144","120,092","29,370","1,479",272,453,122,505,"2,989",697,807,N
H12,2,"101,746","137,551","26,213",423,497,503,377,323,"18,974",289,"5,186",N
H13,2,"106,656","140,549","22,379","2,222",619,478,9,288,"10,511",437,456,N
H14,2,"111,277","147,601","31,100","4,028",220,210,95,304,"3,241",595,415,N
H15,2,"84,002","122,431","39,663",314,608,502,868,616,"4,911",429,909,N
H16,2,"86,417","122,423","27,668","1,089",366,412,145,685,"12,918",278,840,N
H17,2,"81,174","128,570","18,786","2,167",296,459,77,242,"5,184",208,"1,310",N
H18,2,"114,565","149,003","41,088","3,589",630,"1,168",179,472,"13,982",726,"1,367",N
H19,2,"98,597","130,835","21,315","1,514",520,749,96,299,"11,807",201,883,N
H20,2,"88,716","131,779","18,778","1,740",397,283,-234,137,"10,687",261,"1,567",N
H21,2,"106,592","139,145","24,505","1,023",574,971,-106,216,"12,173",136,"1,664",N
H22,2,"103,856","149,665","40,672",407,894,435,207,61,"15,816",329,"11,807",N
H23,2,"112,432","153,313","48,391",939,503,707,673,"1,101","4,875",527,"1,171",N
H24,2,"95,953","148,349","54,622",172,682,"1,106",56,"1,600","3,199",515,"5,792",N
I1,2,"85,281","129,671","25,705","1,879",214,698,131,436,"2,500",515,376,N
I2,2,"101,597","142,804","28,747","3,967",81,257,-85,441,529,412,575,N
I3,2,"80,640","137,397","29,879",-505,612,169,98,-54,"17,154",181,"13,315",N
I4,2,"112,437","136,830","18,756","2,199",68,233,36,338,390,347,256,N
I5,2,"112,278","164,067","58,443","-2,529",463,469,111,391,"34,183",398,"17,134",N
I6,2,"106,377","152,537","29,773",-481,504,435,60,449,"18,003",143,"3,029",N
I7,2,"84,674","133,828","22,083",-548,631,388,138,206,"23,283",291,"2,291",N
I8,2,"95,063","136,768","27,230","1,579",220,482,-9,414,"1,144",500,"1,074",N
I9,2,"130,845","164,943","87,958","-1,145",998,649,141,"1,238","30,814",604,"3,030",N
I10,2,"158,209","197,911","82,966",542,466,828,"1,365","1,134","1,162",413,"2,414",N
I11,2,"97,862","131,420","16,938",386,791,440,89,319,"13,891",358,950,N
I12,2,"94,587","126,558","15,780",481,503,598,-14,106,"8,912",340,"3,290",N
I13,2,"98,056","129,193","21,728","4,114",312,250,107,197,"4,246",539,291,N
I14,2,"100,927","151,188","27,097","2,318",749,832,111,262,"16,010",666,"2,047",N
I15,2,"89,411","122,338","22,483","1,636",291,192,-82,276,"2,566",343,300,N
I16,2,"64,527","101,704","23,430",490,354,344,88,491,"1,596",347,753,N
I17,2,"121,545","148,421","23,939","1,866",700,671,300,327,"12,427",293,"1,785",N
I18,2,"115,649","166,821","25,225","1,863",443,247,9,83,"15,787",295,"5,997",N
I19,2,"77,470","108,033","17,288","1,507",64,212,148,308,"1,676",278,605,N
I20,2,"94,936","128,535","45,168",608,789,834,232,"1,338","4,384",457,"2,406",N
I21,2,"64,689","100,785","15,196","1,029",132,142,81,283,423,342,349,N
I22,2,"101,383","129,305","23,956","1,975",373,463,73,213,"8,258",541,168,N
I23,2,"80,161","120,456","14,066","2,056",472,474,-58,262,"3,990",412,295,N
I24,2,"98,034","153,941","31,247","2,018",784,600,120,399,"15,996",259,"3,320",N
J1,2,"100,546","131,020","12,091","1,112",61,133,67,183,626,189,153,N
J2,2,"82,440","114,592","16,411","1,237",600,343,35,274,"7,702",128,"1,405",N
J3,2,"81,709","115,377","33,232","1,515",323,389,118,650,"3,037",617,794,N
J4,2,"64,555","114,739","16,488","1,901",135,157,161,165,"4,370",207,567,N
J5,2,"137,545","188,987","30,908","1,005",557,"1,004",231,365,"17,156",204,"3,131",N
J6,2,"74,553","110,538","13,784","1,978",341,224,68,166,"2,669",303,160,N
J7,2,"91,024","140,262","28,575","1,735",420,432,70,549,"5,571",378,693,N
J8,2,"99,486","134,545","19,105","3,287",354,314,135,321,"8,604",328,462,N
J9,2,"68,050","99,625","16,397",974,106,123,-1,145,"1,606",192,186,N
J10,2,"82,419","111,545","14,860",992,126,120,-112,171,384,304,152,N
J11,2,"80,985","112,377","12,637","2,298",333,158,71,202,"2,672",453,255,N
J12,2,"93,915","140,294","20,187","1,850",363,348,-76,224,"3,909",249,"2,312",N
J13,2,"77,014","126,738","16,717","2,294",6,140,11,271,228,222,342,N
J14,2,"83,313","125,219","24,854","1,419",156,221,26,329,375,538,386,N
J15,2,"78,145","114,383","17,960","2,739",177,137,-18,186,558,338,294,N
J16,2,"107,961","154,538","28,142",976,664,578,154,6,"18,829",325,"8,205",N
J17,2,"76,948","110,087","12,905",995,121,248,27,212,"1,228",245,261,N
J18,2,"84,415","117,258","15,873","1,263",252,132,116,50,"4,127",337,"3,425",N
J19,2,"93,760","148,983","29,197","1,754",576,884,88,457,"10,897",426,"1,629",N
J20,2,"92,117","129,972","21,563","3,343",131,931,-32,275,539,635,311,N
J21,2,"99,361","124,289","35,342","2,006",333,297,-44,414,"4,343",553,506,N
J22,2,"89,983","124,239","16,834","2,721",505,593,-51,209,"13,126",392,504,N
J23,2,"114,060","141,198","17,838","1,455",665,757,-61,195,"14,566",452,"1,368",N
J24,2,"106,325","138,982","25,073","1,831",457,986,172,277,"22,798",256,"2,935",N
K1,2,"88,316","119,426","26,592","1,001",186,284,-52,589,"1,498",306,745,N
K2,2,"108,440","164,816","27,370","2,531",223,233,34,421,"1,218",234,617,N
K3,2,"77,572","108,628","15,859",910,134,62,49,93,"3,206",212,146,N
K4,2,"94,911","143,847","31,089","1,107",943,543,-27,437,"17,406",561,"5,755",N
K5,2,"86,459","118,430","20,108","1,113",371,"1,220",305,784,"5,986",512,920,N
K6,2,"58,214","97,643","12,347",417,276,82,4,88,"2,340",239,147,N
K7,2,"62,492","100,453","10,089",114,335,166,34,183,"4,141",153,343,N
K8,2,"108,985","147,816","27,810","2,672",625,404,-15,236,"9,668",286,"4,743",N
K9,2,"79,759","113,475","16,014","1,067",211,219,52,177,"2,291",612,267,N
K10,2,"102,874","141,293","28,334","2,053",128,139,120,291,199,387,405,N
K11,2,"94,301","134,246","18,148",103,769,340,240,225,"15,251",270,"2,961",N
K12,2,"97,190","128,531","53,224",-746,338,534,15,495,"14,378",244,"5,863",N
K13,2,"118,809","152,564","31,189","3,305",598,534,-17,351,"12,391",566,"4,000",N
K14,2,"71,153","135,520","24,277",420,246,859,192,420,"12,597",242,"1,297",N
K15,2,"112,870","148,350","18,451","3,229",436,619,112,251,"12,145",193,456,N
K16,2,"102,084","146,457","22,997","1,682",862,435,329,311,"12,794",430,552,N
K17,2,"98,503","127,799","18,156","2,925",170,194,115,294,"1,044",723,453,N
K18,2,"127,235","176,062","24,322",48,787,613,122,327,"15,491",398,"1,249",N
K19,2,"97,452","132,965","23,637","1,614",179,228,11,316,"1,590",155,469,N
K20,2,"97,103","128,623","17,541","2,905",72,162,42,223,"1,005",309,358,N
K21,2,"94,030","148,932","34,697",453,368,486,3,604,"4,859",461,870,N
K22,2,"79,971","114,233","15,491","1,801",137,140,-36,183,808,465,165,N
K23,2,"99,999","148,755","82,228",-530,759,258,83,318,"22,522",474,"9,068",N
K24,2,"105,155","158,683","46,722",-840,930,797,83,264,"25,238",177,"9,687",N
L1,2,"90,951","146,610","17,987","1,741",73,343,4,174,"6,781",415,"1,714",N
L2,2,"111,028","151,729","24,375",-356,678,433,109,216,"22,591",140,"9,006",N
L3,2,"81,289","116,907","14,740","2,415",685,260,-59,93,"9,950",356,"3,857",N
