Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
A24,1,"89,584","118,776","17,887","2,331",339,300,167,252,"7,786",350,"1,461",N
B1,1,"104,775","135,152","27,876","2,111",86,200,-8,298,777,315,434,N
B2,1,"83,989","119,440","15,106","1,041",271,251,70,64,"12,834",130,"3,098",N
B3,1,"90,654","118,963","23,327",599,499,417,25,371,"5,532",183,703,N
B4,1,"81,951","124,136","22,233","1,053",166,395,180,139,"14,250",406,"4,738",N
B5,1,"98,453","126,772","24,653","2,710",269,224,49,322,576,331,424,N
B6,1,"75,070","108,339","12,483",951,493,202,-18,146,"3,998",252,208,N
B7,1,"125,160","170,956","43,523",-601,486,581,149,648,"18,564",339,"5,855",N
B8,1,"130,117","171,283","24,888","1,349",725,533,13,428,"11,498",512,"1,805",N
B9,1,"129,618","160,637","33,420",588,605,399,35,203,"17,242",133,"4,841",N
B10,1,"119,498","157,460","46,056","3,415",520,283,-3,532,99,941,722,N
B11,1,"77,886","114,465","20,674","1,599",193,554,83,581,"8,527",113,"1,204",N
B12,1,"91,538","122,088","18,357","1,825",168,535,109,219,"1,108",328,334,N
B13,1,"95,477","151,545","72,332","2,872",837,763,191,831,"6,016",669,"2,473",N
B14,1,"84,353","129,465","24,089",490,"1,307",391,43,562,"11,797",420,"3,974",N
B15,1,"101,648","145,159","29,406","3,235",781,720,132,354,"14,871",435,965,N
B16,1,"140,299","174,418","46,040","1,943","1,287",925,-97,986,"26,060",708,"1,507",N
B17,1,"99,003","128,004","21,169","2,068",404,373,112,643,"2,072",528,970,N
B18,1,"79,627","135,122","19,309",-483,731,612,112,172,"16,572",183,"4,326",N
B19,1,"101,929","154,727","25,433",15,775,659,272,346,"22,428",362,"2,991",N
B20,1,"83,214","113,276","20,046","1,443",103,114,113,224,"1,345",331,393,N
B21,1,"98,089","144,897","28,246","1,040","1,401",512,-154,424,"14,991",389,989,N
B22,1,"88,047","125,491","19,184","1,857",85,605,119,187,"1,189",212,"1,545",N
B23,1,"91,939","129,831","20,787","1,100",449,722,177,79,"10,098",420,"3,984",N
B24,1,"109,595","140,721","19,968","1,827",804,404,953,352,"13,648",172,"2,587",N
C1,1,"83,501","116,471","20,030",865,125,184,6,219,"1,113",168,207,N
C2,1,"79,961","118,751","15,390",992,212,360,12,101,"9,994",257,322,N
C3,1,"81,195","116,680","12,899","1,130",203,238,32,226,"1,215",248,436,N
C4,1,"83,212","116,913","37,073",106,578,750,326,"1,031","14,605",579,"3,405",N
C5,1,"94,016","129,269","20,072",247,203,449,139,125,"12,640",192,"1,413",N
C6,1,"91,741","126,427","19,322","2,888",117,67,5,163,81,486,202,N
C7,1,"96,516","135,622","31,585",-888,884,438,457,239,"17,748",128,"4,755",N
C8,1,"75,312","128,143","18,654",-632,632,719,-30,198,"15,167",95,"5,290",N
C9,1,"80,649","112,037","17,956",254,330,261,30,248,"4,523",410,491,N
C10,1,"79,192","130,449","26,969",908,540,963,92,428,"29,684",478,"1,674",N
C11,1,"90,481","118,411","17,779","1,304",566,345,-31,194,"8,845",196,"2,082",N
C12,1,"88,235","128,868","27,946","1,443","1,075",848,885,"1,013","6,622",254,"1,012",N
C13,1,"100,192","133,793","16,823","1,861",34,997,89,227,818,358,427,N
C14,1,"143,286","185,724","33,934",302,522,797,71,661,"8,436",261,"1,577",N
C15,1,"85,608","118,571","16,881","1,651",155,182,87,199,235,208,302,N
C16,1,"114,102","145,695","42,333",-576,763,423,-28,390,"21,986",443,"3,232",N
C17,1,"93,727","123,487","19,257","1,775",120,103,27,167,734,240,215,N
C18,1,"117,837","157,951","31,048","1,248",482,901,278,56,"19,519",345,"6,632",N
C19,1,"109,911","153,405","53,798",717,686,764,355,"1,102","9,321",585,"1,523",N
C20,1,"100,147","132,137","35,725","1,534",133,217,199,459,"1,179",513,602,N
C21,1,"94,420","125,424","32,004",214,290,667,253,"1,066","4,694",661,"1,632",N
C22,1,"98,291","121,924","24,452","1,393","1,296","1,170",342,415,"18,513",294,"1,390",N
C23,1,"110,179","158,749","60,942",807,"1,148",684,77,-269,"11,661",179,"22,346",N
C24,1,"120,035","157,910","30,169","3,530",229,538,291,372,"11,930",626,"1,746",N
D1,1,"148,715","192,902","36,276","2,983",870,905,-101,142,"24,370",785,"6,394",N
D2,1,"83,959","136,426","34,418","-2,201",418,738,9,176,"27,238",559,"4,918",N
D3,1,"88,969","116,379","18,129","1,211",579,619,-43,282,"14,562",150,639,N
D4,1,"93,163","129,549","15,608",107,648,298,-92,71,"12,330",134,"2,887",N
D5,1,"103,123","152,495","21,199","1,680",150,237,140,229,"1,092",223,403,N
D6,1,"102,614","131,179","21,546","2,910",88,134,52,189,298,301,339,N
D7,1,"91,874","129,834","16,187","2,131",98,186,80,132,"1,952",243,239,N
D8,1,"108,200","159,592","16,522",-359,589,466,141,216,"13,638",263,"2,730",N
D9,1,"106,443","139,294","27,272",-377,-179,574,-149,160,"13,988",492,990,N
D10,1,"104,069","138,756","19,263","2,033",319,244,92,170,"6,243",146,"2,975",N
D11,1,"92,676","139,748","31,759",53,677,584,132,199,"15,890",333,"4,835",N
D12,1,"80,031","113,386","19,381","1,454",757,315,-56,150,"17,627",399,"1,120",N
D13,1,"111,548","155,833","28,100","4,923",17,262,99,314,"2,934",633,459,N
D14,1,"104,880","134,131","34,176","4,969",669,"2,456",404,"1,130","9,128",871,"1,407",N
D15,1,"96,327","135,470","14,972","1,602",15,162,67,173,771,359,195,N
D16,1,"152,219","187,319","35,655","2,485",519,652,72,508,"6,253",975,766,N
D17,1,"107,701","143,354","28,483","1,568",261,346,126,440,"2,267",339,553,N
D18,1,"96,539","132,323","26,172","2,670",476,809,18,292,"4,085",874,"1,199",N
D19,1,"100,123","149,468","18,784","1,423",460,667,158,122,"15,724",358,"5,787",N
D20,1,"84,627","119,691","24,095",-696,787,291,2,-18,"17,664",87,"7,855",N
D21,1,"96,888","127,757","14,606",774,385,597,154,175,"12,947",188,"1,356",N
D22,1,"112,964","156,367","45,410",156,394,"1,032",56,750,"35,949",581,"4,093",Y
D23,1,"89,249","130,060","43,940","3,901",262,"2,090",474,"1,029","2,410",711,"1,117",N
D24,1,"89,946","141,574","17,621",-542,786,448,344,212,"13,097",260,"4,119",N
E1,1,"115,032","161,453","20,550","1,210",585,536,49,418,"8,319",166,"1,270",N
E2,1,"88,874","127,325","24,877","1,886",200,181,268,201,"2,589",509,321,N
E3,1,"67,305","107,436","18,485",575,460,462,-22,442,"7,876",163,"1,488",N
E4,1,"82,795","135,124","33,161","2,378",476,534,210,471,"19,443",231,"2,430",N
E5,1,"96,674","139,866","46,783",101,575,717,79,406,"15,622",387,"6,040",N
E6,1,"93,673","154,241","28,221","2,266","1,018",663,150,506,"11,660",650,"1,397",N
E7,1,"73,535","112,693","26,098",397,333,282,84,289,"1,676",384,593,N
E8,1,"63,062","100,553","13,848","1,124",49,101,29,130,"1,221",201,150,N
E9,1,"67,189","113,990","23,752","2,283",144,585,326,623,"1,777",601,583,Y
E10,1,"109,115","147,756","16,720","1,254",338,358,117,34,"18,787",206,"3,796",N
E11,1,"94,851","144,612","27,376","2,987",377,679,17,358,"12,807",510,536,Y
E12,1,"64,548","107,524","47,153",-527,434,500,"1,767","1,170","9,135",347,"6,782",N
E13,1,"100,010","124,482","19,316","2,022",89,189,68,269,102,535,295,N
E14,1,"76,126","121,882","25,716","1,739",2,202,135,355,"1,131",361,512,N
E15,1,"93,973","122,848","19,904","2,404",114,269,128,270,754,380,407,N
E16,1,"86,927","123,812","31,591",469,247,446,115,654,"4,300",256,832,N
E17,1,"110,494","153,923","27,790",302,427,603,22,448,"3,256",219,"5,243",N
E18,1,"72,610","108,779","17,248",527,708,390,177,579,"7,929",496,785,N
E19,1,"88,137","148,881","69,647",-658,"1,068",843,187,"1,254","12,968",396,"7,402",N
E20,1,"95,186","148,522","47,638",-958,146,"1,032",50,686,"19,129",359,"1,851",N
E21,1,"100,782","156,339","90,785",-2,634,787,281,"1,948","17,476",722,"5,053",N
E22,1,"96,842","143,035","42,657",-710,454,473,125,78,"20,996",338,"8,996",N
E23,1,"74,862","121,943","21,913",-184,407,348,48,473,"7,069",251,729,N
E24,1,"97,642","124,774","16,113","2,410",140,240,114,251,"3,188",247,280,N
F1,1,"74,729","102,749","13,222","2,042",105,137,42,190,307,308,177,N
F2,1,"80,729","111,983","15,878","2,876",114,141,65,154,435,194,299,N
F3,1,"84,120","120,209","23,956","1,125",607,731,276,709,"11,746",320,"2,000",N
F4,1,"94,921","124,383","37,654","-1,296",751,577,819,432,"26,132",484,"5,167",N
F5,1,"114,366","171,886","62,856","-4,105",37,599,140,296,"53,159",227,"15,033",N
F6,1,"137,311","176,551","80,868",133,"1,156","2,847",211,844,"14,436",504,"8,860",N
F7,1,"95,983","126,707","20,685",874,"1,429",465,-34,273,"7,127",293,"1,238",N
F8,1,"97,128","127,560","18,567","2,420",415,379,210,167,"6,447",449,"3,149",N
F9,1,"78,905","138,751","21,823","1,600",430,710,95,49,"8,962",309,"4,818",N
F10,1,"88,719","125,698","14,792","1,119",447,295,110,170,"9,055",303,554,N
F11,1,"86,606","113,945","15,350","1,267",59,178,86,237,920,616,266,N
F12,1,"76,105","137,008","19,389","1,544",700,620,218,286,"9,494",482,"1,473",N
F13,1,"118,440","154,524","22,768","2,835",399,532,13,262,"3,764",449,"1,242",Y
F14,1,"105,884","154,329","19,355","1,363",586,449,184,206,"13,525",387,"2,303",N
F15,1,"89,700","126,855","23,766","2,381",77,199,40,249,477,214,355,N
F16,1,"108,023","155,056","30,797","4,259",193,195,61,317,731,512,412,N
F17,1,"110,245","144,382","26,088","1,610",179,460,209,296,"1,295",309,"1,975",N
F18,1,"108,639","146,506","24,105",75,309,392,76,231,"21,888",313,"3,764",N
F19,1,"135,820","188,057","42,832","1,346",567,777,63,446,"32,113",644,"1,515",N
F20,1,"88,352","142,795","21,555","1,836",141,514,116,290,"11,398",424,"1,335",N
F21,1,"82,071","122,439","17,135",290,421,430,-81,200,"13,207",149,838,N
F22,1,"97,757","132,261","19,436",413,765,639,62,185,"13,006",373,"1,159",N
F23,1,"89,232","124,476","30,781",-848,741,467,381,250,"23,159",-103,"7,592",N
F24,1,"81,020","145,248","23,422","1,461",323,489,243,316,"14,711",179,"1,818",N
G1,1,"71,945","114,564","17,873",174,545,541,164,796,"4,027",322,"1,271",N
G2,1,"120,281","167,918","32,394","4,346",214,543,118,488,"2,080",260,562,N
G3,1,"79,232","110,357","15,652","1,684",-54,51,75,129,107,162,105,N
G4,1,"67,425","111,380","25,441","2,067",648,508,189,357,"13,831",314,"1,192",N
G5,1,"90,240","120,223","18,946","1,673",161,249,-55,350,"3,547",326,455,N
G6,1,"78,234","125,085","43,115",300,680,954,62,692,"12,002",273,736,N
G7,1,"82,737","116,475","19,546","1,476",363,297,47,354,"3,317",427,455,N
G8,1,"116,702","148,659","27,381","2,567",313,"1,225",140,208,"13,379",327,"3,328",N
G9,1,"59,475","98,453","19,955",-27,397,318,179,305,"5,041",109,"1,042",N
G10,1,"99,871","145,526","22,700","2,521",615,496,145,177,"16,106",251,"5,123",N
G11,1,"76,047","115,441","12,942","1,677",-5,133,62,170,"2,673",223,260,N
G12,1,"96,615","135,245","53,396",811,485,"1,341",178,538,"23,551",291,"1,114",N
G13,1,"109,859","143,980","24,583",865,680,655,23,469,"9,152",566,506,N
G14,1,"69,360","127,182","52,597","-1,013",786,464,245,485,"23,409",130,"9,145",N
G15,1,"66,717","133,789","30,976","1,832",623,412,182,249,"6,863",344,"4,306",N
G16,1,"103,482","136,807","17,774","1,880",538,233,142,114,"14,622",257,452,N
G17,1,"108,266","166,859","44,123","1,743",516,524,435,826,"2,731",499,"1,899",N
G18,1,"87,404","117,986","25,032","1,717",72,170,24,294,156,339,414,N
G19,1,"110,011","144,118","30,300","2,745",607,844,"2,822","1,111","17,793",472,"1,307",N
G20,1,"106,944","158,223","64,776",-24,903,922,175,"1,058","20,174",393,"5,894",N
G21,1,"91,898","134,671","56,920","-1,205",942,668,-36,946,"20,633",421,"1,771",N
G22,1,"110,013","144,961","42,608","1,024","1,422","1,066",364,622,"27,329",260,"8,593",N
G23,1,"127,002","183,198","73,800",-77,766,727,11,"1,113","10,153",490,"1,687",N
G24,1,"104,862","135,962","32,037",85,347,674,83,"1,154","2,526",484,"1,647",N
H1,1,"103,953","135,365","33,702","1,919",309,193,10,385,"3,402",663,387,N
H2,1,"65,058","102,030","11,731",934,164,109,-39,99,"1,429",224,207,N
H3,1,"80,181","113,875","42,625",117,434,660,199,"1,169","3,963",527,"1,673",N
H4,1,"116,527","163,010","34,584","3,256",357,841,2,360,"10,916",707,591,N
H5,1,"88,269","126,868","22,163","1,040",493,728,22,261,"10,661",584,280,N
H6,1,"86,646","113,648","14,404","1,881",-26,24,24,65,54,111,153,N
H7,1,"117,017","155,290","20,161","1,567",720,752,44,251,"15,307",411,654,N
H8,1,"89,214","138,874","26,176","2,331",460,495,-14,247,"3,605",276,"2,138",N
H9,1,"96,903","142,388","29,593","2,150",304,712,-4,754,790,565,"2,100",N
H10,1,"74,485","120,618","38,745","2,080",174,783,213,488,"5,629",447,362,N
H11,1,"94,041","152,280","22,679","1,403",353,721,15,351,"6,517",607,"1,118",N
H12,1,"97,537","140,781","37,585",376,373,412,-4,644,"3,040",427,813,N
H13,1,"89,895","142,345","23,748",946,845,615,82,190,"15,379",410,"4,563",N
H14,1,"91,401","127,437","15,714",-784,466,399,90,125,"20,295",316,"1,870",N
H15,1,"78,192","115,290","12,965","1,120",-43,65,10,69,694,294,141,N
H16,1,"116,912","159,661","24,973","4,396",556,480,-59,96,"14,555",268,"3,200",N
H17,1,"85,892","120,181","22,640",796,557,400,-65,398,"14,988",259,"1,284",N
H18,1,"115,038","163,965","34,035",709,470,888,111,"1,461","8,984",472,"1,636",N
H19,1,"85,199","123,028","23,259","2,120",284,409,-37,293,"5,461",241,330,N
H20,1,"100,504","133,354","35,326",-706,414,687,60,159,"25,195",328,"6,492",N
H21,1,"121,387","160,384","42,850","2,121","1,022","1,126",-24,176,"21,445",396,"5,361",N
H22,1,"118,881","153,206","21,597","2,585",-389,712,-18,-111,"11,186",516,"10,175",N
H23,1,"92,798","140,686","39,923","5,849","1,046","1,079",182,198,"21,790",236,"7,663",N
H24,1,"108,086","140,560","27,279","-1,643",202,928,61,235,"21,723",365,"1,688",N
I1,1,"116,140","167,869","34,321","3,441",654,376,127,210,"12,995",762,"6,177",N
I2,1,"67,828","118,106","43,941",449,315,717,30,861,"3,306",488,816,N
I3,1,"102,937","149,753","14,834","1,024",220,639,111,167,"11,052",359,"1,924",N
I4,1,"107,355","142,395","20,739","1,818",325,762,30,272,"3,365",248,"1,288",N
I5,1,"81,329","109,439","17,904",192,394,361,108,697,"4,082",255,776,N
I6,1,"91,166","119,973","21,983","1,039",135,"2,505",394,867,"9,061",547,"1,026",N
I7,1,"94,855","123,317","24,259","1,578",160,446,312,574,"1,567",306,577,N
I8,1,"88,164","118,983","14,762","1,543",323,438,65,188,"6,375",268,788,N
I9,1,"67,890","104,558","21,554",166,791,756,25,"1,001","3,687",412,"1,147",N
I10,1,"69,481","129,123","43,463",835,395,571,10,687,"15,604",454,"3,713",N
I11,1,"93,628","120,199","17,166","2,098",197,121,-122,146,"2,042",439,267,N
I12,1,"171,124","205,009","53,109","2,775","1,108","1,005",105,404,"18,320",612,"5,033",N
I13,1,"84,258","117,475","15,698","2,113",317,333,87,137,"4,960",299,154,N
I14,1,"121,205","164,641","44,899",292,571,"1,423",227,397,"13,653",527,"6,786",N
I15,1,"126,956","167,728","35,438","2,229","1,341",824,245,181,"12,301","1,538","4,278",N
I16,1,"70,250","112,138","27,433",662,411,508,30,571,"3,033",435,"1,044",N
I17,1,"69,508","116,147","19,918",-811,545,497,-15,397,"20,596",271,"1,077",N
I18,1,"116,236","168,015","40,475","1,164",701,558,48,424,"16,586",478,"4,212",N
I19,1,"77,216","114,882","24,493","1,368",266,271,152,463,419,629,680,N
I20,1,"98,412","130,798","39,631",-795,779,502,210,433,"22,029",381,"5,016",N
I21,1,"67,399","129,045","16,964","1,907",488,296,82,120,"13,591",417,"1,758",N
I22,1,"66,589","130,984","46,857",-528,701,201,168,238,"22,547",508,"8,744",N
I23,1,"71,362","107,840","18,827",974,52,90,-31,165,"1,121",330,106,N
I24,1,"67,180","114,366","41,934",437,340,410,98,662,"1,487",320,950,N
J1,1,"89,836","122,745","23,695","1,772",64,264,120,362,544,396,449,N
J2,1,"97,349","131,043","27,824",492,378,"1,020",295,448,"17,033",310,656,N
J3,1,"90,910","142,861","25,897",252,462,387,31,205,"14,511",204,"3,680",N
J4,1,"88,099","142,912","21,755",26,-22,402,76,189,"18,400",563,"6,770",N
J5,1,"105,246","130,640","24,738","2,349",140,305,56,263,"2,973",466,307,N
J6,1,"102,017","131,921","42,230",199,520,834,282,"1,529","6,867",509,"1,897",N
J7,1,"130,499","163,238","97,081",-853,"1,681",108,391,24,"18,728",381,"25,366",N
J8,1,"98,465","136,206","37,175",121,238,990,97,897,"6,408",362,934,N
J9,1,"117,785","165,505","62,952",130,872,"1,085",125,601,"7,442",57,"8,259",N
J10,1,"80,707","113,017","15,097",827,334,204,63,283,"1,709",255,459,N
J11,1,"84,523","119,477","14,056",-522,110,467,162,152,"12,663",181,"3,283",N
J12,1,"112,200","149,235","55,293","1,614",608,808,121,418,"11,867",476,"7,716",N
J13,1,"93,225","143,560","30,074",569,350,391,46,392,"14,576",109,"2,757",N
J14,1,"105,180","156,660","18,010","3,308",342,328,169,199,"3,957",273,197,N
J15,1,"104,120","154,759","33,071",345,936,926,72,411,"18,854",462,"3,167",N
J16,1,"90,171","147,973","23,840","1,028",728,558,-151,421,"8,357",206,"2,110",N
J17,1,"81,668","116,830","16,910",689,541,765,-145,217,"10,864",205,316,N
J18,1,"90,893","124,553","42,604","1,905",754,769,522,858,"6,834",725,776,N
J19,1,"101,408","157,023","27,065","2,247",493,618,-18,220,"24,870",232,"1,429",N
J20,1,"77,026","116,000","36,673","2,065",267,339,182,347,"1,003",202,579,N
J21,1,"90,769","144,817","38,366","4,098",420,"1,044",-25,822,"7,722",815,"1,174",N
J22,1,"91,957","124,677","21,817","1,730",112,664,98,160,"5,656",582,413,N
J23,1,"102,021","132,605","20,592","2,976",327,"1,184",62,203,"6,408",96,"2,569",N
J24,1,"70,225","106,927","22,049",449,547,335,41,541,"1,973",404,901,N
K1,1,"104,675","161,002","32,214",788,99,881,-51,107,"25,251",245,"9,111",N
K2,1,"112,656","140,744","24,179",-331,514,765,184,251,"11,986",183,"4,905",N
K3,1,"88,838","118,248","17,429","1,396",191,151,115,217,"1,058",365,206,N
K4,1,"105,946","150,737","22,409",305,244,532,-247,378,"23,697",130,"4,998",N
K5,1,"80,081","116,152","18,603","1,236",129,157,7,169,"2,202",288,222,N
K6,1,"106,895","154,811","24,992",-768,675,322,227,-40,"20,670",92,"8,081",N
K7,1,"77,281","111,617","18,017","2,844",43,223,101,280,832,406,178,N
K8,1,"99,007","147,668","22,719","3,000",330,388,311,382,"3,599",280,"2,238",N
K9,1,"98,010","127,832","23,572","2,149",244,210,198,407,"1,140",229,497,N
K10,1,"106,075","141,915","19,029",-668,808,549,105,32,"18,456",410,"7,108",N
K11,1,"108,630","151,394","26,247","1,597",695,496,-98,241,"15,818",330,"4,360",N
K12,1,"129,033","162,934","51,909",555,924,623,57,897,"21,427",461,"2,458",N
K13,1,"83,707","127,164","18,026",473,30,147,80,218,914,119,356,N
K14,1,"91,390","121,367","20,547","2,659",378,294,64,242,"7,518",453,"1,293",Y
K15,1,"104,297","158,896","46,167",-98,681,421,7,375,"12,432",154,"9,396",N
K16,1,"77,049","117,857","31,459","2,092",316,539,390,725,"3,010",616,960,N
K17,1,"82,877","137,825","23,399",228,321,322,92,481,"1,836",301,703,N
K18,1,"110,630","153,828","36,384","2,206",796,994,176,472,"16,714",590,"3,609",N
K19,1,"101,979","144,372","26,036",347,551,248,2,-10,"13,926",139,"7,025",N
K20,1,"85,256","140,962","29,674",177,"1,138",593,421,2,"17,985",-37,"13,264",N
K21,1,"145,059","186,224","55,566",418,"1,430",869,320,927,"22,619",542,"9,416",N
K22,1,"88,106","138,044","44,983",-32,577,696,118,374,"22,166",487,"3,919",N
K23,1,"104,439","150,518","29,407","2,658",356,571,79,335,"11,825",593,354,N
K24,1,"116,157","145,618","32,930","1,204",406,747,-4,309,"13,591",366,"5,653",N
L1,1,"100,002","135,296","19,475","1,202",493,426,237,284,"13,433",348,620,N
L2,1,"94,288","119,843","19,011",370,351,385,176,39,"12,787",74,"4,837",N
L3,1,"78,201","107,215","16,245","1,576",194,606,497,519,"1,493",194,454,N
L4,1,"102,729","126,048","20,660","2,612",844,512,-25,146,"18,535",521,"1,188",N
L5,1,"89,278","119,818","19,419","1,891",71,132,46,201,574,238,228,N
L6,1,"90,439","123,986","18,637",686,587,600,-90,198,"9,666",406,897,N
L7,1,"71,061","109,416","32,051",785,400,574,51,503,"2,870",398,770,N
L8,1,"81,670","118,370","15,348","2,366",585,221,455,60,"13,799",335,"2,349",N
L9,1,"117,693","157,720","42,900",478,350,557,16,811,"3,755",464,948,N
L10,1,"116,803","154,530","41,037",844,356,494,371,576,"9,465",581,"5,002",N
L11,1,"104,705","147,617","43,054","1,717",556,"1,769",244,712,"14,528",400,774,N
L12,1,"120,679","159,903","38,597","1,989",625,"1,132",-93,363,"22,979",768,"3,717",N
L13,1,"94,523","125,683","18,219","3,045",49,206,-14,256,"1,205",409,243,N
L14,1,"125,656","161,775","44,088","3,167","1,242","1,302",74,598,"31,211",453,"5,213",N
L15,1,"93,303","120,387","15,782",973,"1,119",377,-90,259,"15,690",346,"1,657",N
L16,1,"97,217","128,935","18,958","2,914",143,529,241,296,"2,256",744,436,N
L17,1,"100,244","126,925","44,192",255,612,604,72,"1,081","3,985",594,"1,564",N
L18,1,"154,351","191,521","59,620","7,376","2,178","1,863",395,425,"36,877","1,212","13,420",Y
L19,1,"80,822","113,014","17,414",982,164,303,66,313,"1,742",301,408,N
L20,1,"78,836","131,335","21,366","1,115",686,406,82,436,"12,772",289,"1,518",N
L21,1,"114,760","152,119","17,679","2,139",573,285,-3,196,"12,794",218,"1,514",N
L22,1,"85,650","125,282","29,182",482,88,540,124,"1,124",291,344,"1,590",N
L23,1,"125,326","179,316","37,328",-239,743,646,245,312,"24,898",224,"6,410",N
L24,1,"102,162","138,941","25,150",203,653,378,-21,143,"19,421",338,"3,967",N
M1,1,"93,425","133,739","34,320","2,288",424,400,124,669,"2,002",470,836,N
M2,1,"116,437","151,899","24,070",508,622,433,-34,107,"16,472",191,"4,006",N
M3,1,"72,663","121,879","35,511","1,274",65,462,72,737,"3,151",304,863,N
M4,1,"82,983","113,391","15,102",565,566,478,-22,180,"7,954",194,"1,105",N
M5,1,"93,042","146,605","43,390","-1,096",782,552,-9,318,"22,645",333,"9,624",N
M6,1,"127,557","165,182","61,358","2,466","1,166","1,385",158,631,"20,688","1,159","3,930",N
M7,1,"76,243","111,183","13,433","1,138",281,92,-31,112,"2,418",350,166,N
M8,1,"85,030","117,641","27,813","1,433",87,257,65,288,"2,325",377,414,N
M9,1,"122,177","164,465","68,793","-1,313","1,150","1,063",101,873,"28,824",390,"8,332",N
M10,1,"164,963","202,803","71,810",-776,"1,731","1,271",43,829,"26,771",548,"5,333",N
M11,1,"83,332","116,991","17,986",658,789,287,230,349,"10,569",222,"3,347",N
M12,1,"97,467","135,812","30,829",178,255,719,145,724,"5,864",345,826,N
M13,1,"137,198","181,847","25,430",-360,604,519,-76,124,"22,866",199,"5,271",N
M14,1,"74,747","111,958","43,667",70,808,470,-86,744,"11,691",971,891,N
M15,1,"82,725","108,787","13,474","1,424",305,306,257,192,"6,984",238,480,N
M16,1,"120,100","161,686","70,691",-378,247,517,887,"1,010","9,114",518,"2,352",N
M17,1,"97,711","124,040","21,378","2,233",317,"1,102",375,"1,047","2,678",503,"1,196",N
M18,1,"81,301","121,680","24,987","1,617",624,290,140,209,"13,418",682,"5,094",N
M19,1,"160,116","192,017","35,909","1,727","1,153",671,226,410,"9,015",568,"2,093",N
M20,1,"131,605","179,497","38,863","2,601","1,011",377,170,661,"6,858",621,617,N
M21,1,"109,577","139,974","29,027","2,966",359,602,76,143,"14,325","1,298","4,784",N
M22,1,"75,804","112,447","18,458","2,087",113,104,105,239,64,200,318,N
M23,1,"83,566","117,667","15,477","1,607",54,91,41,136,"1,184",223,191,N
M24,1,"86,122","119,802","19,241","1,584",70,132,43,232,328,430,285,N
N1,1,"82,896","139,992","28,714","2,270",420,712,221,975,"4,926",671,895,N
N2,1,"81,062","138,059","57,990",-16,771,"1,434",83,"1,396","6,225",371,"5,420",N
N3,1,"82,552","112,578","17,830","1,659",317,469,141,-32,"9,559",85,"4,468",N
N4,1,"72,183","113,093","26,846",125,671,511,325,414,"16,422",657,"2,599",N
N5,1,"100,798","143,516","15,191","1,041",260,652,-40,193,"4,823",218,290,N
N6,1,"99,763","147,294","26,893","4,137",221,410,101,474,"1,508",523,568,N
N7,1,"87,294","128,122","35,452","1,357",480,"1,200",13,752,"4,049",315,753,N
N8,1,"117,737","156,938","26,477",-485,"1,003",755,141,328,"20,470",284,"3,073",N
N9,1,"93,483","121,845","21,073","3,147",272,205,92,265,"1,367",591,390,N
N10,1,"76,766","126,379","32,376",623,823,511,224,371,"22,632",213,"6,206",N
N11,1,"91,511","126,778","25,669",722,397,389,86,377,"4,655",171,685,N
