Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
N7,1,"95,387","126,633","18,906",776,313,516,102,-34,"6,633",22,"5,196",N
N8,1,"83,244","121,870","18,638","1,486",137,885,127,318,"2,443",389,300,N
N9,1,"71,482","124,113","47,154",-480,584,684,54,372,"9,813",368,"4,364",N
N10,1,"77,578","118,435","18,892",550,189,410,1,209,"10,209",281,"3,497",N
N11,1,"66,277","114,215","33,816",758,237,663,253,634,"7,354",339,657,N
N12,1,"98,784","133,844","21,714",-497,547,706,160,252,"22,835",328,"2,235",N
N13,1,"94,020","132,317","15,647",908,464,503,151,121,"7,183",171,238,N
N14,1,"59,856","100,995","18,017",447,186,271,50,121,"6,886",43,"2,195",N
N15,1,"87,398","113,427","25,338",426,199,296,-84,447,"1,746",418,609,N
N16,1,"110,849","153,885","43,321","3,086",390,753,258,"1,075","11,126",484,"1,358",N
N17,1,"83,922","116,305","18,804",703,174,242,124,411,"1,971",347,584,N
N18,1,"97,644","123,210","19,743","2,522",86,145,118,211,730,418,277,N
N19,1,"113,461","147,512","28,395","1,776",402,417,197,261,"17,931",184,"1,576",N
N20,1,"92,593","121,619","23,401",780,457,568,28,756,"4,220",357,994,N
N21,1,"76,012","108,549","18,408","1,776",168,394,139,206,"3,226",349,228,N
N22,1,"108,949","137,422","28,617","2,946",409,"1,930",81,536,"11,405",361,983,Y
N23,1,"85,105","111,764","17,414","1,399",31,150,82,205,"1,087",416,225,N
N24,1,"85,349","114,676","15,025","1,454",385,465,18,238,"4,850",220,264,N
O1,1,"96,636","151,463","39,724",182,857,396,288,57,"19,317",584,"15,052",N
O2,1,"96,262","126,554","33,213","3,630",483,779,215,504,"2,528",557,608,N
O3,1,"131,414","171,570","44,469",-98,449,538,52,349,"15,472",374,"5,427",N
O4,1,"95,730","137,812","27,856",-932,738,397,210,313,"21,446",268,"2,912",N
O5,1,"93,826","129,967","22,027","3,073",282,315,15,373,"1,715",511,450,N
O6,1,"88,486","134,023","37,587","2,115",490,"1,226",-4,"1,043","6,700",360,"1,099",N
O7,1,"118,851","169,844","46,351",501,267,680,167,"1,020","9,675",497,"3,083",N
O8,1,"87,929","133,679","20,234","1,644",377,640,-84,368,"12,557",424,454,N
O9,1,"75,470","111,736","17,876","1,012",-121,595,-13,202,"6,629",372,426,N
O10,1,"86,887","115,904","16,017",982,29,152,102,196,722,242,408,N
O11,1,"83,294","115,202","19,900","1,196",411,274,-133,404,"3,153",281,567,N
O12,1,"94,316","133,903","21,458",83,129,821,91,330,"22,086",265,729,N
O13,1,"89,901","128,551","59,922",651,579,873,109,"1,191","5,086",465,"1,572",N
O14,1,"98,532","148,295","30,125","2,208",507,556,228,73,"15,750",503,"6,752",N
O15,1,"140,258","171,527","61,119",-954,556,809,167,"1,291","18,915",707,"1,308",N
O16,1,"113,483","159,954","50,340","-1,222",666,311,174,316,"16,895",149,"8,761",N
O17,1,"128,872","166,177","54,726",-402,294,586,155,845,"13,015",622,"2,122",N
O18,1,"86,637","120,772","16,228","2,446",86,127,163,127,"1,686",319,244,N
O19,1,"100,117","135,016","15,839",98,337,192,29,6,"16,637",506,"2,034",N
O20,1,"87,814","125,323","23,192",248,297,392,-25,-168,"15,419",191,"8,628",N
O21,1,"129,479","168,602","22,011","1,342",692,"1,113",16,288,"17,425",565,"1,928",N
O22,1,"137,683","188,750","42,268",-293,"1,246",856,124,"1,128","19,455",992,"1,935",N
O23,1,"89,367","116,995","36,259","1,383",306,242,22,336,"3,014",571,490,N
O24,1,"101,142","130,223","25,481",645,799,443,-104,320,"15,143",294,"1,798",N
P1,1,"108,305","135,469","19,532","1,583",420,"1,025",61,244,"8,791","1,083",418,N
P2,1,"106,231","145,709","27,770",-129,660,575,375,166,"24,475",753,"4,000",N
P3,1,"62,217","105,002","35,852",472,755,864,208,"1,452","2,121",499,"1,908",N
P4,1,"82,280","123,481","20,773","1,367",40,617,-57,701,"6,544",319,591,N
P5,1,"85,491","118,018","18,223","2,324",24,130,116,176,15,397,231,N
P6,1,"105,183","142,584","39,140","2,099",525,385,382,814,"9,704",843,804,N
P7,1,"115,253","153,705","92,185",-447,754,430,"1,094","1,230","24,438",508,"17,442",N
P8,1,"94,995","123,603","21,928","2,207",208,303,40,329,"1,640",309,422,N
P9,1,"81,336","135,130","31,625","2,535",279,707,135,519,"8,035",670,420,N
P10,1,"69,626","117,703","16,435",857,258,274,57,101,"8,695",277,"2,926",N
P11,1,"94,254","141,141","35,110","1,930",631,586,160,646,"8,336",290,"2,044",N
P12,1,"78,897","109,798","16,423","1,775",181,258,-48,257,"4,879",229,221,N
P13,1,"86,344","114,374","31,532",140,"1,425",530,-32,535,"10,290",787,644,N
P14,1,"89,132","120,360","18,752","1,614",45,148,-25,161,"1,187",323,197,N
P15,1,"101,904","144,566","26,544","3,802",483,549,88,79,"16,376","1,025","5,264",N
P16,1,"91,719","128,172","22,445",524,609,529,-39,194,"16,685",220,"2,376",N
P17,1,"83,896","121,962","16,492",370,569,389,-6,116,"16,274",147,"3,593",N
P18,1,"102,738","130,807","32,815",100,407,781,167,848,"19,750",400,"1,211",N
P19,1,"116,479","143,080","30,964","1,082",439,660,5,541,"21,175",493,"3,490",N
P20,1,"93,406","136,444","29,916","2,935",85,213,32,601,307,461,754,N
P21,1,"102,370","137,073","21,520",601,433,578,338,261,"17,328",554,"1,653",N
P22,1,"77,394","115,032","23,101",-97,"1,068",729,478,576,"7,253",463,533,N
P23,1,"117,924","163,606","37,244","4,163",571,783,269,514,"15,048",283,646,N
P24,1,"97,286","128,572","22,092","1,295",190,222,60,276,"5,342",551,380,N
A1,2,"85,323","131,431","35,585","1,009",701,600,222,571,"21,124",326,598,N
A2,2,"107,092","132,370","24,094","1,459",389,214,92,272,"3,777",643,295,N
A3,2,"85,388","114,934","23,518",533,453,299,149,451,"1,787",340,656,N
A4,2,"94,726","122,874","17,165","2,197",102,90,97,220,105,8,249,N
A5,2,"107,900","142,576","28,516",-22,"1,025","1,059",-13,352,"20,986",614,"3,531",N
A6,2,"97,299","125,351","31,414","1,098",310,270,-17,448,"2,142",408,575,N
A7,2,"80,028","115,499","21,185","1,706",42,113,84,289,149,189,299,N
A8,2,"110,935","145,708","23,813","1,882",737,531,140,60,"13,683",261,"4,375",N
A9,2,"98,256","136,735","20,066","3,152",630,311,47,308,"8,790",461,"1,268",N
A10,2,"95,415","148,877","17,382",684,640,438,220,205,"11,643",132,"1,870",N
A11,2,"85,069","133,964","26,391","1,945",511,453,197,58,"14,136",925,"4,515",N
A12,2,"101,361","138,692","38,806","1,921",586,946,-7,605,"6,367",934,"1,489",N
A13,2,"96,392","148,092","69,849","-1,140",910,616,297,"1,259","22,015",587,"11,685",N
A14,2,"74,387","113,435","45,546",-34,252,317,210,325,"5,364",221,"3,316",N
A15,2,"78,167","122,458","39,411","2,376",424,891,149,764,"4,294",468,715,N
A16,2,"89,983","128,579","27,422",566,736,467,-115,234,"9,768",452,"4,702",N
A17,2,"102,362","134,845","35,327","1,523",337,778,71,211,"8,105",153,"3,839",N
A18,2,"101,745","131,945","27,709","2,957",228,201,66,395,770,417,423,N
A19,2,"105,754","154,190","43,432",941,776,586,248,862,"6,965",447,"1,273",N
A20,2,"87,274","123,651","17,303","2,122",-5,549,85,332,"9,376",290,"1,171",N
A21,2,"98,824","139,628","40,708","1,791","1,100",321,13,-5,"19,429",287,"9,466",N
A22,2,"107,206","132,242","48,415",802,238,474,236,"1,002","2,607",479,"1,134",N
A23,2,"114,867","168,361","24,226",573,-431,305,88,204,"31,681",241,"1,454",N
A24,2,"90,019","134,947","24,101",562,795,500,4,-14,"16,894","1,201","6,212",N
B1,2,"92,166","119,672","23,764",-253,421,331,12,440,"4,036",370,469,N
B2,2,"73,973","105,435","19,153",538,207,174,5,287,"1,339",403,468,N
B3,2,"75,172","120,204","16,817","1,822",-85,452,-96,227,"9,227",282,344,N
B4,2,"93,407","123,346","16,087",656,582,232,63,102,"13,219",279,"2,333",N
B5,2,"72,262","107,847","13,785","1,624",151,126,17,194,"2,546",277,753,N
B6,2,"91,322","121,293","20,269","2,215",105,99,-1,157,857,435,245,N
B7,2,"127,701","170,904","32,083",298,"1,850",901,-97,590,"26,295",715,"1,710",N
B8,2,"95,940","121,972","15,445",332,766,277,143,142,"10,765",284,"3,114",N
B9,2,"83,371","123,111","23,914","1,703",984,422,-47,263,"14,467",467,"2,527",N
B10,2,"92,527","132,500","65,015",297,463,493,-22,37,"8,752",40,"7,620",N
B11,2,"96,485","132,867","26,697","1,050",279,823,-25,383,"11,233",388,694,N
B12,2,"106,172","134,284","28,669","2,995",299,159,100,270,420,513,506,N
B13,2,"65,952","103,202","12,892",400,156,104,88,112,"1,750",192,151,N
B14,2,"122,370","159,929","55,847","1,646",696,"1,158",128,551,"14,116",486,797,N
B15,2,"98,253","127,214","18,874",-258,977,423,9,25,"17,128",176,"7,009",N
B16,2,"92,459","127,771","21,418","2,344",306,924,-10,209,"3,633","1,076",284,N
B17,2,"90,952","128,197","18,435",201,662,584,63,255,"14,744",454,671,N
B18,2,"92,180","119,453","18,823","1,449",80,120,11,125,"1,160",419,158,N
B19,2,"100,200","128,316","27,068","1,224",816,459,-15,425,"9,627",622,711,N
B20,2,"97,082","123,647","19,443","2,496",-2,133,111,233,17,494,318,N
B21,2,"95,501","135,868","32,664",889,484,570,148,242,"19,146",531,"2,730",N
B22,2,"100,582","137,773","17,456","2,016",62,134,-44,194,"1,035",334,207,N
B23,2,"76,101","140,886","50,777","2,794",397,782,-5,857,"18,011",734,905,N
B24,2,"109,136","143,388","38,766",613,345,766,18,54,"8,488",441,"7,281",N
C1,2,"118,462","149,010","38,176","-1,101",-296,611,5,174,"31,694",471,"6,424",N
C2,2,"79,408","117,038","19,680","2,638",434,588,159,295,"7,036",361,763,N
C3,2,"63,869","99,279","16,842","1,139",194,208,97,299,"1,909",374,433,N
C4,2,"94,753","121,452","19,908","1,761",302,164,72,115,"6,557",625,"1,655",N
C5,2,"108,502","141,706","17,173","1,346",353,661,-3,212,"11,745",344,938,N
C6,2,"88,534","116,397","25,113","1,903",24,217,39,296,"1,300",410,342,N
C7,2,"90,831","126,931","18,300","1,703",489,304,-4,74,"7,369",485,"1,699",N
C8,2,"91,163","126,758","22,907","3,556",-13,170,92,251,727,318,331,N
C9,2,"128,490","155,859","40,252","2,085",195,202,208,390,-20,625,409,N
C10,2,"107,662","151,889","29,996",17,"1,082",566,-37,296,"21,759",597,"7,350",N
C11,2,"99,928","128,975","17,056",-429,350,282,220,-71,"19,516",106,"8,053",N
C12,2,"99,475","139,729","22,138",628,558,321,98,169,"12,146",286,"3,438",N
C13,2,"104,976","136,167","24,184",800,817,841,-284,347,"17,692",911,"1,708",N
C14,2,"111,416","155,406","33,945","1,107",857,868,156,582,"6,850",667,"1,707",N
C15,2,"94,346","152,067","38,073",950,536,732,249,406,"14,913",622,"2,458",N
C16,2,"139,670","171,811","42,592","1,009",270,622,55,612,"1,794",283,"2,450",N
C17,2,"107,728","162,032","24,005","2,120","1,000",564,41,95,"16,964","1,362","5,812",N
C18,2,"115,589","166,614","56,192",-111,898,634,326,940,"8,095",510,"1,257",N
C19,2,"77,143","128,208","27,207",-125,406,530,382,652,"5,314",150,517,N
C20,2,"121,456","153,565","22,710","2,026",639,405,1,109,"21,842",507,"5,506",N
C21,2,"84,601","129,021","63,479",421,591,"1,134",119,"1,144","8,836",458,"2,329",N
C22,2,"97,788","144,652","50,899","1,366",666,"1,214",80,"1,072","6,443",462,"3,351",N
C23,2,"85,734","134,235","53,537",-416,606,572,84,108,"13,882",487,"8,698",N
C24,2,"92,556","139,864","67,732",-956,887,564,154,"1,083","14,949",455,"4,001",N
D1,2,"85,025","127,531","45,790","-1,202",-17,316,4,-10,"24,528",308,"17,769",N
D2,2,"96,524","135,120","26,092",-349,700,126,120,78,"16,790",524,"3,999",N
D3,2,"85,454","121,799","14,416","2,134",485,282,74,201,"8,770",163,424,N
D4,2,"90,584","124,864","23,766","2,694",141,178,58,264,"1,690",311,319,N
D5,2,"86,717","140,029","30,445","1,202",656,526,37,395,"10,398",250,800,N
D6,2,"93,542","150,995","34,485","1,730",159,945,153,687,"9,941",193,"2,982",N
D7,2,"77,659","130,672","59,712",-577,488,346,2,568,"13,047",360,"10,619",N
D8,2,"90,395","132,887","48,227",-807,733,451,275,600,"18,463",413,"5,759",N
D9,2,"89,441","119,332","25,619",58,53,677,2,305,"16,561",247,"1,774",N
D10,2,"97,665","135,296","19,395",909,98,116,63,214,162,273,303,N
D11,2,"91,948","118,525","29,421","3,098",20,286,169,448,"1,768",397,421,N
D12,2,"120,195","167,040","25,082","2,593",576,642,17,455,"20,047",784,"1,184",N
D13,2,"89,695","143,677","31,078","1,931",323,637,159,269,"14,048",379,"5,803",N
D14,2,"73,106","106,591","16,983",693,204,101,-65,154,533,218,213,N
D15,2,"72,756","117,790","22,384","2,469",152,813,131,477,"9,427",503,"1,307",N
D16,2,"118,634","144,049","45,994","2,057",472,622,45,683,"8,739",460,913,N
D17,2,"101,850","134,517","21,464","1,684",434,449,28,234,"8,018",385,971,N
D18,2,"84,846","111,461","16,419","1,136",385,175,-44,201,"2,924",205,461,N
D19,2,"69,171","106,184","26,113",206,344,452,193,588,"2,464",353,761,N
D20,2,"113,417","160,479","30,552",195,256,343,69,183,"11,350",289,"5,758",N
D21,2,"99,638","129,150","41,787",952,348,414,30,841,"1,254",526,900,N
D22,2,"74,864","111,415","16,740","1,155",109,160,113,168,754,186,234,N
D23,2,"112,259","163,500","39,412",-770,63,526,167,898,"6,415",385,"5,011",N
D24,2,"68,014","100,845","12,513","1,150",322,135,77,137,"1,591",395,144,N
E1,2,"81,981","115,739","24,759",60,273,787,95,165,"26,976",169,"4,903",N
E2,2,"102,651","132,043","31,624",40,674,422,107,350,"15,721",253,"1,004",N
E3,2,"121,034","175,226","59,914","2,615",928,"1,053",-1,881,"27,665","1,318","7,313",N
E4,2,"106,728","165,979","36,019","4,251",819,"1,048",170,557,"16,473",826,"1,635",N
E5,2,"112,493","143,352","21,126","2,467",906,609,1,298,"12,829",304,766,N
E6,2,"83,051","130,149","29,507","1,829",445,464,52,290,"3,674",226,332,N
E7,2,"91,350","120,271","14,264","1,173",35,347,54,111,"11,638",159,875,N
E8,2,"108,129","132,830","24,638","1,178",925,700,271,262,"10,273",525,"4,925",N
E9,2,"119,543","151,348","45,212","-1,273",680,469,173,-79,"25,413",354,"12,237",N
E10,2,"101,281","139,280","24,866","2,181",226,139,31,208,"1,053",384,161,N
E11,2,"114,527","162,221","41,331",-229,696,441,51,317,"23,001",366,"5,563",N
E12,2,"83,671","130,867","25,017","1,451",464,380,77,317,"16,315",515,"1,137",N
E13,2,"113,000","148,387","28,754","6,088",737,691,6,404,"11,163",317,568,N
E14,2,"97,265","139,089","33,551",601,584,473,125,203,"9,888",558,"3,136",N
E15,2,"89,926","121,031","19,638","1,586",173,749,-28,381,"5,011",188,346,N
E16,2,"98,714","136,342","18,634","1,657","4,535",478,157,277,"11,429",440,"2,630",N
E17,2,"79,532","122,941","14,559",874,273,454,-39,31,"12,505",169,"2,405",N
E18,2,"85,870","116,609","13,469",751,312,348,227,122,"13,888",205,"2,031",N
E19,2,"80,993","113,865","18,280","1,417",304,314,6,215,"2,137",129,237,N
E20,2,"88,809","118,114","21,194","1,668",-38,175,71,196,"1,579",378,215,N
E21,2,"127,146","161,297","26,173","2,165",571,457,33,196,"8,771",940,"3,372",N
E22,2,"84,727","133,858","44,006",24,518,750,129,895,"10,847",396,"1,702",N
E23,2,"103,590","132,820","24,160","1,540",699,497,-3,356,"7,001",257,540,N
E24,2,"77,574","115,133","42,499","3,461",284,"1,342",477,"1,107","1,477",701,"1,366",N
F1,2,"94,433","132,746","15,872","1,639",525,393,-25,111,"10,601",258,"2,521",N
F2,2,"94,167","132,202","32,560",-45,"1,764",603,460,932,"5,510",496,"2,182",N
F3,2,"62,339","98,661","10,766",572,83,86,48,93,160,191,166,N
F4,2,"96,553","138,144","19,874","1,477",704,393,136,183,"13,759",223,"1,783",N
F5,2,"102,015","156,013","54,565",-172,613,959,60,"1,423","15,625",617,"2,362",N
F6,2,"107,413","131,519","39,053","1,890",662,274,3,199,"14,474",236,"4,086",N
F7,2,"113,467","154,579","21,830",277,843,425,165,132,"20,850",242,"1,263",N
F8,2,"67,209","104,561","13,340",717,201,158,-22,158,"2,942",162,282,N
F9,2,"102,553","139,069","55,390",877,465,569,217,535,"26,068",363,"4,604",N
F10,2,"79,026","141,068","18,598","1,836",939,431,-20,85,"10,286",313,"5,275",N
F11,2,"111,392","159,979","19,124","2,742",703,463,78,241,"10,200",188,"4,014",N
F12,2,"76,814","110,037","12,693",390,344,271,70,126,"7,315",179,170,N
F13,2,"123,285","165,376","34,482","1,895",262,"1,114",70,357,"20,673",987,"2,372",N
F14,2,"115,734","146,119","24,289","3,689","1,081",557,193,242,"9,737",226,"4,571",N
F15,2,"60,162","101,064","26,951",268,27,371,222,417,"1,204",241,"1,448",N
F16,2,"75,112","108,098","23,156",456,786,522,592,507,"4,806",443,"2,549",N
F17,2,"93,850","127,862","23,990","3,409",73,681,202,261,"2,610",392,"1,117",N
F18,2,"117,179","145,101","50,699","4,497",176,"1,121",343,493,"1,397",397,432,N
F19,2,"128,520","171,947","69,556",811,356,722,246,"1,246","3,724",342,"5,359",N
F20,2,"96,180","144,966","16,263","1,002",651,902,155,341,"7,454",446,"2,302",N
F21,2,"93,217","155,223","33,252","3,104",471,468,339,301,"11,153",738,"1,206",Y
F22,2,"93,830","134,885","21,889",980,"1,207",572,431,92,"18,600",832,"4,555",N
F23,2,"146,457","183,842","75,052",-873,"1,076","1,068",286,"2,165","18,122",742,"4,420",N
F24,2,"109,942","138,179","23,542","3,515",142,204,104,216,992,575,283,N
G1,2,"103,598","143,115","43,237",-657,971,452,179,409,"16,656",321,"3,404",N
G2,2,"86,993","120,319","29,420","1,392",977,285,-35,384,"7,398",307,"1,001",N
G3,2,"119,462","149,980","24,730","1,746",763,569,129,244,"20,196",326,"4,704",N
G4,2,"129,946","173,601","43,920","3,803","1,165",951,175,345,"23,572","1,077","5,451",N
G5,2,"97,463","158,620","25,730","3,364",220,833,11,344,"15,750",735,328,N
G6,2,"61,319","116,144","15,837","1,135",371,571,56,164,"6,075",238,763,Y
G7,2,"101,372","137,203","22,443",922,799,550,456,168,"18,370",587,"4,530",Y
G8,2,"109,320","137,288","15,652","1,927",809,614,6,82,"9,083",286,"4,614",N
G9,2,"123,769","179,089","94,228","-1,991","1,535",786,209,"1,691","34,334",539,"6,821",N
G10,2,"89,848","128,949","18,237","1,218",437,287,63,57,"12,258",262,"1,748",N
G11,2,"79,828","112,411","12,991","1,290",36,24,20,130,242,366,134,N
G12,2,"121,177","163,290","42,251",-466,940,680,105,290,"20,407",-117,"20,252",N
G13,2,"94,836","154,207","74,209","1,371",766,963,238,"1,541","5,831",642,"1,496",N
G14,2,"65,507","102,824","12,239","1,186",76,160,-59,122,"1,086",143,91,N
G15,2,"117,416","145,923","19,155",437,285,395,77,317,"4,547",277,473,N
G16,2,"74,632","115,637","21,034",358,377,392,100,558,"1,901",315,618,N
G17,2,"104,076","138,542","21,292","2,117",966,432,-37,127,"14,836",443,"6,286",Y
G18,2,"86,522","123,278","44,878","1,810",340,793,301,"1,645","1,987",338,"1,942",N
G19,2,"119,198","151,086","21,025","2,121",510,519,96,154,"13,277",178,"1,462",N
G20,2,"105,212","143,734","21,329",-810,634,880,223,210,"25,920",148,"7,910",N
G21,2,"88,922","124,097","25,631",814,171,255,-3,409,"3,075",305,441,N
G22,2,"87,977","115,233","28,456","1,105",81,280,120,506,982,300,610,N
G23,2,"94,486","121,366","39,068","1,138",212,502,-14,582,"3,464",314,668,N
G24,2,"127,723","163,895","39,123","1,388",803,836,-1,241,"14,399",549,"9,082",N
H1,2,"114,852","144,018","33,176","7,833",242,"2,266",403,327,"3,349","1,729",519,N
H2,2,"114,420","143,421","33,969",82,990,974,152,171,"20,900",296,"5,298",N
H3,2,"77,702","133,488","27,091","2,895",255,788,-61,291,"22,400",368,"2,585",N
H4,2,"77,829","110,870","35,553",417,668,760,12,438,"6,963",471,746,N
H5,2,"98,683","137,872","22,647",556,365,503,-52,261,"7,220",255,"3,802",N
H6,2,"98,512","141,568","23,387","1,483",481,390,-44,367,"9,726",174,"4,070",N
H7,2,"88,428","125,048","20,566","1,595",538,657,73,288,"9,664",394,778,N
H8,2,"92,138","142,428","48,644","-1,651","1,483",305,332,-161,"28,708",-74,"32,299",N
H9,2,"96,461","153,449","35,698","1,772",345,806,28,611,"16,342",443,760,N
H10,2,"99,255","148,268","36,666","3,500","1,044",524,152,211,"25,423",668,"8,007",N
H11,2,"109,417","156,321","18,383","1,270",210,526,203,196,"7,670",565,"2,985",N
H12,2,"89,254","140,756","33,448",-55,728,557,261,437,"14,999",374,"3,133",N
H13,2,"94,370","128,618","23,448",599,640,475,37,293,"8,756",336,"4,121",N
H14,2,"98,071","134,550","23,117","1,475",-134,388,77,242,"5,521",220,873,N
H15,2,"96,980","129,836","45,872",134,254,498,125,214,"19,144",226,"6,112",N
H16,2,"89,093","118,938","31,466","1,341","1,747","1,019",732,"1,055","6,151",299,"1,018",N
H17,2,"139,837","169,946","27,308","2,374",573,646,60,275,"14,538",200,"1,550",N
H18,2,"103,964","130,238","23,263","3,587",241,377,158,310,"1,726",468,477,N
H19,2,"66,865","126,193","29,539","3,005",418,402,-47,429,"2,689",679,474,N
H20,2,"105,776","131,809","30,889","1,928",156,446,315,998,"1,677",444,"1,092",N
H21,2,"126,299","163,930","44,211",791,626,495,22,835,"5,163",378,"1,124",N
H22,2,"79,604","108,505","16,449","1,018",114,440,147,284,"3,145",93,"1,542",N
H23,2,"101,700","133,873","14,161","1,842",335,513,188,150,"7,209",193,384,N
H24,2,"86,428","121,901","18,119",758,534,521,-64,190,"14,685",493,911,N
I1,2,"94,449","138,125","21,848","1,814",135,146,53,281,"4,197",291,388,N
I2,2,"99,503","135,302","44,689",-724,"1,017",562,-24,322,"13,928",198,"6,700",N
I3,2,"79,818","119,093","28,678","1,774",370,272,196,329,951,394,456,N
I4,2,"81,697","114,796","18,549","1,070",177,165,146,229,"4,289",170,240,N
I5,2,"94,684","127,028","21,327","1,215",184,274,-104,241,756,273,218,N
I6,2,"93,700","144,882","32,121","3,527",195,380,10,316,"6,797",674,338,N
I7,2,"114,858","141,300","36,972",827,790,995,360,372,"9,699",694,"1,795",N
I8,2,"139,912","181,537","26,388","2,796",208,271,-10,344,"3,694",467,382,N
I9,2,"124,864","160,512","33,486","3,076",618,"1,044",-58,397,"11,510",419,494,N
I10,2,"118,008","147,220","38,795","1,339",849,895,206,"1,356","4,208",560,"1,840",N
I11,2,"67,484","125,033","33,021",547,191,696,126,749,"7,010",296,"1,713",N
I12,2,"104,985","135,204","21,663","2,277",820,499,110,283,"8,706",420,"1,382",N
I13,2,"90,347","136,350","25,069","1,675",816,240,30,178,"15,530",371,"4,911",N
I14,2,"90,829","116,504","16,903",515,737,285,306,222,"14,994",-28,"2,802",N
I15,2,"121,948","163,459","37,216","2,234",245,318,28,454,"12,094",440,"2,240",N
I16,2,"89,449","138,337","15,715",994,434,159,-54,151,"3,251",400,284,N
I17,2,"91,343","132,334","19,030","1,868",271,265,-80,236,"9,307",273,"3,475",N
I18,2,"125,862","158,539","37,572",-64,493,586,172,138,"24,450",139,"6,358",N
I19,2,"93,971","132,029","37,756",-660,959,"1,144",130,233,"21,723",216,"7,027",N
I20,2,"88,278","127,289","49,200",263,621,377,143,714,"14,402",321,"1,200",N
I21,2,"84,871","118,191","18,621","1,440",346,236,-115,314,"2,395",237,368,N
I22,2,"110,436","141,699","41,996",-333,445,658,211,"1,023","9,427",435,"1,060",N
I23,2,"75,081","108,467","28,244",48,523,410,143,719,"4,193",164,749,N
I24,2,"98,067","130,584","24,149","1,124",532,345,-1,140,"8,555",382,"3,472",N
J1,2,"103,889","142,445","19,549","2,944",544,306,-62,-37,"16,494",679,"5,797",N
J2,2,"65,857","121,113","19,658","1,236",8,342,159,130,"12,515",454,"2,405",Y
J3,2,"83,764","120,211","18,044","1,279",313,320,17,180,"8,885",322,532,N
J4,2,"98,800","128,973","18,388",825,439,326,176,-105,"4,910",280,"6,481",N
J5,2,"109,091","141,362","16,647","2,561",522,526,57,215,"8,587",131,800,N
J6,2,"88,219","141,454","24,910",721,297,739,-103,588,"9,099",289,592,N
J7,2,"105,967","140,999","16,466",858,554,471,73,300,"11,035",242,"1,775",N
J8,2,"85,078","124,141","16,696","1,121",334,771,17,201,"11,790",321,"1,520",N
J9,2,"118,141","150,313","27,523",427,862,"1,030",155,65,"13,913",436,"6,128",N
J10,2,"99,247","134,260","39,080","-1,659","1,332",892,-43,498,"21,722",418,"1,767",N
J11,2,"85,174","113,157","20,238","1,203",348,248,192,316,"6,457",510,465,N
J12,2,"92,757","131,579","23,701",15,"1,031",464,-74,35,"20,302",223,"4,555",N
J13,2,"86,204","117,482","13,376","1,430",141,144,37,213,82,403,312,N
J14,2,"109,105","151,772","39,685",-126,746,670,65,719,"19,181",289,769,N
J15,2,"83,937","115,938","17,452",716,472,401,13,56,"11,381",176,"5,745",N
J16,2,"115,810","168,826","26,223",-667,600,510,64,247,"20,053",264,"4,927",N
J17,2,"140,178","191,020","21,668","1,322",760,490,118,301,"9,878",368,"1,191",N
J18,2,"107,222","152,163","41,517",600,"1,144","1,690",321,564,"26,483",311,"5,153",Y
J19,2,"104,287","127,805","20,618","2,737",502,471,58,177,"9,518",303,"5,209",N
J20,2,"132,943","170,310","35,960",-207,813,703,134,285,"14,076",417,"4,869",N
J21,2,"103,980","136,060","26,725",-39,659,231,-93,-123,"19,648",140,"8,247",N
J22,2,"98,197","130,038","17,862","1,226",586,355,34,255,"8,357",123,"1,101",N
J23,2,"120,034","173,287","80,132",-337,"1,499",786,125,"1,881","10,694",280,"13,268",N
J24,2,"91,373","149,392","39,470",-173,834,858,-6,553,"17,299",343,"3,870",N
K1,2,"58,237","96,398","17,901",-247,487,426,214,538,"7,346",369,817,N
K2,2,"105,464","135,173","21,125","2,292",565,477,-65,193,"14,997",592,"2,191",N
K3,2,"85,486","123,496","17,447","2,232",143,707,0,241,"5,408",104,293,N
K4,2,"97,616","128,193","16,964","1,340",789,475,-90,117,"12,621",305,"1,970",N
K5,2,"85,685","115,721","15,685","2,485",120,157,31,114,500,355,184,N
K6,2,"96,870","133,192","19,572","3,189",57,141,0,191,"1,510",324,201,N
K7,2,"88,571","127,437","44,046","1,444",694,679,149,"1,104","12,615",935,"1,293",N
K8,2,"91,504","132,952","32,949","2,669",85,348,-70,555,655,399,644,N
K9,2,"118,408","157,871","23,379","1,014",328,912,-20,43,"20,253",255,"4,277",N
K10,2,"96,205","138,554","31,046",-766,993,671,-98,102,"22,879",69,"11,203",N
K11,2,"104,350","136,960","28,394","2,860",51,520,-100,150,"1,245",181,"1,124",N
K12,2,"128,725","171,243","57,801",-435,"1,049",575,304,124,"27,310",332,"10,834",N
K13,2,"133,062","170,329","59,666",-831,436,537,-48,32,"38,456",134,"24,094",N
K14,2,"91,877","129,112","17,614","2,447",770,629,-46,278,"15,138",657,"1,288",N
K15,2,"84,317","124,748","16,121","1,197",374,486,-24,334,"6,139",333,624,N
K16,2,"87,235","111,508","18,983","1,449",392,301,147,195,"10,206",371,199,N
K17,2,"79,778","114,213","19,642",690,414,"1,058",97,351,"4,600",297,457,N
K18,2,"94,340","124,417","21,401",677,258,226,-115,-46,"8,015",65,"6,114",N
K19,2,"78,101","115,246","24,901","3,276",634,"2,050",261,161,"8,013","1,439",263,N
