Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
K20,2,"91,787","130,042","21,683","2,223",95,325,81,467,"2,211",456,480,N
K21,2,"114,614","141,444","15,686","2,913",506,355,225,25,"6,636",745,"4,969",Y
K22,2,"100,183","137,655","26,390","3,994",130,232,28,274,"1,372","1,064",344,N
K23,2,"101,139","141,966","22,620",-8,608,363,262,345,"13,940",269,"1,108",Y
K24,2,"93,206","128,342","30,805",576,685,352,-41,139,"11,267",159,"3,109",N
L1,2,"78,625","112,781","16,022","2,383",453,200,41,268,895,607,377,N
L2,2,"117,281","149,266","24,996",971,582,823,123,561,"15,433",504,"2,146",N
L3,2,"118,771","167,127","28,532","1,025",36,938,-96,551,"24,257",510,638,N
L4,2,"84,190","127,802","16,082",724,-65,212,-14,-6,"10,647",232,"3,594",N
L5,2,"131,748","167,292","30,965","1,832",226,470,110,277,"14,435",530,"4,188",N
L6,2,"101,573","140,588","31,803","1,702",836,597,-3,464,"9,802",803,573,N
L7,2,"85,036","128,717","23,000","2,601",168,219,165,430,170,432,543,N
L8,2,"98,677","136,476","20,541",776,600,697,153,253,"9,016",645,"1,190",N
L9,2,"125,907","160,631","31,017","1,278",700,809,-56,400,"15,878",210,"5,794",N
L10,2,"65,692","113,687","25,129","1,038",297,180,53,159,"1,280",138,199,N
L11,2,"94,475","137,053","30,770","1,359",978,108,66,-539,"25,663",502,"20,879",N
L12,2,"70,364","115,063","42,638",434,339,481,144,733,"8,175",223,"1,526",N
L13,2,"100,288","133,595","21,515","1,947",184,134,161,214,"5,660",515,203,N
L14,2,"71,903","112,418","12,670","1,006",22,95,56,148,260,348,251,N
L15,2,"90,884","129,965","24,222","4,983",147,420,49,315,"4,394",269,565,N
L16,2,"89,705","134,911","41,104",651,121,819,125,475,"14,683",291,"2,308",N
L17,2,"110,302","141,427","27,658","-1,449",276,"1,093",-32,308,"25,160",87,"5,091",N
L18,2,"87,114","118,542","12,857","1,400",99,145,72,203,"1,225",193,288,N
L19,2,"107,219","132,009","50,655","-1,112",461,473,67,"1,133","14,094",463,"3,138",N
L20,2,"132,592","176,908","28,826","5,050",340,622,216,325,"5,148",699,796,Y
L21,2,"73,245","105,111","18,623",450,118,133,126,236,"1,959",146,359,N
L22,2,"92,348","130,378","24,246",341,301,381,34,209,"16,868",99,"4,786",N
L23,2,"70,063","98,712","13,005","1,196",171,163,61,134,649,204,259,N
L24,2,"99,796","127,423","22,826","2,686",183,339,-9,299,"3,614",241,371,N
M1,2,"118,905","146,103","19,657","1,183",927,310,73,276,"13,349",383,"2,415",N
M2,2,"89,802","142,531","46,142","-1,245",990,662,13,319,"19,897",398,"9,776",N
M3,2,"101,773","128,473","34,166",543,-238,646,-41,422,"12,533",99,"3,685",N
M4,2,"96,624","141,079","29,666","2,017",655,503,-10,145,"14,248",202,"6,020",N
M5,2,"88,823","120,579","30,309",486,362,520,228,838,"2,005",436,"1,288",N
M6,2,"95,076","131,843","24,285",-164,567,801,62,381,"13,478",451,470,N
M7,2,"74,466","105,969","17,266","1,792",149,114,308,174,"1,867",290,233,N
M8,2,"108,158","143,104","30,639","-1,004",-432,468,-10,202,"19,604",3,"11,164",N
M9,2,"94,683","137,327","24,043",721,402,798,162,157,"10,483",20,"7,501",N
M10,2,"96,129","143,072","28,880","2,781",322,385,184,245,"10,394",878,304,N
M11,2,"93,892","152,683","65,919","-1,844",179,475,424,43,"45,599",217,"31,448",N
M12,2,"118,784","151,919","60,153",-102,400,731,112,933,"12,244",271,"6,277",N
M13,2,"108,148","138,795","32,526","1,486",656,684,-37,153,"24,477",21,"7,392",N
M14,2,"86,738","119,108","18,445","1,915",291,242,38,248,"1,370",495,330,N
M15,2,"91,680","144,863","21,839",373,"1,411",557,83,142,"17,906",148,"3,761",N
M16,2,"86,160","126,590","20,389",422,466,667,-15,159,"16,757",140,"3,689",N
M17,2,"94,226","122,359","36,938",428,253,478,-56,863,"1,772",272,926,N
M18,2,"81,481","122,566","20,515",409,564,381,49,104,"15,348",314,"4,093",N
M19,2,"110,544","142,802","24,241","1,210",461,505,56,314,"18,551",422,"3,389",N
M20,2,"102,425","141,222","55,382",36,"1,114","1,138",73,"1,831","18,667",786,"3,433",N
M21,2,"67,816","104,611","14,426",719,56,126,53,138,306,156,267,N
M22,2,"106,523","156,232","27,842","1,701",707,"1,196",-25,317,"19,662",542,"1,485",N
M23,2,"121,834","152,735","28,340","3,649",641,370,-28,348,"2,525",589,569,N
M24,2,"123,874","177,746","64,377","-1,027","1,196",897,128,797,"15,221",508,"9,982",N
N1,2,"120,294","156,666","28,986",757,475,734,214,443,"16,020",277,767,N
N2,2,"104,490","145,411","38,733","1,362",687,"2,091",189,830,"11,369","1,498",901,N
N3,2,"91,128","127,444","30,916","1,238",365,604,-23,303,"8,769",259,"1,199",N
N4,2,"109,992","167,013","34,381","2,347",713,686,27,397,"22,173",881,"3,281",N
N5,2,"77,877","109,931","15,669",-183,499,340,63,2,"20,266",-24,"7,617",N
N6,2,"81,315","130,742","26,406","3,517",131,415,201,318,"2,751",377,760,N
N7,2,"99,069","142,817","34,573","-1,165",671,624,379,845,"14,538",291,"4,653",N
N8,2,"95,436","132,373","17,843","1,806",135,318,-48,265,828,214,692,N
N9,2,"96,932","124,433","19,787","3,028",-31,129,108,206,"2,077",395,255,N
N10,2,"91,665","122,770","28,286",784,141,567,-62,479,"4,206",355,364,N
N11,2,"75,951","141,118","47,384",377,446,682,151,924,"5,384",399,"4,474",N
N12,2,"80,086","115,190","15,369",425,883,569,-118,138,"17,324",221,"1,735",N
N13,2,"76,897","126,330","42,709",-513,251,792,175,688,"15,017",182,"5,560",N
N14,2,"105,122","140,126","40,755",77,557,336,104,433,"8,035",230,"1,436",N
N15,2,"106,853","133,151","31,876",472,"1,965",565,41,511,"11,026",231,"5,079",N
N16,2,"90,882","123,329","20,439","3,316",-7,121,24,51,"1,515",133,33,N
N17,2,"111,337","151,508","28,241","2,468",669,481,124,103,"12,247",422,"6,866",N
N18,2,"95,022","127,493","20,523","1,376",113,141,10,235,723,216,276,N
N19,2,"90,896","125,783","22,847","3,240",113,176,16,321,549,179,474,N
N20,2,"80,415","116,150","32,210","-1,809","1,271",305,365,-69,"24,472",-24,"18,329",N
N21,2,"88,644","120,616","16,422","1,951",171,187,56,163,"2,551",295,215,N
N22,2,"90,212","126,853","34,153","1,911",79,404,175,706,"2,018",434,936,N
N23,2,"102,321","136,774","19,804","2,388",925,320,-128,184,"13,751",536,"6,038",N
N24,2,"108,736","136,325","46,232","1,163",712,615,0,626,"11,303",604,"1,091",N
O1,2,"95,869","128,177","45,195",-308,619,505,19,912,"16,295",304,"4,615",N
O2,2,"124,460","154,244","24,851","1,675","1,357",655,114,140,"14,398",520,"10,717",N
O3,2,"85,310","128,751","70,803",-586,833,597,183,"1,370","11,463",459,"1,537",N
O4,2,"108,604","151,758","37,854","1,412",636,798,69,452,"14,856",460,"1,920",N
O5,2,"92,451","125,638","33,367",632,536,633,430,912,"6,781",216,"2,457",N
O6,2,"77,501","130,878","33,702","1,029",459,406,272,306,"15,002",107,"3,125",N
O7,2,"119,236","164,441","26,430",263,-30,547,40,531,"13,095",220,718,N
O8,2,"76,071","112,351","13,825","1,349",414,184,89,-9,"9,600",422,"3,406",N
O9,2,"92,376","121,234","37,238",537,365,465,144,750,"3,738",699,"1,030",N
O10,2,"109,536","148,133","56,570",-692,926,535,332,384,"29,155",187,"15,976",N
O11,2,"98,460","146,556","23,693",443,524,380,186,89,"22,174",86,"5,615",N
O12,2,"78,478","130,786","30,005","1,449",442,419,188,511,"13,964",349,577,N
O13,2,"65,807","112,563","27,829","1,602",121,249,69,214,731,209,405,N
O14,2,"121,823","147,192","37,855",677,916,614,-100,378,"10,673",736,"4,310",N
O15,2,"91,463","122,810","16,399","1,531",71,176,51,324,"1,657",186,345,N
O16,2,"81,963","123,393","21,956",953,360,965,45,454,"12,612",339,461,N
O17,2,"90,572","122,109","25,593",214,687,557,51,501,"11,944",280,948,N
O18,2,"79,528","119,392","14,819",896,693,208,134,128,"10,190",57,"1,308",N
O19,2,"119,110","172,558","45,741","4,168",-127,"2,254",147,"1,017","11,255",117,"1,188",Y
O20,2,"107,287","142,490","26,697",-203,860,691,73,17,"13,830",118,"9,364",N
O21,2,"114,262","151,667","32,367","1,297",621,784,243,"1,041","14,171",570,"1,398",N
O22,2,"100,955","136,913","28,002","1,374",185,462,183,772,"2,280",678,929,N
O23,2,"79,033","110,526","18,617","1,534",71,130,60,243,993,419,140,N
O24,2,"117,510","154,741","30,476",681,"1,029",597,188,469,"9,138",980,"2,773",N
P1,2,"72,589","111,428","13,907",832,417,492,59,156,"9,219",337,"1,600",N
P2,2,"88,719","118,523","18,388","1,230",110,120,-6,189,"1,482",256,257,N
P3,2,"89,838","123,616","20,701",268,448,672,46,136,"13,072",204,"4,374",N
P4,2,"99,868","129,824","25,568","1,949",62,195,96,365,460,612,466,N
P5,2,"90,139","131,402","20,298",187,428,549,35,31,"12,850",133,"8,438",N
P6,2,"105,240","137,615","23,367","1,454",348,312,35,336,"4,711",327,686,N
P7,2,"91,214","123,050","28,906",937,"4,458",836,143,525,"3,777",241,461,N
P8,2,"79,343","124,992","16,537",557,668,464,-151,357,"9,208",463,"1,337",N
P9,2,"114,970","171,797","106,500",-794,"1,065","1,286",238,"2,510","18,038",884,"5,627",N
P10,2,"102,144","149,459","65,592",-806,531,298,200,540,"14,825",215,"7,593",N
P11,2,"108,777","134,182","28,221","2,532",154,280,39,376,"1,383",533,419,N
P12,2,"61,349","98,532","11,281",905,-35,94,135,152,194,217,142,N
P13,2,"98,922","137,991","22,118",409,670,875,153,328,"8,776",226,474,N
P14,2,"125,997","163,794","35,675",472,93,856,-76,462,"25,285",362,"4,095",N
P15,2,"129,951","174,672","58,163","5,908",786,"1,587",386,563,"8,509",605,837,N
P16,2,"94,569","145,158","58,452","-1,592",241,794,23,553,"33,047",462,"7,947",N
P17,2,"94,882","135,946","25,293",792,379,360,128,239,"10,060",408,"4,420",N
P18,2,"71,854","125,638","27,181","1,053",70,563,82,394,"1,193",149,438,N
P19,2,"76,222","108,629","11,487",59,140,538,32,126,"12,307",142,"2,452",N
P20,2,"103,037","137,179","28,972","1,699",174,112,176,149,"5,076",271,491,N
P21,2,"101,341","148,437","37,561",-331,489,929,78,541,"20,241",182,"3,266",N
P22,2,"87,678","121,438","15,059","1,025",85,334,161,61,"12,241",27,"2,594",N
P23,2,"76,711","107,293","19,144","1,588",656,585,5,375,"8,769",287,557,N
P24,2,"117,905","151,235","75,628",827,596,"1,170",295,"2,147","5,465",860,"2,732",N
