Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
E7,4,"109,510","123,035","36,653","1,410",474,896,111,663,891,257,673,N
E8,4,"94,185","117,830","17,449","1,437",-6,219,56,264,"2,191",285,"3,422",N
E9,4,"91,594","121,741","48,053",264,344,526,376,"1,285","5,675",169,"7,070",N
E10,4,"85,353","123,255","62,102",230,85,443,56,"1,076","3,264",286,"1,336",N
E11,4,"90,744","148,020","53,398","1,426",303,951,60,"1,556","2,815",521,"1,875",N
E12,4,"105,126","135,482","57,665",678,114,985,128,"1,619","5,034",341,"10,755",N
E13,4,"86,800","134,071","44,414","1,248",74,587,4,979,"3,326",344,"7,682",N
E14,4,"98,817","126,754","42,116",606,171,701,154,927,"4,446",116,"8,417",N
E15,4,"141,819","194,469","90,686","12,074",365,"1,161",325,"2,046","3,055",-30,"28,796",Y
E16,4,"50,301","108,564","38,496",714,109,462,277,535,430,162,"1,568",N
E17,4,"113,491","145,246","79,911","2,625",177,"1,154",142,"1,969","1,411","1,301","6,397",N
E18,4,"94,115","129,505","56,624",461,233,789,158,"1,553","3,642",499,"2,941",N
E19,4,"52,987","93,062","30,750",204,190,279,"2,312","1,266","4,477",265,"2,217",N
E20,4,"120,586","168,333","83,022",830,315,"2,187",126,"1,220","2,509",472,"3,929",N
E21,4,"90,750","123,775","36,204",295,62,287,109,437,"2,585",281,627,N
E22,4,"92,311","129,333","65,799",385,267,893,"4,844","1,936","6,437",641,"3,939",N
E23,4,"85,432","136,333","39,184",603,107,613,85,707,"5,875",203,"1,744",N
E24,4,"132,660","183,825","89,528","3,593",-77,"1,088",119,"1,109","2,298",816,"2,344",N
F1,4,"101,089","136,586","73,972","2,143",143,"1,937",819,"1,517","5,590",415,"1,867",N
F2,4,"47,653","97,188","26,197",250,171,418,200,796,"2,135",330,880,N
F3,4,"98,045","140,481","68,252","1,775",382,915,123,"1,887","2,697",579,"6,877",N
F4,4,"40,055","93,590","24,696",976,159,220,413,"1,536","1,049",107,"3,335",N
F5,4,"87,231","114,601","62,551",773,189,"1,401","2,098",997,"2,873",561,"9,120",N
F6,4,"103,054","120,043","20,663","1,701",-15,490,5,356,"1,233",376,"10,204",N
F7,4,"98,523","147,980","56,058","1,107",376,985,310,"1,581","5,222",359,"5,663",N
F8,4,"118,172","159,222","50,158","2,429",126,958,234,"1,079",485,438,"1,217",N
F9,4,"83,197","135,463","58,659",629,227,529,316,"1,358","4,078",305,"5,274",N
F10,4,"87,639","124,104","45,803",279,103,"1,024",34,987,"2,269",359,"1,427",N
F11,4,"80,432","143,425","46,667",436,126,"1,478",14,"1,068","2,457",520,"4,210",N
F12,4,"95,726","127,270","22,017","1,238",111,417,39,458,"3,717",77,"6,986",N
F13,4,"114,346","141,063","70,066",851,191,832,160,"1,481","6,411",531,"31,968",N
F14,4,"131,172","182,276","92,372",665,127,"1,018",250,"1,128","5,486",614,"38,313",N
F15,4,"92,253","151,762","25,887","2,820",152,454,60,711,"1,216",159,"6,005",N
F16,4,"126,745","151,665","38,874","2,333",1,226,202,440,939,541,"2,850",N
F17,4,"71,010","126,291","55,126","4,163",346,549,21,826,"4,601","1,161","3,247",N
F18,4,"92,898","125,250","69,029",372,298,880,82,"2,574","5,901",177,"12,060",N
F19,4,"133,722","174,887","102,516",349,363,"1,763",424,"2,231","6,850",530,"2,655",N
F20,4,"124,597","139,397","18,991","2,980",0,341,101,201,928,344,"2,313",N
F21,4,"148,798","184,491","54,692","7,370",158,"1,005","1,226","1,527","17,287",594,"7,645",N
F22,4,"100,726","132,594","25,481","3,422",80,339,5,424,807,176,"3,585",N
F23,4,"95,677","139,844","57,266",172,184,959,112,"1,913","4,251",493,"8,739",N
F24,4,"54,720","89,681","12,288",128,-2,104,18,127,516,166,"5,619",N
G1,4,"70,537","111,507","37,305","1,231",104,603,66,722,"1,070",359,608,N
G2,4,"88,891","107,741","23,149","1,519",-13,332,35,195,"1,464",257,462,N
G3,4,"89,018","129,720","25,677",921,69,570,103,608,"2,069",156,"1,186",N
G4,4,"101,616","126,060","28,467","1,001",43,459,-25,338,"9,210",168,301,N
G5,4,"95,874","128,889","29,883","1,186",77,586,-59,642,"2,539",416,"16,768",N
G6,4,"81,161","113,762","48,971",480,96,559,37,887,"2,218",305,"2,804",N
G7,4,"92,227","140,090","33,078","1,324",80,385,2,423,"1,139",189,"1,673",N
G8,4,"129,855","154,192","30,741","1,097",70,634,43,517,"2,143",141,877,N
G9,4,"113,732","132,223","49,443","1,867",-8,562,47,790,791,193,"4,520",N
G10,4,"166,412","204,934","58,631","3,805",377,881,140,"1,582","2,855","1,178","1,613",N
G11,4,"96,923","155,380","41,411","2,301",77,665,1,954,"2,170",594,"8,384",N
G12,4,"101,488","117,401","35,455","1,297",6,770,132,"1,005","1,281",411,891,N
G13,4,"58,825","105,421","37,302",515,247,734,53,"1,442","2,442",253,"4,980",N
G14,4,"97,502","138,802","55,169",670,198,881,5,"1,420","3,529",176,"16,800",N
G15,4,"91,577","143,141","47,572","2,345",-10,452,-26,690,"1,907",387,"4,909",Y
G16,4,"80,521","105,968","20,138",420,68,320,47,521,"2,098",63,"4,834",N
G17,4,"88,641","130,941","53,762",375,173,631,195,839,"4,119",241,"3,532",N
G18,4,"169,738","202,600","45,974","6,660",370,765,164,996,"2,652","1,832","4,150",N
G19,4,"96,700","139,389","24,801","2,102",81,493,22,499,"1,370",124,648,N
G20,4,"76,547","106,581","16,880","1,353",-6,116,9,126,"2,665",363,"2,850",N
G21,4,"107,675","127,568","46,089",396,130,"1,539",196,"1,877","3,014",266,"3,272",N
G22,4,"49,075","90,807","35,264",111,12,346,18,673,688,198,900,N
G23,4,"100,315","122,250","42,359","1,891",148,365,45,480,218,193,"1,479",N
G24,4,"93,339","124,240","33,924",427,275,465,"2,677","1,443","3,729",-40,"1,801",N
H1,4,"72,379","128,256","54,639","1,431",410,828,181,"1,753","2,748",111,"15,841",N
H2,4,"92,975","142,521","63,521","2,310",448,"1,099",496,"2,442","3,380",-118,"27,821",N
H3,4,"64,516","115,874","36,182",322,347,"1,132",-2,"1,038","3,752",224,"1,708",N
H4,4,"100,991","129,198","45,155",817,-22,522,-46,541,"2,849",199,"3,002",N
H5,4,"41,384","104,346","22,124",136,66,59,732,116,460,120,123,N
H6,4,"75,564","120,740","46,391",889,88,534,159,"1,081","2,099",319,"1,530",N
H7,4,"87,731","129,197","56,894",208,160,659,129,"1,124","2,343",327,"1,543",N
H8,4,"123,769","155,291","91,662",832,489,"1,073",770,"2,158","12,417",-327,"26,578",N
H9,4,"66,096","124,681","53,510","2,418",396,"1,516",410,"2,136",877,643,"1,861",N
H10,4,"99,445","135,840","52,130","1,087",147,"1,121",151,"1,507","1,896",539,"1,429",N
H11,4,"98,967","144,688","79,390","1,645",245,958,"1,841","1,545","1,670",334,"1,690",N
H12,4,"101,846","148,228","59,811","4,423",329,794,117,806,"2,442",657,"1,252",N
H13,4,"92,898","123,420","46,767","1,017",203,"1,824",85,916,"10,817",710,"9,042",N
H14,4,"37,069","86,450","25,944",-16,63,238,416,896,55,270,468,N
H15,4,"124,975","156,756","55,895","4,967",188,731,66,696,"1,474","1,067","5,896",N
H16,4,"111,003","133,165","87,950","2,234",209,"1,076","1,504","1,586","1,021",602,"1,415",N
H17,4,"114,672","135,048","25,789","1,793",89,441,121,542,"5,795",338,"1,770",N
H18,4,"64,467","109,596","43,323",477,143,"1,199",63,"1,127","1,661",374,986,N
H19,4,"149,433","175,481","50,300","3,058",243,972,94,"1,243","2,852",481,"4,271",N
H20,4,"123,422","142,795","26,535","2,285",25,351,-23,349,"1,159",371,"1,888",N
H21,4,"94,221","138,665","57,139",309,95,335,36,565,"4,018",340,"6,657",N
H22,4,"72,349","113,908","51,863",823,119,"1,231",45,"1,470","1,703",330,"1,362",N
H23,4,"97,094","150,793","80,752","2,934",136,"1,053",29,"1,715","1,242",445,"6,247",N
H24,4,"86,204","135,781","37,886","3,304",212,443,208,756,"1,244",518,"3,734",N
I1,4,"76,977","117,616","47,727",142,46,338,600,519,245,247,868,N
I2,4,"36,134","97,934","19,411",9,163,62,"3,332",139,"3,402",97,175,N
I3,4,"75,261","113,614","37,493",185,198,473,39,"1,078","1,602",26,"11,948",N
I4,4,"65,342","110,648","54,953",364,61,594,59,"1,218","2,819",-38,"10,722",N
I5,4,"54,767","114,992","36,733",31,66,114,482,123,115,182,152,N
I6,4,"112,545","148,681","84,849",43,170,"1,337",188,"2,419","4,907",-24,"16,441",N
I7,4,"100,891","150,232","87,330",911,131,"1,242",93,"1,727","5,206",585,"2,424",N
I8,4,"51,486","99,767","28,739",262,195,335,782,346,153,137,583,N
I9,4,"29,983","91,462","17,246",641,18,160,724,"1,349",973,142,"2,578",N
I10,4,"126,960","166,666","36,217","2,951",144,507,8,665,"2,283",445,"8,971",N
I11,4,"107,636","142,699","41,872","4,322",126,558,215,508,267,465,"2,157",N
I12,4,"129,294","140,675","45,537","3,965",211,975,130,858,"1,718",265,959,N
I13,4,"68,162","123,076","45,495","1,289",242,818,34,"1,320","3,136",265,"1,731",N
I14,4,"86,325","143,146","72,955","4,834",335,914,264,"1,253","1,188",469,"1,413",N
I15,4,"82,317","134,990","41,839",571,36,738,-15,740,"3,965",203,"8,794",N
I16,4,"108,170","164,644","59,489","3,964",61,703,19,696,"3,619",611,"8,527",N
I17,4,"116,490","131,841","31,380","2,481",-6,514,61,646,492,249,"2,727",N
I18,4,"92,838","136,040","42,293","2,547",125,666,-38,"1,030","1,687",566,"1,349",N
I19,4,"93,776","115,175","20,794",953,37,381,-31,288,"2,061",4,"6,430",N
I20,4,"107,919","134,212","44,458",886,176,"1,182",149,"1,029","5,496",190,681,N
I21,4,"103,038","132,188","35,672",633,135,554,2,362,"1,634",226,308,N
I22,4,"32,143","86,305","11,188",-130,94,22,"2,979",454,"1,622",138,59,N
I23,4,"58,341","104,386","39,186",376,169,796,"1,485","1,996","6,871",166,949,N
I24,4,"106,537","115,439","21,339","2,288",18,563,26,274,"2,324",4,"4,556",N
J1,4,"67,858","133,805","37,945",993,225,845,-37,900,"2,082",433,"1,243",N
J2,4,"106,980","149,511","41,844","2,520",117,700,-47,753,"3,332",544,"11,892",N
J3,4,"132,512","154,847","49,361","3,239",174,568,361,638,103,120,"5,074",N
J4,4,"153,490","184,010","116,711",421,396,"3,231",137,"2,401","8,024",849,"2,575",N
J5,4,"89,592","125,427","49,833","2,494",163,655,1,876,410,764,"1,650",N
J6,4,"96,841","115,051","34,067","1,462",101,443,98,333,872,217,318,N
J7,4,"78,822","108,053","27,681",773,91,577,111,659,"1,508",293,661,N
J8,4,"97,943","148,045","62,996",929,240,625,-25,999,"3,382",279,"2,639",N
J9,4,"77,570","136,407","68,262",893,146,904,235,"2,061","2,605",171,"12,616",N
J10,4,"71,563","125,806","45,289",623,155,758,-14,852,"3,883",392,"5,315",N
J11,4,"86,169","131,023","51,879",819,11,658,-110,789,"5,804",337,"4,741",N
J12,4,"161,380","195,873","42,586","2,654",160,501,45,815,683,709,"7,486",N
J13,4,"71,786","110,100","34,056","1,213",127,712,129,"1,027","2,440",269,"6,179",N
J14,4,"88,053","112,204","59,438",351,214,891,39,"1,957","3,553",386,"4,196",N
J15,4,"142,701","168,669","44,356","2,941",82,902,140,857,"2,123",238,"1,007",N
J16,4,"57,037","105,346","40,747",167,260,374,665,"1,013","3,280",128,"2,848",N
J17,4,"101,695","116,008","26,439","2,228",50,458,-29,322,"1,600",668,310,N
J18,4,"87,059","127,276","40,610","4,432",154,861,174,874,"2,145",362,"4,522",N
J19,4,"106,995","135,661","26,765","3,697",63,601,-8,353,"2,354",334,"5,477",N
J20,4,"89,408","144,979","61,296",552,77,"1,339",336,"1,775","3,968",438,"3,017",N
J21,4,"141,460","155,400","42,301","3,570",8,500,130,617,"2,133",319,"6,207",N
J22,4,"84,942","114,911","36,047",438,-20,589,90,345,"1,862",232,358,N
J23,4,"83,230","134,264","44,028","3,527",214,505,187,"1,133","2,071",98,"14,140",N
J24,4,"124,825","142,136","27,913","2,100",34,500,-49,350,"1,919",126,"1,865",N
K1,4,"71,907","127,775","53,317",518,223,676,30,"1,061","3,513",382,"5,116",N
K2,4,"96,651","134,092","47,524",778,133,466,38,594,"3,058",263,"1,388",N
K3,4,"81,340","123,419","37,473",795,126,294,6,344,"2,419",133,390,N
K4,4,"58,253","110,299","26,942",315,129,373,10,815,"2,706",-32,"5,166",N
K5,4,"83,702","109,401","38,413","1,552",90,728,50,"1,452","1,990",472,"1,065",N
K6,4,"154,667","169,851","42,366","2,323",768,"1,165",222,964,163,621,825,N
K7,4,"131,865","144,294","84,357","1,108",147,"1,163",-23,"1,477","3,444",360,"4,597",N
K8,4,"68,713","109,771","62,939","1,192",239,789,196,"1,814","17,142",411,"6,719",N
K9,4,"90,700","153,913","46,363","2,739",168,"1,023",224,975,836,809,"3,567",N
K10,4,"53,163","90,928","14,907",455,-33,125,-76,-28,"1,497",147,"1,340",N
K11,4,"82,082","126,027","46,613",425,90,829,89,"1,154","2,936",310,"6,789",N
K12,4,"104,955","144,710","88,835","3,936",259,695,"1,019",577,"1,440",326,"2,231",N
K13,4,"137,079","161,797","36,074","5,127",132,508,185,742,"1,641",209,"8,978",N
K14,4,"77,656","111,980","56,357","1,250",336,490,"3,114","1,853","3,436",375,"13,348",N
K15,4,"69,404","128,440","49,492",3,235,594,118,642,"2,012",121,"3,328",N
K16,4,"81,802","117,511","36,710","1,115",106,374,"1,256",730,"2,067",1,"8,725",N
K17,4,"88,045","125,380","56,528","2,542",306,748,418,"1,052",831,375,"1,276",N
K18,4,"86,439","119,378","51,851",376,136,634,55,"1,114","2,191",352,"1,927",N
K19,4,"78,089","113,310","37,102","1,657",196,934,105,"1,297","1,575",180,"4,206",N
K20,4,"89,201","130,914","40,195",56,179,610,83,"1,228","3,108",-97,"16,562",N
K21,4,"107,912","135,989","35,725",275,98,642,-49,"1,300","6,196",78,"2,948",N
K22,4,"133,757","157,284","114,111","3,353",219,"1,085",815,"1,672","1,643",590,"7,089",N
K23,4,"92,639","125,625","28,762","1,811",115,669,110,577,"3,825",46,"9,462",N
K24,4,"81,884","113,099","16,422",984,169,670,125,668,"2,004",22,"3,157",N
L1,4,"121,734","151,695","63,905","1,325",230,"2,201",342,"2,566",587,665,"2,550",N
L2,4,"33,933","84,751","21,650",429,123,222,599,"1,298",730,135,661,N
L3,4,"101,512","133,185","66,554",271,89,596,130,"1,411","15,748",159,"4,541",N
L4,4,"198,323","225,804","73,848","3,323",270,"1,002",320,"1,374","4,074",594,"1,441",N
L5,4,"69,208","117,518","29,741","4,237",189,515,-37,620,"3,022",263,"8,518",N
L6,4,"64,060","115,663","44,557",470,361,"1,011",19,"1,658","8,913",179,"4,063",N
L7,4,"103,815","129,764","55,934",500,45,709,217,"1,606","5,721",86,"13,295",N
L8,4,"93,290","138,772","33,987","3,001",35,751,118,464,"1,272",188,390,N
L9,4,"93,306","136,774","45,589",383,231,"1,326",243,"1,678","2,125",521,"6,158",N
L10,4,"47,336","118,220","37,183",122,-31,748,67,"1,302","3,249",146,"3,064",N
L11,4,"83,233","109,922","57,540",180,67,567,201,"1,115","1,495",444,"5,178",N
L12,4,"67,648","113,911","50,308",121,106,632,400,"1,262",85,321,"1,322",N
L13,4,"103,011","139,039","36,105","3,269",34,620,28,841,"1,930",563,"3,003",N
L14,4,"75,188","131,751","40,379",767,6,879,158,"1,027","3,731",271,"4,005",N
L15,4,"37,387","88,894","21,404","1,395",28,390,"1,194","1,508","2,306",131,346,N
L16,4,"163,555","197,068","57,811","6,574",254,917,113,"1,205","1,748","1,538","2,713",N
L17,4,"45,282","108,109","35,288","3,275",218,596,"1,218","1,133","1,719",321,"1,965",N
L18,4,"29,058","85,381","15,704",-30,124,37,209,67,206,70,130,N
L19,4,"98,406","129,104","34,414","4,740",181,850,352,"1,633",618,"1,138","2,512",N
L20,4,"85,402","122,823","25,030","1,513",240,470,106,598,"3,247",-367,"12,838",N
L21,4,"78,876","135,391","69,779",598,343,"1,097",83,"2,045","6,391",110,"14,111",N
L22,4,"94,886","120,835","28,312",336,69,696,-49,790,"1,481",344,767,N
L23,4,"93,197","142,798","86,470","1,070",160,"1,064",6,"2,032","4,955",624,"10,090",N
L24,4,"123,564","172,645","77,423",441,294,"1,000","1,705","1,372","3,278",594,"4,022",N
M1,4,"105,130","138,008","55,152","1,185",67,740,25,937,"1,961",273,"6,927",N
M2,4,"110,833","129,713","36,428","3,716",198,959,66,963,"2,874",676,814,N
M3,4,"127,646","135,703","22,286","2,394",-46,383,-78,169,"1,303",235,"2,092",N
M4,4,"94,628","131,706","30,433","1,155",118,525,-31,477,"2,698",224,"6,667",N
M5,4,"94,185","135,719","56,504",691,13,"1,225",186,"2,227","2,555",557,"3,147",N
M6,4,"94,188","150,899","62,448","2,257",101,811,236,"1,241","5,131",493,"2,305",N
M7,4,"101,275","138,162","68,090",485,310,705,"1,818","1,251","1,245",273,"3,326",N
M8,4,"85,297","120,756","42,954","5,155","1,164",734,96,"1,706","2,313","3,846","4,298",N
M9,4,"119,095","133,554","20,608","1,895",244,288,-80,290,"3,504",294,"2,309",N
M10,4,"80,890","126,820","31,619",563,63,433,-99,754,"1,983",238,"1,502",N
M11,4,"65,526","97,873","55,787",390,225,605,986,"1,316",830,368,"1,168",N
M12,4,"111,997","148,406","52,195",270,134,633,148,"1,075","2,366",459,"3,147",N
M13,4,"59,642","96,245","9,085",289,64,105,46,144,106,52,361,N
M14,4,"88,744","150,586","69,437","1,323",302,983,375,"2,079","1,851",558,"6,327",N
M15,4,"92,370","146,430","55,953","4,709",328,"1,186",179,"1,541","5,432",683,"7,071",N
M16,4,"129,302","171,798","42,724","3,621",182,648,-70,852,887,"1,321","1,476",N
M17,4,"70,016","119,656","63,105",466,216,774,-45,"1,269","2,249",573,"7,069",N
M18,4,"102,308","115,587","22,333",752,63,412,-29,375,"2,047",379,337,N
M19,4,"83,816","126,050","39,159","1,541",71,523,142,564,552,330,671,N
M20,4,"130,985","161,479","31,271","4,386",129,561,71,665,785,802,"3,631",N
M21,4,"67,087","105,009","38,898",57,94,381,549,913,818,213,542,N
M22,4,"78,511","116,170","43,526",536,47,766,94,"1,242","2,363",238,"1,130",N
M23,4,"76,665","116,639","54,949",456,247,950,159,"1,992","2,689",378,"1,954",N
M24,4,"61,969","99,628","42,047",451,96,400,721,"1,834","2,779",128,"5,711",N
N1,4,"144,500","181,497","50,715","3,613",23,680,-60,944,"1,376",845,"1,347",N
N2,4,"78,802","117,095","35,820",611,174,607,118,933,"4,049",404,"1,013",N
N3,4,"106,691","156,321","35,211",655,107,563,347,"1,193","2,900",237,"3,905",N
N4,4,"126,174","153,927","51,669","1,322",86,707,13,563,"1,305",364,628,N
N5,4,"83,651","121,793","43,252",799,109,488,121,623,"3,715",238,738,N
N6,4,"92,250","112,151","20,193","2,231",45,507,61,383,"3,530",314,377,N
N7,4,"83,868","110,632","28,833",702,62,525,61,631,"3,150",106,"12,856",N
N8,4,"85,544","122,074","53,143",392,325,600,25,"1,484","3,737",448,"1,390",N
N9,4,"80,552","127,007","28,201",888,167,388,64,546,"7,252",199,"1,145",N
N10,4,"67,668","131,718","48,475","2,179",147,452,699,440,612,181,"3,446",N
N11,4,"93,892","127,757","38,452","1,742",80,514,346,846,761,224,"1,658",N
N12,4,"36,417","82,023","14,202",195,-37,58,120,74,"1,365",91,93,N
N13,4,"61,618","110,741","46,217",793,157,918,27,568,"1,452",345,481,N
N14,4,"111,407","158,309","57,263","3,019",142,565,-10,850,"1,957",443,"8,284",N
N15,4,"116,053","156,636","51,778","4,740",172,643,179,588,"2,681",514,"7,760",N
N16,4,"86,244","112,558","36,197",351,31,599,159,953,"2,023",134,"5,474",N
N17,4,"78,241","126,877","42,113",785,334,783,199,"1,553","1,463",588,"1,697",N
N18,4,"114,372","146,170","49,343",280,80,603,185,994,"3,869",660,"20,785",N
N19,4,"89,670","123,643","25,505","1,530",95,520,138,519,"2,724",218,"6,815",N
N20,4,"80,815","122,158","23,514","2,838",143,657,107,607,842,523,"1,717",N
N21,4,"72,496","109,087","29,454","1,109",-70,722,144,"1,036","5,245",225,"9,472",N
N22,4,"51,184","107,995","40,346","2,044",127,417,989,"1,630",831,310,"1,008",N
N23,4,"81,468","107,024","25,326","1,202",75,530,-41,711,"4,137",350,"1,371",N
N24,4,"107,504","156,651","57,853","7,467",172,912,-42,725,"3,542",587,"4,388",N
O1,4,"128,886","141,608","33,175","3,265",79,569,64,500,"1,212",211,"2,937",N
O2,4,"86,906","144,121","71,471",774,225,637,"1,898",879,"1,204",61,"4,416",N
O3,4,"100,942","141,329","84,852",442,152,"1,234",705,"2,262","2,334",299,"8,914",N
O4,4,"59,622","113,301","40,709",274,113,672,31,"1,470","9,617",43,"8,618",N
O5,4,"101,102","115,093","28,680","1,677",197,808,82,789,477,355,792,N
O6,4,"30,722","90,902","16,569",180,31,272,135,611,3,178,520,N
O7,4,"86,611","127,337","57,295","1,019",133,893,99,"1,325","2,339",206,"4,821",N
O8,4,"105,719","120,191","25,583","4,409",92,431,-17,635,"1,485",530,"6,125",N
O9,4,"67,697","120,159","40,610","2,790",214,694,33,956,"2,313",404,792,N
O10,4,"35,119","83,837","19,795","1,386",40,861,"1,143",983,552,242,794,N
O11,4,"88,623","132,018","35,160",459,34,431,61,494,"2,679",170,"3,175",N
O12,4,"79,753","132,483","46,951",608,233,"1,169",242,"1,881","5,684",34,"14,471",N
O13,4,"97,045","138,590","83,446",706,252,757,234,"1,453","27,055",208,"7,811",N
O14,4,"95,706","126,381","35,754",607,334,507,-41,738,"4,013",221,"17,614",N
O15,4,"110,665","150,218","69,997","5,249",246,944,58,"1,378","1,905",952,"2,497",N
O16,4,"139,265","177,358","93,261",854,433,597,"6,003",984,"2,246",689,957,N
O17,4,"75,040","130,207","61,703","1,543",168,549,635,642,51,339,602,N
O18,4,"131,348","162,465","37,045","1,829",80,833,27,952,"4,687",185,"6,791",N
O19,4,"96,336","117,064","32,189","1,090",114,"1,235",-68,"1,045","1,839",237,"3,745",N
O20,4,"87,340","127,731","53,874",478,336,704,201,"1,553","4,991",10,"19,021",N
O21,4,"111,453","127,366","21,174","4,147",0,227,98,175,"2,852",336,118,N
O22,4,"100,028","157,366","38,305","3,330",99,802,47,"1,257","2,169",909,"3,476",N
O23,4,"77,321","142,914","50,470","2,870",193,953,118,"2,004","1,944",684,"9,500",N
O24,4,"88,430","141,096","66,901",556,287,"1,049",293,"1,993","5,828",429,"4,984",N
P1,4,"62,510","98,767","20,232",291,47,258,-36,418,"2,183",83,922,N
P2,4,"163,970","182,035","86,060","1,369",309,839,"2,660","1,833",948,432,"3,466",N
P3,4,"88,539","117,040","46,121",997,178,773,111,"1,154",940,608,"1,333",N
P4,4,"158,295","181,783","83,255",121,279,772,73,"1,522","4,623",289,"6,572",N
P5,4,"117,177","168,394","84,210",870,259,"1,095",8,"1,582","10,080",-429,"27,294",N
P6,4,"127,692","150,978","41,790",640,153,778,171,"1,032","3,225",291,"1,551",N
P7,4,"118,848","148,573","61,568","2,214",201,"1,402",115,"2,091","1,386",955,"1,878",N
P8,4,"103,413","123,131","25,006",770,41,410,48,418,"1,725",222,443,N
P9,4,"84,403","125,258","50,713","4,185",227,872,317,895,"1,665",488,"2,368",N
P10,4,"63,602","120,295","35,204","1,010",174,291,57,367,"2,696",220,"1,309",N
P11,4,"165,311","209,698","95,392","2,966",281,"1,449",245,"2,120","8,665",963,"2,514",N
P12,4,"99,856","129,989","35,815","4,126",251,839,33,690,"3,763","1,357","4,925",N
P13,4,"138,868","153,203","55,646","4,089",429,"2,541",200,"1,904","2,473","1,210","1,603",N
P14,4,"87,533","125,931","50,630","1,961",627,"1,255",353,"1,399","7,538",677,"4,862",N
P15,4,"147,335","180,897","66,272","6,887",152,"1,599",87,"2,330","9,116",891,"2,582",N
P16,4,"111,626","143,961","28,334","4,615",159,553,-11,494,"1,044","1,135","1,790",N
P17,4,"89,367","143,113","28,372",603,147,410,-38,446,"2,469",159,"1,735",N
P18,4,"111,579","139,964","35,495",727,174,558,32,646,"3,703",209,"3,682",N
P19,4,"71,931","122,199","35,141",335,57,534,3,594,"4,433",205,"2,104",N
P20,4,"99,995","145,924","33,399","2,715",110,741,81,634,712,220,"4,553",N
P21,4,"114,874","153,227","46,664","2,098",96,556,188,886,"3,083",538,"4,816",N
P22,4,"96,809","140,807","69,470",376,129,"2,054",118,"2,034","2,508",511,"4,642",N
P23,4,"75,950","120,368","27,194","1,719",232,323,-34,416,"2,849",105,"5,857",N
P24,4,"115,058","142,528","35,470","3,953",165,403,78,547,"3,704",605,"7,128",N
A1,5,"96,361","131,407","54,021","1,068",122,"1,032",-32,"2,068","1,843",404,"1,781",N
A2,5,"112,806","154,053","38,362","2,894",86,570,57,426,"1,698",752,"3,287",N
A3,5,"82,755","107,058","18,605","1,032",20,424,426,725,"1,393",96,923,N
A4,5,"65,565","108,111","56,867",148,155,488,107,593,"2,482",-197,"19,339",N
A5,5,"95,422","128,968","31,075","3,562",165,544,92,753,"1,390",856,"5,707",N
A6,5,"77,688","112,030","45,959",422,154,532,28,822,"3,138",181,"7,198",N
A7,5,"80,504","132,371","41,037","2,716",93,587,18,760,"1,034",265,670,N
A8,5,"100,504","151,014","41,676","4,036",-6,737,176,938,"5,774","1,330","14,432",N
A9,5,"87,157","135,476","63,293","1,228",163,"1,183",66,"2,179","3,429",456,"2,871",N
A10,5,"67,929","104,394","45,020",461,157,709,190,"1,810","2,863",28,"11,210",N
A11,5,"100,904","132,064","36,807",553,61,568,-24,298,"5,604",46,"4,807",N
A12,5,"89,129","133,360","50,354",619,21,499,55,643,"4,843",236,"4,612",N
A13,5,"70,548","105,270","28,942",550,41,760,59,511,"2,355",103,"1,295",N
A14,5,"148,727","170,987","39,573","1,563",235,"1,172",198,895,"1,279",595,714,N
A15,5,"68,781","124,921","50,616",401,117,469,6,929,"3,599",212,"7,578",N
A16,5,"76,144","103,069","63,843","1,405",224,"1,315",103,"1,494","2,647",653,"1,716",N
A17,5,"79,009","136,635","73,691",591,144,"1,523",329,"2,471","4,726",441,"12,702",N
A18,5,"90,025","109,142","75,324",839,338,"1,227","1,688",881,"2,813",547,"2,692",N
A19,5,"157,154","169,954","77,336","3,488",82,749,472,"1,585","4,242",128,"20,641",N
A20,5,"113,935","135,151","77,599","3,670",216,"1,094",83,"1,321","2,333","1,256","2,322",N
A21,5,"95,196","142,637","66,014",692,125,"1,056",61,"1,390","2,722",654,"1,662",N
A22,5,"127,500","142,706","50,979","3,085",167,842,63,962,"3,411",719,"1,894",N
A23,5,"107,918","127,561","40,837","3,346",138,392,71,511,"1,071",141,"2,432",N
A24,5,"76,427","122,305","68,284",636,35,808,37,"1,004",988,531,"13,093",N
B1,5,"78,901","138,744","49,324","3,537",71,838,64,"1,021","1,229",795,"2,760",N
B2,5,"136,123","171,950","90,342",878,403,"1,046",244,"1,865","2,226",359,"4,799",N
B3,5,"170,071","194,232","74,889","5,883",265,"1,166",11,"1,821","1,330","2,023","5,559",N
B4,5,"154,875","185,475","60,287","5,893",207,"1,122",172,"1,506","2,600",705,"2,191",N
B5,5,"92,882","131,634","37,724",855,87,"1,024",75,763,"6,072",152,884,N
B6,5,"113,389","129,939","25,836","2,955",-2,829,91,966,"2,546",372,"1,128",N
B7,5,"78,685","133,493","47,072","3,890",141,"1,094",49,"1,601","2,808",854,"8,583",N
B8,5,"59,595","117,820","41,261",560,224,"1,082",213,"1,998","2,126",180,"2,034",N
B9,5,"71,099","118,999","57,337",445,68,659,99,891,"2,128",412,"8,257",N
