Well,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony,Plate
M17,"102,633","119,182","19,930","1,490",-412,261,-8,120,"9,271",223,538,Y,1
M18,"96,933","119,088","39,252",-209,-436,941,47,599,"14,893",697,"1,264",N,1
M19,"99,174","115,927","24,366","3,316",135,596,54,247,"3,024",-44,350,N,1
M20,"86,301","121,432","29,482","2,789",46,494,-135,339,"3,209","1,252",357,N,1
M21,"106,514","124,864","29,192",484,-649,643,254,327,"16,684",223,"3,230",N,1
M22,"107,916","120,222","22,850","3,137",-77,223,69,189,"2,017",660,247,N,1
M23,"119,781","139,998","25,388","2,903",-255,697,92,170,"12,197",799,"4,563",N,1
M24,"115,142","128,744","30,043","1,611",-277,472,5,191,"12,161",350,"3,244",N,1
N1,"124,873","130,129","28,891","3,227",-126,677,206,353,"8,254",45,393,N,1
N2,"103,640","124,773","25,936","4,093",-30,311,-42,218,"2,374",296,271,N,1
N3,"99,258","139,961","72,306",-101,-408,737,-39,"1,036","15,440",421,"1,491",N,1
N4,"92,662","117,567","42,634",197,-419,716,145,-146,"12,001",132,"11,571",N,1
N5,"112,180","132,650","26,684","4,356",-234,549,91,314,"5,849",296,304,N,1
N6,"113,236","147,509","46,927","3,765",-209,"1,244",-8,410,"9,332",379,595,N,1
N7,"189,663","192,925","53,892","4,820",-609,"1,027",90,795,"20,118",234,"1,919",Y,1
N8,"101,063","154,011","66,248",555,-422,307,96,-113,"13,268",316,"19,813",N,1
N9,"126,715","172,663","52,464",117,-309,748,63,696,"13,558",474,"3,059",N,1
N10,"131,740","154,347","97,755",-882,-569,824,156,891,"19,519",580,"16,640",N,1
N11,"102,484","134,629","55,963","2,107",-282,620,61,365,"12,951",993,575,N,1
N12,"115,903","128,889","22,593","2,617",-267,572,143,219,"11,365",88,"1,503",Y,1
N13,"119,355","177,367","37,374","1,016",-223,356,401,-420,"11,656",331,"27,003",N,1
N14,"126,346","153,933","41,370","1,475",-310,543,112,444,"10,671",555,"2,996",N,1
N15,"104,056","141,622","29,472","3,067",-574,320,144,183,"14,201",530,"2,506",N,1
N16,"88,638","113,767","21,384","3,322",-121,502,29,205,"9,185",536,206,Y,1
N17,"138,129","175,024","78,627","4,482",-480,"1,142",101,341,"17,152","2,038","19,807",N,1
N18,"102,952","128,300","24,542","3,074",-384,444,97,167,"8,008",475,"1,291",N,1
N19,"100,163","116,156","33,360","1,053",-222,548,-24,324,"5,338",515,298,N,1
N20,"82,461","122,665","48,519","1,411",-309,684,-2,443,"15,777",398,683,N,1
N21,"115,300","134,084","27,702","3,267",-399,648,218,76,"12,371",260,"4,266",N,1
N22,"118,444","148,849","51,575","7,172",10,508,107,459,"1,947",742,658,N,1
N23,"111,181","133,060","32,821","2,946",40,460,299,550,"8,593",341,"1,374",N,1
N24,"141,278","148,247","111,071",626,"-1,001",919,664,338,"35,665",992,"19,240",N,1
O1,"115,876","126,038","24,471","2,541",-231,558,66,-317,"9,982",98,"11,120",N,1
O2,"104,423","118,943","20,785","2,197",-424,127,89,-221,"12,629",104,"7,618",N,1
O3,"131,707","152,649","39,776","2,736",-311,818,72,505,"12,201",210,"2,481",N,1
O4,"102,803","126,698","36,771","4,350",-297,521,232,393,"14,342",674,"2,278",N,1
O5,"84,624","132,725","47,226","3,274",128,278,218,251,"9,137",518,355,N,1
O6,"86,038","120,470","24,034","4,194",-76,415,133,154,"4,058",50,241,N,1
O7,"73,921","97,874","6,953",-17,-335,-20,22,-61,"3,148",26,-19,N,1
O8,"99,254","130,711","43,837","1,675",-33,336,-38,390,"3,822",468,534,N,1
O9,"103,379","117,392","25,602","2,874",-14,463,-122,368,"2,723",44,486,N,1
O10,"113,758","125,821","49,365","1,039",-496,590,231,507,"12,664",294,824,N,1
O11,"115,456","118,360","31,257","1,419",-193,469,41,85,"10,604",125,"5,586",N,1
O12,"110,577","154,984","49,798",581,-700,"1,090",162,112,"21,106",353,"11,672",N,1
O13,"97,178","118,850","39,283","2,082",39,465,140,447,"8,674",585,585,N,1
O14,"189,990","214,879","54,205","5,241",-239,849,146,329,"12,587",48,"3,538",Y,1
O15,"100,790","114,611","20,104","2,483",-185,290,109,209,"7,344",325,291,N,1
O16,"120,301","138,664","36,970","2,986",-361,"1,136",-16,329,"12,778",676,572,N,1
O17,"111,517","144,469","38,826","1,872",-82,672,70,393,"19,154",168,"1,839",N,1
O18,"85,371","114,115","27,418","1,814",-244,512,82,209,"8,051",280,"1,380",Y,1
O19,"146,318","169,108","42,862","2,886",-520,660,368,172,"20,166",-53,"7,737",N,1
O20,"105,053","118,213","35,888","3,574",-205,409,82,326,"6,315",94,240,N,1
O21,"100,102","122,466","21,122","2,137",-88,403,63,377,"1,980",170,478,N,1
O22,"125,840","155,511","44,653","4,499",-518,"1,223",23,340,"13,340",158,645,Y,1
O23,"90,141","119,583","44,551","1,382",-402,876,19,465,"13,275",699,536,N,1
O24,"111,664","125,893","29,792","3,295",62,744,82,276,-52,151,228,Y,1
P1,"94,923","121,045","30,959","1,508",-432,420,-36,359,"11,971",435,"1,710",N,1
P2,"94,503","112,990","20,817","2,020",-86,404,-63,243,"5,567",417,382,N,1
P3,"92,569","115,535","28,238","1,426",-662,574,-2,139,"14,690",177,"6,204",N,1
P4,"145,599","199,639","60,350",-188,-379,531,142,-126,"13,541",473,"18,754",N,1
P5,"109,789","127,086","25,046","2,230",45,336,122,418,"2,967",256,470,N,1
P6,"115,004","126,043","24,554","1,293",-212,407,-42,311,"8,852",122,"1,939",N,1
P7,"99,249","114,487","38,012",444,-508,438,9,292,"14,860",490,"2,942",N,1
P8,"141,784","161,229","87,181",352,-84,920,60,"1,139","7,425",525,"5,045",N,1
P9,"151,869","169,486","56,135","3,379",-382,769,266,508,"11,399",47,"6,324",N,1
P10,"195,125","210,159","45,564","3,556",-220,659,369,96,"20,183",257,"13,097",N,1
P11,"136,059","150,428","46,429","3,994",-12,862,338,21,"11,430",164,"12,435",Y,1
P12,"104,977","134,001","31,788","3,612",-47,411,-11,365,"5,190",11,482,N,1
P13,"121,366","142,521","46,030","1,858",-829,419,80,-194,"24,251",415,"13,597",N,1
P14,"154,456","172,135","51,102","6,549",-542,"1,058",123,11,"19,873","1,639","10,031",N,1
P15,"112,901","136,221","36,055","1,944",-716,393,-110,-58,"19,907",2,"9,618",N,1
P16,"109,558","138,910","41,719","2,788",-617,655,152,145,"18,673",952,"5,699",N,1
P17,"140,494","172,686","59,854","8,040",-95,"3,584",292,640,"10,417","2,785",631,Y,1
P18,"98,094","118,617","32,344","2,364",-67,466,105,422,"5,472",426,512,N,1
P19,"205,423","222,442","76,679","7,080",722,"1,123","1,757","1,173","18,336",754,"2,549",Y,1
P20,"93,554","108,853","18,914","2,352",-182,272,17,180,"5,802",127,233,Y,1
P21,"129,269","143,853","36,752","3,488",-200,816,69,283,"10,643",862,"2,745",Y,1
P22,"99,976","112,832","25,596","1,046",-186,331,-21,253,"9,995",409,"1,423",N,1
P23,"104,674","119,909","26,189","2,102",-369,172,32,56,"5,845",459,30,N,1
P24,"132,035","159,470","39,982","6,940",-639,"1,389",98,-5,"17,501",471,"11,287",N,1
A2,"200,369","214,562","68,463","2,924",-102,"1,096",576,706,"9,049",505,876,N,2
A3,"100,153","118,820","25,317","2,805",-298,401,-38,261,"10,295",628,549,N,2
A4,"81,446","113,693","57,179","1,886",-80,828,231,787,"3,832",476,"1,016",N,2
A5,"98,541","115,816","24,281","1,794",-269,519,13,318,"10,276",549,"1,709",N,2
A6,"125,126","135,280","33,033","3,464",-291,553,22,288,"9,663",631,"1,385",Y,2
A7,"109,504","122,574","22,099","2,063",-261,290,-15,181,"10,144",424,174,Y,2
A8,"113,015","147,977","43,848","6,453",-467,848,24,370,"17,469","1,044","4,939",Y,2
A9,"120,142","128,491","41,547",7,-427,521,167,334,"12,587",116,"7,686",N,2
A10,"145,391","183,008","46,589","1,287",41,854,249,168,"14,095",274,"15,127",N,2
A11,"101,357","124,541","30,997","3,723",-460,565,23,308,"10,578",298,"1,592",N,2
A12,"79,523","102,899","16,600","1,389",-106,526,164,132,"2,794",220,607,Y,2
A13,"113,439","136,701","67,338","1,262",-350,512,186,210,"11,946",913,"13,665",N,2
A14,"110,694","125,891","33,172","4,015",-234,484,51,205,"6,629",207,400,N,2
A15,"104,735","125,602","31,046","2,396",-322,388,129,150,"9,408",387,"3,716",N,2
A16,"95,986","122,852","41,671",800,-316,454,71,383,"9,436",240,"1,027",N,2
A17,"110,118","120,921","37,508","2,440",-211,648,9,286,"8,889",452,457,N,2
A18,"102,464","119,375","31,891","2,342",-608,474,46,-166,"14,599",156,"10,929",N,2
A19,"121,350","129,060","30,970","3,558",-303,491,113,220,"11,932",166,"2,336",Y,2
A20,"105,192","118,027","42,500","2,777",206,892,176,416,"7,897",33,671,N,2
A21,"81,172","112,964","22,205","1,761",-268,410,-6,363,"9,713",289,862,N,2
A22,"121,654","148,612","62,101",-378,-629,563,84,-47,"20,945","1,820","13,323",N,2
A23,"111,448","162,916","65,660","2,513",-89,762,69,717,"12,809",282,789,N,2
A24,"95,619","143,093","83,491",-283,-91,406,364,54,"13,431",121,"41,427",N,2
B1,"101,423","110,376","25,687","1,407",-418,623,51,1,"12,692",59,"4,067",N,2
B2,"158,127","174,142","62,264","3,150",-196,"1,027",509,791,"16,635",744,"1,553",Y,2
B3,"99,836","110,038","25,885","2,530",-228,573,120,533,"8,059",89,646,N,2
B4,"94,165","114,595","33,944","2,352",-113,587,113,477,"3,845",344,506,N,2
B5,"98,186","121,371","27,152",913,-216,228,48,-12,"7,266",7,"5,498",N,2
B6,"115,566","118,575","44,825","1,689",326,640,380,631,"13,441",259,"1,611",N,2
B7,"94,816","116,066","49,613","2,549",-309,766,9,514,"8,688",167,625,N,2
B8,"96,709","113,662","25,262",616,-376,317,12,53,"10,310",192,"8,632",N,2
B9,"92,210","134,320","29,540","4,482",-259,477,208,269,"11,283",142,"2,599",Y,2
B10,"122,313","129,007","27,328","2,148",-664,473,135,34,"15,849",-49,"8,293",N,2
B11,"117,905","163,924","62,436","1,173",-608,748,111,497,"19,854",472,"3,790",N,2
B12,"90,430","114,622","22,874","2,951",-276,508,36,268,"8,558",42,513,Y,2
B13,"125,316","130,659","23,316","2,116",-575,544,-134,164,"13,062",309,"2,190",N,2
B14,"181,248","198,603","47,410","3,757",-515,"1,192",202,668,"25,034","1,149","3,089",N,2
B15,"112,724","131,003","30,012","3,661",-106,492,242,320,"5,438",-12,"1,576",N,2
B16,"98,670","112,795","30,071","1,611",3,410,10,254,"5,189",421,697,N,2
B17,"87,651","115,282","33,562","2,485",-74,604,17,392,"3,024",55,314,N,2
B18,"126,783","138,721","36,423","4,784",-42,574,144,346,"6,003",744,538,N,2
B19,"95,838","108,943","22,245",897,-895,422,-80,408,"22,136",161,887,N,2
B20,"96,773","120,143","21,786",880,11,239,10,281,"3,052",364,277,N,2
B21,"121,528","126,444","28,963","2,832",-80,432,164,193,"5,522",461,236,Y,2
B22,"123,248","140,394","42,100",331,-474,673,115,-331,"25,324",738,"18,160",N,2
B23,"104,791","116,390","22,708","1,664",-195,438,1,123,"7,265",34,"2,348",N,2
B24,"135,953","137,761","41,271","3,793",-52,633,95,580,"6,066",963,865,N,2
C1,"97,520","111,233","40,652","1,193",57,426,18,443,"2,583",450,344,N,2
C2,"104,737","128,431","30,335","1,279",-412,463,230,167,"9,289",222,"2,903",Y,2
C3,"142,488","180,478","64,865","2,027",-772,755,212,481,"27,665",105,"10,595",Y,2
C4,"117,798","129,807","35,226","1,185",-536,320,15,-72,"13,163",427,"6,936",N,2
C5,"114,089","138,060","27,759","6,140",-24,392,77,307,"4,081",112,478,N,2
C6,"111,799","125,686","37,545","8,601",-109,882,306,189,"13,064",66,"6,752",N,2
C7,"118,616","122,589","23,497","2,633",-279,419,203,190,"7,813",-5,"1,329",N,2
C8,"103,918","111,155","22,388","1,649",-72,380,12,203,"5,346",828,291,N,2
C9,"106,213","133,868","34,623","1,884",-50,657,136,499,"4,698",730,508,N,2
C10,"101,408","135,174","52,970","1,324",42,709,53,848,"5,344",538,898,N,2
C11,"124,685","142,268","46,608","2,909",-140,257,431,-44,"9,866",951,"12,725",Y,2
C12,"111,028","137,676","22,953","2,609",107,235,21,238,947,80,354,N,2
C13,"132,424","149,165","25,607","3,488",-200,569,56,266,"10,051",795,566,N,2
C14,"205,203","217,647","56,141","7,804",-134,568,55,439,"7,814",385,657,N,2
C15,"133,210","167,201","38,225","3,286",-455,441,-14,53,"13,997",97,"9,966",N,2
C16,"105,760","126,600","41,692","1,594",-525,"1,477",-159,456,"13,999",314,553,N,2
C17,"134,498","146,525","55,157","3,338",327,933,250,403,"14,036",568,"2,687",N,2
C18,"85,272","134,955","57,044","-1,128","-1,956",499,-2,437,"49,422",221,"7,538",N,2
C19,"184,039","216,461","44,836","3,327",-686,"1,051",272,334,"20,671",652,"12,219",Y,2
C20,"128,045","136,680","24,557","1,904",-266,315,84,60,"11,107",105,"4,390",N,2
C21,"101,570","112,299","19,409","1,487",-174,217,-78,219,"4,845",221,318,N,2
C22,"99,398","116,335","31,862","4,103",-129,627,94,336,"6,357",274,331,N,2
C23,"101,285","121,483","39,874","2,328",-243,672,-92,404,"7,457",122,750,N,2
C24,"110,441","130,186","20,733","2,328",-197,399,-19,-45,"7,233",371,"4,334",N,2
D1,"102,642","129,559","24,508","2,938",-276,447,25,138,"10,581",186,"2,051",N,2
D2,"124,982","143,417","29,209","3,332",-10,581,186,416,"9,774","1,264","1,029",N,2
D3,"89,720","116,266","29,332","2,767",-361,536,153,406,"8,635",422,653,N,2
D4,"111,691","117,596","20,521","3,971",-162,295,73,137,"4,757",443,817,N,2
D5,"132,598","145,729","36,217","2,983",-275,539,38,45,"10,921",243,"4,480",Y,2
D6,"167,593","178,209","69,563","6,930",-911,"1,164",348,472,"27,442",910,"6,738",Y,2
D7,"117,842","132,493","40,778","3,423",-158,549,130,196,"12,173",351,"3,236",N,2
D8,"78,559","109,195","40,356","1,310",662,820,183,518,"4,531",291,"1,021",N,2
D9,"116,224","136,989","32,376","3,042",-435,504,-100,80,"15,346",252,"1,065",N,2
D10,"201,225","218,148","97,533",61,"-1,143","1,443",276,596,"33,710","1,020","18,728",N,2
D11,"148,379","153,271","40,442","2,277",-104,435,61,396,"7,774",152,675,N,2
D12,"117,582","125,166","27,283","2,966",38,803,-83,221,"8,843",179,202,Y,2
D13,"93,350","115,797","67,211","2,928",225,979,302,915,"4,020",303,935,N,2
D14,"91,504","110,161","21,254","1,669",-157,288,82,109,"7,137",157,689,N,2
D15,"99,255","116,602","20,396","1,581",-575,145,-41,-119,"14,795",-63,"6,095",N,2
D16,"135,766","139,794","21,670","2,222",-27,334,-18,294,"5,739",184,616,N,2
D17,"99,476","113,723","36,482","1,942",-44,402,119,343,"3,569",130,832,N,2
D18,"125,183","140,846","48,922","1,321",-682,764,231,173,"17,713",387,"4,279",N,2
D19,"99,324","118,885","53,974","1,888",-119,726,27,670,"5,906",390,703,N,2
D20,"86,244","105,335","33,124","1,301",-25,404,-14,351,"2,279",199,309,N,2
D21,"151,336","186,694","44,003","2,936",-362,412,166,99,"13,931",128,"1,815",Y,2
D22,"134,797","168,476","62,831",75,-623,531,153,477,"16,601",438,"3,896",N,2
D23,"99,896","111,400","19,610","2,425",-25,290,-8,218,592,387,195,N,2
D24,"102,547","112,436","22,810",186,-693,552,98,-236,"19,167",28,"9,574",N,2
E1,"115,367","132,023","33,586","3,800",-8,344,146,316,"3,056",789,393,N,2
E2,"112,573","151,649","61,970","4,653",-185,895,139,600,"8,049",102,560,Y,2
E3,"92,845","118,488","33,247","2,193",-246,375,23,332,"9,152",190,"1,067",N,2
E4,"106,236","116,666","21,356",422,-228,192,-94,26,"7,976",251,"4,354",N,2
E5,"90,659","108,681","20,986",648,-377,260,158,204,"10,047",66,388,N,2
E6,"92,306","120,158","55,555",182,-774,703,193,728,"19,646",500,"4,375",N,2
E7,"166,929","161,966","97,802","6,264","-1,061","1,209",277,466,"28,958",779,"9,539",N,2
E8,"95,094","127,245","36,192","1,299",-181,554,20,629,"6,843",506,"1,075",N,2
E9,"91,507","124,134","38,854","1,062",-599,350,-215,-201,"22,082",158,"12,489",N,2
E10,"119,092","120,630","32,210","3,164",-141,501,206,216,"5,484",50,"2,064",Y,2
E11,"92,747","122,781","31,123","2,394",-533,275,5,49,"12,583",379,"7,219",N,2
E12,"179,255","183,681","57,901","5,592",99,544,185,475,"12,225","1,791",670,Y,2
E13,"92,699","108,060","27,444","2,266",29,302,105,239,"3,086",467,300,N,2
E14,"92,160","121,187","21,534","1,909",-319,490,139,224,"9,186",45,905,N,2
E15,"97,070","114,882","45,821","2,231",179,489,253,356,"1,646",112,548,N,2
E16,"120,382","156,486","41,795","1,832",-448,940,190,263,"14,955",80,"6,006",N,2
E17,"91,332","121,883","23,686","3,101","-1,339",550,-97,-111,"34,713",-62,"6,719",N,2
E18,"106,526","131,148","26,440","1,375",-303,224,-8,-290,"10,928",-43,"13,156",N,2
E19,"114,883","140,747","35,008","4,397",-365,591,73,391,"9,066",172,380,N,2
E20,"140,591","156,017","59,307",-296,-550,845,80,570,"19,026",192,"6,843",N,2
E21,"108,679","133,757","23,584","1,635",44,"1,077",51,156,"5,814",74,"5,097",N,2
E22,"108,917","120,776","35,606","4,432",135,399,22,268,"4,596",596,469,N,2
E23,"115,986","130,371","31,420","1,915",-505,385,-38,164,"15,197",220,"3,731",Y,2
E24,"160,997","188,440","61,065","7,068",-584,664,331,131,"22,976",453,"11,883",Y,2
F1,"112,830","127,636","29,440","2,342",-310,480,19,126,"11,068",288,"6,919",N,2
F2,"117,539","123,455","44,441",926,-545,509,186,306,"15,473",319,"1,329",N,2
F3,"104,588","133,083","39,622","3,955",-228,817,144,478,"8,490",726,677,Y,2
F4,"93,035","121,437","59,006","1,519",-603,599,60,293,"18,960",354,"8,796",Y,2
F5,"96,199","118,388","22,034","1,639",-170,461,26,160,"8,003",339,"2,650",N,2
F6,"108,434","114,654","22,225","2,462",-171,422,55,172,"3,260",337,164,Y,2
F7,"109,224","123,331","26,537","4,196",-23,342,46,333,"1,962",303,398,N,2
F8,"100,929","132,038","24,291","2,053",-734,193,122,-206,"17,785",-110,"9,154",N,2
F9,"122,768","169,035","87,064","4,698",-196,999,-57,"1,001","8,566",364,"3,203",N,2
F10,"91,659","110,462","21,414","2,023",-158,574,76,135,"9,053",95,"6,613",N,2
F11,"118,625","130,282","47,501","1,415",-407,414,-52,45,"12,866",418,"5,320",N,2
F12,"103,784","140,913","47,901","3,548",-181,688,38,384,"9,067",663,597,N,2
F13,"105,727","128,502","29,295","2,060",-238,659,70,394,"7,973",186,456,N,2
F14,"126,769","134,653","37,226","4,139",-18,821,29,411,552,-8,419,N,2
F15,"197,935","223,912","60,611","6,056",-382,841,226,325,"14,501",708,"5,594",Y,2
F16,"119,326","148,440","31,615","3,502",-640,366,79,-192,"20,506",212,"10,110",N,2
F17,"144,266","149,409","30,756","3,567",-60,368,120,288,"3,908",-115,"1,304",N,2
F18,"98,155","121,960","39,984",865,-275,656,142,697,"7,353",172,"2,038",N,2
F19,"105,409","130,332","76,960","1,191",-132,742,147,908,"5,783",697,997,N,2
F20,"122,988","144,238","23,532","1,303",-714,872,18,170,"19,560",179,"1,891",N,2
F21,"111,347","130,020","31,985","4,780",-270,590,-57,168,"9,383","1,174","5,903",N,2
F22,"111,095","130,066","26,753","1,769",-303,477,12,158,"13,534",652,"4,495",N,2
F23,"123,041","134,642","39,429","2,256",-365,401,792,449,"13,836",392,313,N,2
F24,"101,627","116,476","22,317","1,034",88,338,75,267,"2,149",401,341,N,2
G1,"149,134","164,936","96,604","1,941","-1,004",966,216,-109,"36,494","1,447","24,524",Y,2
G2,"95,201","125,545","54,885","1,821",-247,"1,102",59,534,"8,100",728,420,N,2
G3,"101,767","117,467","23,155","1,730",-180,292,-123,178,"10,060",505,217,Y,2
G4,"113,163","142,716","39,173","2,071",-6,245,3,255,"5,321",986,314,N,2
G5,"205,120","207,450","91,009","8,115",-829,"1,447",626,485,"29,056",742,"21,171",Y,2
G6,"90,337","104,107","24,633","1,606",-198,234,0,89,"5,751",506,146,N,2
G7,"101,967","124,681","20,328","2,871",-21,232,101,-101,"6,595",46,"7,667",Y,2
G8,"104,265","131,540","25,142","3,232",-415,539,49,171,"16,467",229,937,N,2
G9,"104,319","114,596","31,016","1,873",-134,522,-111,288,"6,159",283,414,N,2
G10,"119,989","126,593","28,115","1,852",-92,662,135,116,"7,970",197,"2,798",N,2
G11,"151,265","151,842","37,551","2,479",-240,531,161,-47,"13,578",828,"9,346",N,2
G12,"152,005","172,052","59,755","2,932",-205,993,258,131,"15,459","3,964","8,099",N,2
G13,"116,951","130,970","39,574","2,986",-72,300,120,212,"4,668",331,"5,893",N,2
G14,"129,917","154,456","41,569","4,144",-333,"1,025",-110,205,"10,325","1,559","3,409",N,2
G15,"109,606","113,471","36,889",67,-392,550,-62,-39,"12,455",571,"9,181",N,2
G16,"103,122","126,340","36,243",832,-466,574,96,-13,"12,559",156,"9,643",N,2
G17,"101,469","141,091","47,369","1,395",-403,383,17,-463,"11,018",203,"19,852",N,2
G18,"104,300","119,634","38,538","2,460",114,699,49,639,"8,103",450,"1,038",N,2
G19,"115,454","133,954","23,398","2,388",-124,582,-22,193,"6,787",207,323,Y,2
G20,"83,616","118,415","52,538","1,034",-233,575,40,374,"8,767",319,"3,519",N,2
G21,"125,269","137,715","21,338","2,343",-44,564,19,244,"4,177",180,790,Y,2
G22,"129,865","141,388","27,585",757,-240,644,128,268,"12,279",128,"2,174",N,2
G23,"130,716","145,560","57,180","1,897",-241,635,33,572,"7,845",479,"1,635",Y,2
