CD41_APCH7,ANXA1_APC,Zombie_violet,PVR_PECy7,CD51_FITC,VEGFR1_594,CD168_700,Colony
"4,753",955,132,375,703,227,"2,970",0
895,375,65,639,194,56,"1,719",0
"1,990","1,358",163,"1,608","1,135",270,"2,265",0
"4,894","1,168",153,662,888,244,"2,456",0
417,223,70,768,210,126,787,0
103,568,71,"1,913",245,190,"3,568",0
"1,933",396,101,700,173,44,646,0
"4,565",845,176,919,606,194,730,0
"5,483",999,214,26,715,386,"1,164",0
"2,327",242,70,"1,490",309,31,"1,588",0
"2,679",172,89,273,644,127,937,0
"3,224",244,101,921,462,212,"1,809",0
"1,515",-45,61,967,163,88,"2,259",0
23,175,116,911,182,129,311,0
"4,624",855,126,"1,029",550,175,"1,919",0
410,217,119,415,373,158,230,0
816,434,176,"1,762",447,337,683,0
645,365,113,911,505,188,"1,082",0
101,334,118,"1,645",198,180,"1,256",0
"1,101",278,79,642,153,101,"1,861",0
"2,756",913,18,"1,629",342,133,725,0
778,253,92,"1,773",288,186,"1,684",0
535,646,80,426,265,114,673,0
180,236,101,"1,533",178,122,210,0
519,559,92,"2,354",253,149,"1,890",0
"1,097",689,114,785,260,458,328,0
"2,600","1,197",165,786,707,241,"1,284",0
"2,526",433,70,"1,027",409,144,311,0
"2,313",254,38,968,147,154,892,0
"1,237",333,31,613,201,81,558,0
"1,422",730,151,611,497,409,"1,237",0
141,71,59,"1,593",153,169,"2,319",0
380,541,66,163,122,81,-203,0
"1,664",296,55,"1,802",166,100,"1,856",0
"1,204",180,87,559,302,203,"1,421",0
110,292,80,"1,161",148,84,137,0
"13,430",754,181,78,761,255,"2,931",0
32,397,78,"1,213",148,140,267,0
938,76,54,628,138,131,234,0
"1,345",476,165,"1,113","1,329",249,782,0
"2,716",399,108,872,412,156,"1,061",0
"1,060",672,166,191,407,438,"1,691",0
"4,489",438,96,290,552,175,576,0
"3,713",458,99,886,395,"1,075","19,025",0
617,180,92,733,227,233,"1,250",0
"3,459",380,97,672,283,36,"4,316",0
375,365,93,703,265,97,"1,099",0
"1,052",280,263,"1,457",562,315,670,0
"13,938",355,106,"1,898",850,280,"3,370",0
"3,637",677,69,597,479,101,727,0
-86,120,49,640,343,70,437,0
730,4,47,785,130,91,156,0
"1,246",145,242,-316,132,"1,122","51,058",0
"6,257","1,539",149,717,"1,131",201,"2,214",0
217,171,73,"1,936",168,83,561,0
874,301,183,"1,156",442,198,785,0
740,"1,210",147,"1,666",458,154,"1,683",0
"1,076",125,63,268,234,148,495,0
704,961,257,"2,510",507,370,"1,116",0
"1,965","1,351",109,924,745,182,"2,230",0
117,98,14,"1,034",108,139,6,0
"1,918",317,125,527,761,169,"2,253",0
"1,172",955,190,802,473,642,396,0
"7,358",846,208,221,"1,172",284,"3,332",0
477,139,54,928,174,66,712,0
"2,126",188,74,"1,035",351,94,"1,640",0
526,102,44,"1,493",110,140,"1,030",0
"1,021",201,64,"1,988",234,76,"1,558",0
618,675,106,"1,041",246,128,"1,623",0
756,370,228,"1,216",614,363,"2,028",0
452,385,84,"1,017",320,167,"1,422",0
915,443,51,676,272,68,852,0
"1,721",124,109,"1,070",320,153,463,0
148,127,38,689,162,46,-47,0
"5,553",630,112,565,718,210,"1,428",0
276,150,57,"1,037",120,85,608,0
"8,220",348,118,732,"1,178",236,"1,123",0
226,315,63,"1,511",228,185,256,0
"-1,141",455,65,"1,274",121,"2,933","37,452",0
"1,286",814,154,466,466,389,762,0
67,95,101,"1,392",217,142,72,0
"1,003",200,111,"1,046",459,142,"2,362",0
"1,830",242,34,"1,284",512,118,103,0
"3,583","1,316",294,176,632,591,"4,036",0
"5,172",691,204,524,"1,135",238,"2,242",0
"4,986",215,62,218,307,76,433,0
267,109,51,866,107,110,227,0
38,64,24,127,693,60,198,0
"3,657","1,460",198,864,658,175,"2,416",0
545,80,148,878,511,182,692,0
"2,209",553,27,854,165,7,810,0
"1,502",434,48,581,281,129,-38,0
"1,788",243,44,924,334,106,"4,340",0
557,224,81,"2,347",344,94,"1,035",0
483,608,85,"2,029",239,177,"2,169",0
"4,420",566,122,588,594,151,"1,034",0
"1,688",41,117,"1,855",306,171,636,0
547,235,117,"1,938",427,213,768,0
"1,821",407,55,805,189,201,"1,149",0
310,713,208,889,329,310,"6,823",0
"5,201",192,115,"1,018",840,110,"1,191",0
147,273,36,"2,237",189,78,718,0
"1,655",429,86,"1,191",373,120,"2,176",0
529,205,38,359,194,171,297,0
"1,141",168,65,"1,013",334,53,623,0
369,309,72,"1,963",161,18,877,0
"4,206","1,448",286,961,718,388,"2,449",0
"3,405",976,236,610,925,373,"1,596",0
"4,369",729,143,517,555,238,"1,333",0
229,134,68,565,100,101,282,0
163,714,71,680,180,238,385,0
301,259,126,368,435,325,371,0
"4,714",516,69,"1,052",508,216,"1,798",0
"4,403",986,82,526,814,142,686,0
"6,992",670,175,652,937,285,"2,246",0
918,477,118,"1,118",387,231,"1,041",0
"3,218","1,273",308,924,776,647,"3,418",0
"2,184",-107,62,660,544,77,642,0
589,138,31,733,424,84,977,0
"1,471",151,40,716,338,-9,406,0
587,305,102,"1,050",199,112,828,0
746,465,167,"2,522",348,233,"1,177",0
"3,874",341,22,"1,132",282,86,"1,010",0
843,464,91,441,312,211,919,0
"2,156",395,99,987,433,201,"1,403",0
"4,087",366,123,518,627,63,"2,888",0
"3,194",500,101,521,398,138,539,0
"4,985",537,144,210,569,156,496,0
827,258,71,"2,617",612,127,337,0
527,112,47,84,159,121,30,0
294,338,72,569,331,144,990,0
425,174,68,780,133,114,416,0
590,287,77,"1,397",253,106,"1,453",0
"3,034","1,685",290,"1,467",811,863,"1,795",0
881,181,89,567,246,191,415,0
"5,366",541,74,293,812,214,"1,510",0
480,408,58,974,224,76,583,0
408,162,103,913,514,157,"2,306",0
"4,678",769,155,"1,565",940,126,"1,817",0
"1,635",564,233,"1,017",427,322,"4,354",0
"2,636",171,117,"1,102",338,128,"1,394",0
9,87,26,117,83,136,82,0
138,191,41,171,199,173,349,0
82,201,43,"1,114",83,112,"3,258",0
"5,469",279,145,464,978,165,794,0
-140,396,115,"1,565",149,116,"1,195",0
"1,243","2,906",162,977,444,406,"6,850",0
"1,753",754,99,601,267,250,"1,237",0
"6,102","1,544",50,216,514,"4,380","77,736",0
949,241,130,476,412,182,490,0
"1,135",406,149,798,396,341,378,0
"2,353",400,122,"1,000",877,185,"2,392",0
"1,385",201,154,881,431,131,996,0
234,319,74,525,271,142,261,0
859,301,80,851,232,97,749,0
"6,324",405,140,"1,531",482,174,"1,768",0
"2,664",127,41,"2,780",467,67,"2,505",0
596,438,103,"1,661",475,81,"1,510",0
404,-54,54,779,163,95,165,0
"1,180",199,60,"1,034",312,6,955,0
"5,396",824,201,626,730,256,"2,899",0
"1,407",162,171,170,981,145,501,0
"5,172",210,117,952,282,131,"1,168",0
625,361,42,736,198,101,294,0
"4,046",193,107,964,263,111,"1,276",0
"5,513",304,203,447,582,213,398,0
293,-55,57,815,155,70,416,0
"2,960",431,84,754,501,166,"1,343",0
63,337,31,188,169,231,355,0
267,397,105,"1,541",294,378,"1,201",0
"1,050",313,104,"1,234",607,219,465,0
678,486,42,289,238,160,720,0
"2,757",643,116,629,511,160,"2,848",0
6,48,61,914,206,85,391,0
776,251,103,844,458,196,"1,743",0
"2,775",722,138,"1,489",368,232,"1,355",0
268,188,81,"1,777",174,125,849,0
"5,528",342,159,582,917,120,"3,420",0
"8,617",181,71,863,764,109,665,0
"1,272",499,89,746,340,139,"1,325",0
"2,136","1,278",178,"1,319",858,292,"3,113",0
949,-226,-10,50,81,114,235,0
147,587,77,934,156,112,40,0
"6,854",615,168,978,"1,176",248,"2,229",0
"4,376",348,166,771,"1,018",200,"1,793",0
"13,960",291,166,566,533,171,"1,424",0
593,73,69,"1,104",103,102,296,0
291,132,68,812,257,67,549,0
"1,640",860,257,516,619,472,"1,048",0
"3,309",485,89,82,316,295,498,0
85,0,54,"1,148",98,88,351,0
654,640,128,"1,951",407,185,"1,244",0
"1,438","1,397",124,527,695,429,"2,583",0
"3,144",161,96,941,720,131,608,0
"1,663",217,69,876,326,56,"3,267",0
"2,566",552,66,"1,291",478,103,"1,366",0
235,193,41,"1,040",119,131,83,0
"2,774",-4,37,837,412,44,788,0
378,-83,85,818,282,138,"5,853",0
"1,153",68,58,996,322,134,307,0
658,262,55,938,159,103,524,0
-689,540,205,321,250,"1,608","19,888",0
562,354,78,579,198,121,354,0
274,451,59,"1,264",110,60,519,0
"1,262",443,121,478,391,391,940,0
451,193,49,"1,035",169,69,777,0
"1,372",270,79,"1,325",182,56,927,0
"1,277",173,104,698,508,180,"3,882",0
816,206,185,"1,506",441,224,"1,364",0
192,40,61,"1,090",136,89,242,0
960,449,64,"1,266",480,109,"2,121",0
"1,085",263,110,400,404,301,340,0
"13,865",274,89,268,624,148,871,0
"1,193",131,83,"1,392",196,80,545,0
967,364,137,"1,110",668,170,900,0
"1,625",192,121,"1,022",402,142,"2,620",0
"1,057",619,208,92,455,393,"1,231",0
420,494,186,172,376,445,496,0
352,136,46,997,160,199,484,0
"1,159",803,92,939,413,207,532,0
"8,941",230,65,-180,264,109,"2,034",0
"1,497",540,125,"2,287",402,186,"1,227",0
"3,644",560,182,877,"1,025",270,"3,522",0
747,31,151,"1,743",505,140,688,0
710,197,69,"1,217",355,28,410,0
-61,-55,47,"1,121",87,18,784,0
"2,947",91,127,"2,133",713,272,"2,224",0
568,78,82,790,302,79,953,0
"2,263",319,50,"1,273",525,48,736,0
655,304,57,"1,177",172,63,437,0
"2,735","1,210",26,-31,"1,071",139,"1,477",0
"1,050",-42,49,944,315,103,264,0
"1,565",191,119,"1,688",447,148,864,0
538,160,91,"1,178",196,179,553,0
"1,253","1,102",126,989,264,973,"2,852",0
856,263,191,"1,034",399,259,"2,132",0
"11,712",383,137,541,957,224,"1,194",0
876,"1,710",168,814,452,327,"2,874",0
"1,776",150,75,958,285,126,"1,137",0
318,128,95,"2,085",185,120,458,0
"4,012","1,307",196,902,555,266,"8,431",0
640,159,41,427,222,45,319,0
937,451,135,"2,369",491,258,"2,866",0
"4,501",622,142,310,629,175,"2,153",0
645,31,70,"1,056",159,65,219,0
"4,739",538,64,835,531,101,"1,392",0
495,111,44,"1,135",295,114,616,0
"6,719",463,100,"1,068",866,129,"1,458",0
"5,597","1,499",363,"1,407","1,555",519,"10,408",0
"1,586",95,57,"1,371",300,59,"1,162",0
670,255,74,"1,078",241,103,921,0
82,271,51,457,135,130,391,0
"4,049",-29,63,602,564,150,320,0
"1,671",330,102,559,311,51,751,0
"1,817",168,80,649,226,90,326,0
938,592,198,"1,193",941,255,591,0
889,144,50,"1,165",229,38,665,0
52,335,37,253,71,159,95,0
245,369,139,"1,737",267,174,728,0
"8,569",584,331,-79,619,375,"1,062",0
723,198,51,988,290,70,335,0
"5,086",265,87,322,651,198,625,0
"2,042",974,212,167,419,525,"3,177",0
195,39,89,660,149,105,188,0
"2,225",225,105,773,394,57,"1,306",0
339,329,87,343,297,510,454,0
519,494,119,"1,952",295,106,"2,703",0
821,30,47,688,247,167,72,0
83,940,135,"1,950",259,218,"1,413",0
426,427,125,"1,122",252,148,"1,173",0
336,83,39,932,109,54,115,0
"2,722",412,83,785,631,103,709,0
"1,902","1,126",87,425,356,141,"1,073",0
499,337,38,777,259,423,363,0
"3,770",742,128,695,"1,362",178,"1,411",0
"4,595",720,85,518,377,113,"3,526",0
"1,585",470,107,"1,388",905,147,959,0
"5,745","1,191",199,"1,123",722,328,"1,692",0
539,181,65,992,206,27,112,0
94,118,56,183,157,279,329,0
"2,233",839,172,567,826,357,"1,795",0
19,13,53,"1,355",168,86,387,0
878,205,99,"1,582",221,102,351,0
"2,814",656,171,395,370,152,"2,809",0
"1,928",52,60,219,207,142,284,0
312,189,69,"1,397",184,122,902,0
494,59,117,844,243,177,335,0
74,948,41,171,219,180,"1,125",0
266,183,90,867,469,208,482,0
252,117,38,608,121,119,"1,063",0
753,383,85,309,365,45,124,0
"2,117",240,89,508,416,73,674,0
"1,172",212,123,175,372,318,119,0
512,234,42,"1,221",202,106,"1,942",0
"2,630",184,59,"1,205",814,117,934,0
111,137,48,"1,225",104,127,842,0
"6,655",606,181,"1,424","1,040",210,"1,543",0
"5,783",502,48,539,517,83,605,0
"3,500",550,54,912,543,95,"2,349",0
"2,195",958,122,577,385,364,"1,108",0
39,274,210,968,292,554,"23,242",0
"15,817",412,83,272,494,41,564,0
525,35,115,305,228,188,505,0
"2,439",308,125,566,823,121,148,0
302,752,106,820,199,202,199,0
614,302,305,543,514,242,"1,050",0
359,682,113,"2,099",286,137,"1,048",0
"2,218",768,122,"2,942",827,206,"3,118",0
"1,231",57,124,"1,115",417,189,710,0
"1,027",-127,75,374,166,169,379,0
"3,916","1,256",161,426,534,262,"1,683",0
937,498,63,"1,582",246,163,268,0
656,391,91,506,343,150,796,0
"1,282",590,160,"1,358",480,98,"2,021",0
270,"1,203",94,"1,077",256,142,608,0
597,279,83,897,306,171,834,0
67,139,103,"2,950",365,125,633,0
"1,782",735,108,334,193,192,824,0
-342,49,219,631,157,485,"21,018",0
174,385,44,"1,258",245,111,358,0
"4,479",887,119,402,589,109,"1,258",0
"2,675",753,78,"1,676",510,278,"2,641",0
"6,572",475,91,409,597,154,"1,235",0
"3,136","1,924",160,707,912,99,"1,192",0
"1,608",968,78,"1,197",258,94,796,0
"1,593",254,75,"1,742",227,113,"1,103",0
508,124,57,"1,700",244,74,457,0
"1,574",777,94,"1,419",372,174,"4,042",0
486,191,63,"1,097",266,135,636,0
"3,274",63,109,522,442,106,910,0
"3,327",593,136,892,496,182,"1,671",0
"1,597",479,256,649,556,297,"5,636",0
693,-112,96,"1,993",269,57,843,0
"2,332",179,51,228,314,171,288,0
305,133,50,969,147,67,778,0
"5,779",850,156,895,"1,307",180,"1,484",0
859,-177,73,"1,532",329,52,687,0
"1,182",245,61,"1,977",223,125,826,0
"3,108",822,286,444,990,602,"1,147",0
274,184,98,"1,145",215,105,308,0
609,153,82,"1,058",207,103,371,0
567,235,50,915,151,52,567,0
"2,391",537,90,852,707,62,607,0
904,156,68,"1,857",182,62,581,0
549,-71,36,947,259,97,689,0
"3,024",646,159,581,"1,381",127,"1,052",0
387,398,101,"1,192",402,85,544,0
"1,585",267,94,689,562,102,"1,043",0
201,42,28,"1,001",118,51,"1,290",0
"3,710",411,110,434,714,165,"1,890",0
"2,506",249,100,926,299,275,"1,098",0
"1,601",214,64,855,155,109,174,0
"1,241",696,255,"1,394",586,451,"2,598",0
"9,804","1,532",293,0,836,837,"9,363",0
"1,493",277,82,562,294,107,320,0
695,289,125,"1,340",336,231,92,0
267,88,86,"1,188",130,125,693,0
767,261,48,451,117,116,660,0
293,8,63,565,86,77,585,0
-16,283,104,"1,272",417,216,871,0
327,-40,43,949,159,108,"1,641",0
545,308,77,"1,271",275,203,"1,120",0
"7,716",278,49,579,507,96,"2,103",0
"1,632",503,96,"1,946",677,128,557,0
871,368,75,507,124,165,501,0
986,113,120,"1,969",349,96,395,0
"2,751",387,230,231,825,687,"3,828",0
"4,393",472,57,233,706,70,"1,338",0
"2,225",564,94,672,450,143,"2,313",0
"2,097",361,107,"1,091",457,122,"1,598",0
521,338,53,"1,790",230,111,"2,185",0
"2,009",323,48,901,429,12,434,0
"1,834",439,182,455,445,427,249,0
896,309,118,"1,004",312,157,934,0
293,479,116,"1,936",233,298,"2,741",0
"1,211",938,299,"1,706",611,316,"1,265",0
"2,740",574,129,472,558,224,"1,268",0
944,156,59,976,210,69,314,0
"2,010",325,129,995,482,216,820,0
"1,960",499,76,"2,352",485,299,"1,306",0
"1,108",710,139,"1,049",402,309,"2,405",0
521,198,61,"1,040",153,54,271,0
782,721,217,"1,852",582,331,"1,213",0
"1,017",734,115,788,423,177,"1,220",0
959,39,85,"1,387",248,36,551,0
868,403,152,"1,247",280,241,988,0
"1,418",61,24,"1,026",138,56,"1,778",0
471,165,64,840,314,147,835,0
"3,204",418,215,280,511,440,"6,180",0
"1,278",133,45,373,201,97,631,0
"1,552",18,79,645,307,110,831,0
903,406,100,"1,327",670,88,801,0
"1,250",251,95,713,314,248,-54,0
913,-85,60,711,154,123,437,0
238,152,71,968,162,136,"1,642",0
202,-150,76,"1,058",182,156,278,0
818,171,46,"1,324",201,111,"1,129",0
232,52,51,"2,047",72,81,962,0
"4,341",357,75,819,787,105,"1,190",0
"1,358",500,100,978,438,170,"2,317",0
407,48,101,"1,508",347,157,"1,095",0
"4,385",447,25,315,300,115,"1,065",0
"2,521",-131,95,115,63,52,"1,409",0
410,654,149,"1,949",333,299,"1,033",0
"4,951","1,054",164,727,"1,254",158,"1,129",0
831,337,209,"1,318",494,248,"1,040",0
"1,856",46,54,879,136,66,276,0
"2,479",791,207,"1,792",835,248,653,0
"1,543",622,110,"1,320",495,168,"1,810",0
"1,264",592,96,475,257,124,369,0
"1,946",700,259,-24,535,253,336,0
"4,037",680,145,355,700,106,472,0
153,473,59,722,204,195,"1,580",0
"9,727",538,115,"1,288",586,177,685,0
"1,033",-26,132,719,318,252,"1,013",0
"1,686",578,94,"1,169",274,176,"2,358",0
"10,894",344,67,409,607,194,637,0
"3,090",274,105,"1,071",591,116,"1,763",0
"3,690",562,169,476,636,651,"1,433",0
187,231,158,832,359,255,236,0
"1,571",438,150,"1,017",397,188,"2,876",0
"1,994",500,362,312,813,397,727,0
386,477,136,"1,058",515,266,800,0
420,245,27,386,161,237,471,0
"1,532",553,110,"1,113",975,246,"1,227",0
"2,181",553,107,"1,835",493,122,"2,352",0
689,315,65,"1,235",245,84,"1,832",0
705,78,63,"1,007",222,30,521,0
-37,501,169,944,235,233,"1,126",0
343,418,52,894,172,91,593,0
986,572,66,954,236,109,"1,162",0
111,69,70,"1,148",184,54,937,0
"1,281",177,91,620,241,113,"1,079",0
914,557,213,233,535,384,207,0
227,502,98,622,186,176,"4,014",0
"5,179",603,251,798,849,510,"1,307",0
268,555,166,"1,136",361,310,189,0
"3,618",575,185,485,549,221,"1,860",0
"2,609",180,67,879,655,76,765,0
417,225,12,591,70,99,226,0
"1,247",355,52,443,164,72,657,0
"2,732",740,164,385,424,475,"1,295",0
50,144,38,309,144,145,287,0
509,354,98,951,257,163,283,0
"4,197",723,133,886,358,116,"1,910",0
"2,932",567,108,759,766,118,"4,076",0
226,135,58,"1,664",241,108,751,0
612,393,100,"1,584",411,140,"1,494",0
"1,354",271,47,488,227,79,"1,222",0
"1,302",467,9,614,326,152,-39,0
"1,188",119,65,"1,079",259,142,"1,197",0
"7,225",784,98,552,831,120,"1,333",0
"1,223",942,186,620,511,256,"3,665",0
693,55,35,784,216,101,23,0
"2,415",290,175,122,574,278,"1,306",0
669,480,85,812,275,165,633,0
"6,234",579,53,706,492,91,592,0
"3,994",131,167,96,494,350,659,0
449,244,132,"1,390",296,215,"1,194",0
"3,048","1,307",214,580,790,311,"1,659",0
"11,358",343,72,"1,484",833,117,"1,223",0
"3,412",295,164,699,728,216,550,0
275,670,134,"1,137",380,159,759,0
699,204,84,"1,790",302,108,"1,389",0
"1,372",518,98,729,216,120,"1,117",0
"1,081",458,64,"1,407",314,100,872,0
"3,573",226,73,525,733,114,794,0
222,98,31,"1,323",299,85,877,0
"3,305",477,60,611,645,164,"1,029",0
"2,236","1,136",94,"2,068",629,117,"2,380",0
254,167,55,774,200,55,94,0
"14,196","2,206",314,284,"1,097",677,"3,108",0
"5,918",546,177,467,811,177,"3,534",0
"7,311",261,47,374,312,194,174,0
"2,754",281,98,"1,631",283,204,499,0
"3,915",413,87,336,528,104,965,0
"4,493",616,150,402,510,140,"1,166",0
"5,103",553,169,744,"1,755",204,"1,647",0
210,260,64,"1,138",184,68,"1,069",0
"12,977","2,618",146,-173,640,198,480,0
848,188,108,968,323,158,"1,446",0
770,56,123,263,363,177,243,0
287,487,119,619,258,284,"3,004",0
"2,529",618,95,"1,591",522,204,"1,568",0
188,537,75,"2,367",267,118,"1,394",0
"3,744",379,259,298,556,500,"2,572",0
"3,474","1,036",270,462,645,480,"1,873",0
"2,636",683,125,"1,521",430,296,"1,478",0
"2,692",571,98,"1,282",320,178,299,0
987,440,88,"2,003",343,124,921,0
"1,052",502,78,"1,033",217,134,922,0
809,299,143,"1,600",272,146,"1,240",0
460,419,139,"1,248",283,143,928,0
"1,277",818,299,"1,254",641,413,"2,463",0
481,748,42,867,217,35,461,0
609,59,33,218,240,205,400,0
447,-26,46,991,172,72,"1,183",0
"5,935",402,100,826,999,258,"1,304",0
335,766,111,"1,376",283,166,"1,545",0
"2,053","3,252",179,855,347,479,"6,474",0
537,387,68,346,139,100,245,0
440,56,100,"1,061",289,117,"1,103",0
"3,351",321,111,709,716,227,"2,462",0
"1,094",405,42,879,139,37,650,0
"7,745",623,113,"1,795",495,197,"2,336",0
"7,144",584,54,501,304,144,"1,758",0
433,40,67,870,167,120,459,0
479,57,215,743,412,313,571,0
"1,389",719,142,607,532,228,722,0
"1,059",183,65,"1,347",356,104,"1,759",0
"1,940",187,40,853,215,112,838,0
"3,830",348,88,610,335,275,678,0
765,372,89,316,284,194,10,0
355,143,33,93,173,252,220,0
"1,106",274,77,591,236,188,396,0
"3,825",435,254,46,757,209,633,0
"2,826",824,81,228,848,197,"1,490",0
"2,293",210,124,"1,662",661,242,"1,000",0
"3,329",878,113,-40,383,205,"1,233",0
"6,466",280,70,550,575,223,"1,175",0
198,59,92,"1,138",259,196,776,0
"3,794",393,151,119,812,128,352,0
584,58,129,"1,065",391,100,402,0
48,-69,14,835,222,57,182,0
"1,230",119,97,"1,039",259,106,665,0
"3,772",661,205,404,673,236,"1,545",0
934,225,34,"1,361",306,88,"1,909",0
"1,343",533,139,"1,188",862,137,756,0
"2,243",677,61,"1,073",243,171,813,0
409,268,105,"2,090",383,86,950,0
890,345,-1,79,19,516,501,0
469,227,80,"1,777",201,146,475,0
950,517,124,944,290,211,"1,810",0
"1,995",246,109,825,746,209,"2,081",0
"2,747",500,240,551,469,454,"3,737",0
497,71,17,"1,606",200,95,"1,031",0
639,181,41,102,242,240,235,0
"2,727",247,47,233,757,82,"1,477",0
892,449,79,"1,508",541,219,"3,145",0
"3,702",585,81,666,382,255,867,0
"3,477",932,121,215,827,225,"8,403",0
539,433,205,"1,191",545,243,"2,602",0
"1,131",205,76,"1,239",425,127,-13,0
696,495,74,759,386,100,"1,274",0
707,152,99,"1,213",283,187,"1,179",0
439,13,76,860,166,55,922,0
933,325,38,"1,043",327,41,699,0
"5,391","1,196",194,"3,156","1,917",316,"4,439",0
"1,552",466,134,"1,269",485,192,"1,034",0
"2,009",305,81,"1,327",671,350,"2,898",0
383,420,120,"2,990",371,311,883,0
959,211,81,873,283,57,568,0
570,238,88,"1,501",290,150,404,0
"1,175",464,104,958,375,129,571,0
147,145,50,"1,207",155,68,308,0
296,291,120,960,223,201,-106,0
"1,137",626,98,994,212,326,901,0
"4,213",629,112,811,743,109,"1,468",0
"-1,410",593,234,326,156,583,"50,246",0
"4,216",430,124,346,685,227,"1,617",0
"1,577",521,100,"1,258",242,144,"1,965",0
"6,038",771,109,-6,702,661,532,0
612,301,84,902,426,172,490,0
"1,281",305,181,"1,318",497,243,"1,275",0
"1,244",403,104,"1,104",716,87,383,0
"4,078",565,61,463,380,63,382,0
"1,733",583,72,"1,231",256,145,835,0
337,248,91,978,177,90,483,0
"6,458","1,222",164,349,689,203,"1,319",0
"2,247",599,76,667,272,105,"1,167",0
225,201,52,651,142,90,498,0
150,975,94,753,218,260,678,0
157,315,78,"1,264",167,151,"1,956",0
"3,994",378,116,174,535,140,606,0
"5,161","1,732",189,"1,697",833,357,"3,539",0
"3,734",604,176,556,576,232,703,0
484,52,80,706,270,152,908,0
"2,246",597,142,948,440,352,"1,527",0
"1,929",328,114,286,346,298,"1,033",0
"1,247",628,240,"1,999",640,270,"1,988",0
34,182,86,931,160,142,593,0
210,75,86,"1,303",180,120,"1,385",0
"1,016",157,142,"1,077",387,225,862,0
"6,075","1,020",344,18,975,356,"1,228",0
"3,613",486,151,458,494,176,"1,387",0
"1,687",426,85,214,244,160,163,0
"2,602",414,109,469,228,235,"1,566",0
"3,546",390,82,186,353,155,826,0
138,430,76,"1,212",175,122,"2,260",0
472,428,75,937,349,142,436,0
"1,051","1,522",19,"1,195",246,"1,597","1,653",0
"4,366",515,88,40,542,99,"1,142",0
528,154,47,945,221,115,388,0
622,-120,57,666,183,96,279,0
"3,263",101,61,294,383,128,927,0
306,273,40,"1,949",116,60,805,0
"3,017",294,44,605,396,64,"1,231",0
"1,637",175,63,499,235,77,258,0
-12,282,66,967,84,80,520,0
"1,674",152,148,346,436,190,161,0
706,276,119,"1,103",383,107,895,0
655,42,76,865,131,83,546,0
"1,526",42,69,"1,563",332,154,437,0
102,89,49,862,128,141,108,0
"2,046",219,50,773,203,174,724,0
"1,512",540,180,894,464,327,623,0
447,236,160,198,500,725,540,0
978,568,103,"1,091",233,192,929,0
"1,759","1,759",101,"1,479",342,370,"7,907",0
"2,300",849,247,804,404,291,915,0
-116,170,66,"1,637",98,79,644,0
828,162,59,859,224,192,"1,493",0
247,127,66,"1,458",190,130,761,0
"1,572",178,31,815,188,63,34,0
"1,171",471,146,692,301,287,964,0
627,173,211,500,581,180,396,0
784,804,99,"1,072",264,269,"1,151",0
"2,364",644,81,"1,291",459,180,"1,434",0
462,206,175,508,337,204,764,0
"1,194","1,113",93,"1,156",363,202,"1,214",0
"2,338",274,74,747,344,122,"1,896",0
"3,176",371,138,"1,418","1,283",108,"1,257",0
"2,468",907,142,652,421,255,"1,650",0
"1,744",421,94,931,288,202,"1,010",0
810,418,194,"1,525",426,222,"1,785",0
363,94,116,918,273,182,260,0
791,360,91,731,171,191,228,0
"3,741",665,165,722,565,245,"1,685",0
"5,931","1,268",164,168,539,151,"2,357",0
"4,340",406,173,664,502,273,"1,956",0
"1,053",376,81,699,179,124,682,0
"1,592",219,62,866,276,182,412,0
784,2,177,"1,533",480,198,834,0
"4,393",281,112,784,619,178,"1,392",0
"3,901",876,78,571,406,69,737,0
843,111,44,602,182,145,377,0
556,247,91,"1,423",199,212,"1,245",0
"1,124",259,112,"1,007",325,203,"2,124",0
"9,598","1,516",290,-161,513,443,"3,041",0
"1,586",166,72,"1,162",239,134,595,0
728,97,87,962,229,106,495,0
46,494,59,155,165,301,343,0
415,104,89,"1,267",236,146,604,0
"1,107",671,147,737,365,179,"1,624",0
189,308,65,"1,047",147,118,777,0
738,173,63,889,258,139,"1,408",0
"3,478",245,79,"1,043",662,121,640,0
412,123,48,613,114,71,34,0
"1,808",396,131,997,487,237,"2,114",0
"2,355",178,141,470,433,237,"1,606",0
"1,231",463,264,"1,099","3,820",339,"1,409",0
663,282,91,"1,047",296,178,693,0
411,668,102,"1,995",294,225,"1,686",0
509,680,142,"1,618",419,326,593,0
"4,557",383,67,790,523,96,"1,590",0
658,429,99,"1,472",325,148,863,0
"7,615","11,322",283,857,971,403,"10,987",0
337,64,62,856,271,97,"1,303",0
"1,191",492,67,532,741,128,"1,075",0
220,225,142,734,351,180,625,0
842,410,74,593,355,164,338,0
"1,331",246,68,"1,233",245,128,401,0
"1,588",374,158,"1,388",719,190,"3,548",0
"5,502",850,131,336,887,259,"2,950",0
170,70,70,914,130,71,552,0
"1,006",508,68,666,333,83,411,0
275,446,176,"1,381",391,254,985,0
"5,416",240,174,473,"1,133",177,"3,014",0
"4,597",808,101,535,"1,049",171,"1,653",0
296,309,37,"1,072",116,33,182,0
455,358,52,"1,135",282,134,930,0
418,120,79,645,236,118,446,0
"4,630",344,208,57,715,292,437,0
"2,050",299,68,"1,200",805,113,"1,565",0
426,277,35,754,165,106,444,0
810,166,98,"1,343",238,177,"1,025",0
"1,167",86,74,"1,431",185,163,"1,149",0
