CIP2A_APC,CD41_APCH,CD42_BV605,Vimentin_488,PVR_PECy7,MICB_PE,Zombie,Colony
29,3333,407,338,2050,302,451,0
31,917,489,432,2225,133,754,0
70,4146,604,493,1677,427,1308,0
60,9620,1156,868,2251,749,1747,0
33,15981,11281,387,568,456,281,0
98,34325,5202,1199,4759,728,2027,0
40,3450,399,353,3237,416,777,0
0,10376,978,406,1577,116,912,0
82,17200,659,659,716,187,1288,0
21,3487,336,305,2044,293,572,0
23,221,377,328,2077,88,533,0
119,133,551,408,134,66,206,0
36,14002,5181,234,849,134,214,0
-8,3404,294,291,1879,456,635,0
262,340,1107,1194,621,180,934,0
28,1690,446,352,1305,92,687,0
87,9750,1097,897,2113,218,1528,0
24,5025,305,235,1128,260,440,0
31,5666,286,269,2566,482,568,0
33,10537,1062,779,1713,111,1266,0
13,15463,10449,385,2549,706,572,0
8,3110,161,172,1099,128,430,0
36,140,484,379,1693,183,525,0
72,7217,1049,1075,1871,488,2191,0
15,183,223,246,860,33,360,0
133,20889,13617,864,1430,263,1449,0
154,19346,5372,1503,2433,488,1816,0
24,20253,6250,344,800,224,439,0
41,2249,459,385,1851,165,672,0
47,518,448,354,1202,271,444,0
27,20092,16157,701,2365,542,583,0
7,2293,304,303,1954,270,736,0
2,5550,352,338,1107,121,651,0
44,9401,1216,1150,447,345,2620,0
88,16289,5075,714,2796,365,885,0
65,23447,14736,512,998,30,677,0
29,2122,536,369,2177,232,663,0
41,12649,406,390,1900,185,809,0
20,2980,516,353,2479,210,494,0
-4,123,211,253,816,63,340,0
32,105,372,324,2437,124,649,0
20,2832,427,491,945,135,645,0
-4,3610,479,371,2039,281,676,0
40,1625,410,466,1944,384,655,0
31,23333,7752,551,1473,246,654,0
37,118,625,510,1955,105,1139,0
-2,10245,6444,346,1187,133,564,0
33,1732,675,910,3157,317,1159,0
34,18504,9293,302,1083,178,301,0
11,16413,11443,463,1279,496,505,0
19,4273,482,515,1295,282,1204,0
35,7514,537,406,1372,142,1042,0
4,2700,264,258,2158,127,473,0
11,11390,4755,335,1384,189,481,0
23,10510,780,720,1604,584,1217,0
132,6153,1681,1550,1619,220,3870,0
21,10594,1356,388,1344,115,945,0
20,805,343,315,1130,226,439,0
46,6511,401,337,934,247,527,0
-1,5615,494,449,1895,379,736,0
38,12955,1215,503,1764,524,805,0
15,3998,458,430,2029,231,591,0
36,10885,4323,611,2700,313,1179,0
16,105,158,120,1318,12,357,0
2,322,329,218,2479,51,560,0
16,3924,452,400,2237,415,669,0
31,2862,499,457,3283,235,847,0
20,17838,3966,379,576,109,785,0
46,3884,475,416,1633,452,719,0
6,11211,8378,242,1083,-39,247,0
9,21519,10032,364,1314,231,377,0
114,30467,7948,1048,6062,770,1560,0
17,7751,1662,240,1328,68,438,0
161,123,793,517,290,180,462,0
67,1826,698,589,306,106,697,0
27,6962,339,319,1578,304,580,0
83,6306,2404,1581,3038,1553,2946,0
26,5016,442,369,1987,171,626,0
32,17114,3915,597,2367,252,927,0
23,2073,695,611,2402,294,1186,0
35,2650,337,242,1010,33,597,0
99,9745,1105,1014,752,196,1676,0
113,195,711,377,206,99,226,0
17,1703,459,442,1096,226,700,0
54,23722,4187,621,2003,279,1178,0
20,3450,591,405,1454,394,933,0
15,13283,2683,605,1564,214,986,0
15,5339,567,441,1298,781,1085,0
13,4392,637,540,2100,197,1200,0
-2,23723,7512,423,2067,635,765,0
17,1019,415,367,1272,183,471,0
510,495,373,305,1475,155,574,0
23,17639,9782,527,217,224,988,0
-27,16390,16442,205,575,63,-32,0
39,3434,608,607,1406,310,1240,0
64,1525,693,596,1931,263,1114,0
-13,10343,1474,212,1149,156,521,0
25,10928,610,417,1950,466,810,0
2,864,395,347,2000,141,534,0
22,2514,558,500,1156,112,1088,0
13,17503,6436,507,2089,702,788,0
36,3534,827,650,867,176,1471,0
7,685,509,318,4402,213,779,0
79,7943,999,887,323,185,1659,0
46,20003,7800,789,2012,184,422,0
47,7262,591,442,3001,480,743,0
24,14215,1114,510,1617,415,586,0
5,1015,463,398,2378,538,695,0
2,19197,6206,365,1464,75,577,0
12,2414,371,320,1700,132,626,0
4,10046,874,791,1095,418,1424,0
50,9027,2476,923,1555,405,1776,0
26,347,543,459,1163,57,728,0
26,360,350,393,1035,215,648,0
12,4114,445,362,1145,188,854,0
58,4594,433,312,202,102,511,0
18,1873,391,464,1923,299,636,0
2,1100,407,239,772,19,504,0
25,2126,394,222,797,121,426,0
13,612,230,273,864,87,356,0
85,11968,1054,917,3350,648,1275,0
4,17095,4910,256,1755,235,304,0
9,13008,567,429,2151,207,891,0
31,605,246,162,489,66,242,0
41,4787,808,723,2299,349,1749,0
28,12745,8444,633,3844,829,628,0
59,18803,1828,806,1472,452,1741,0
21,284,431,353,1290,157,588,0
43,5222,571,519,1509,131,1251,0
27,6199,313,301,1228,345,621,0
36,2093,1192,815,2851,267,1550,0
-3,21858,14592,264,2439,428,234,0
25,277,444,479,1765,314,903,0
9,1072,233,243,1341,124,434,0
2,3745,391,392,2148,250,582,0
17,1702,377,351,1284,32,737,0
29,120,674,566,2110,284,1109,0
10,1865,448,409,1431,51,730,0
59,9835,1671,966,521,262,2491,0
34,19495,11469,476,541,358,801,0
27,3087,1027,899,1262,308,1666,0
-13,16090,7660,311,1193,256,442,0
53,4087,359,327,1229,160,687,0
31,5097,718,574,1502,377,851,0
2,6374,505,383,2358,190,872,0
24,1321,705,477,2261,170,1059,0
52,11801,3781,531,480,38,1343,0
13,22074,5201,585,2283,322,1356,0
26,423,449,442,2457,104,849,0
31,4549,541,385,955,610,666,0
4,3155,277,287,1179,235,399,0
-6,3258,585,451,1421,88,1392,0
25,11382,11191,461,1263,319,181,0
24,4878,273,234,1506,117,624,0
15,869,346,208,1738,81,471,0
158,31534,7030,1733,807,308,3539,0
91,25913,4943,1213,1524,326,2601,0
36,3812,755,579,2334,405,944,0
2,2487,307,218,1128,339,350,0
56,6061,873,815,2631,121,1712,0
42,11174,991,483,642,217,1068,0
40,3356,552,524,3069,330,760,0
63,3024,633,525,2016,431,772,0
30,3844,362,331,951,210,721,0
25,2876,541,582,1348,213,1323,0
9,12405,6155,549,1266,104,810,0
30,5245,234,200,1344,161,432,0
44,3491,485,440,1528,115,1077,0
1,12625,828,476,1863,684,658,0
95,13094,9602,242,1667,96,217,0
43,19482,3512,481,1568,527,865,0
12,5221,540,307,1919,131,662,0
32,8881,922,748,1288,172,1902,0
20,1181,381,389,2296,266,872,0
42,15628,5431,251,1226,27,275,0
25,3849,377,264,1556,226,381,0
50,18279,6940,441,1559,117,709,0
25,17653,4292,947,2782,190,2091,0
24,2047,769,632,1644,202,1182,0
35,23573,15611,317,2266,111,18,0
0,5817,423,367,1540,417,1006,0
2,17811,15798,523,2441,398,613,0
5,1833,437,395,1818,307,478,0
43,1001,305,265,1426,79,385,0
50,269,589,483,2610,224,767,0
38,573,388,366,1096,217,583,0
63,12413,23578,1205,972,82,1409,0
34,6340,507,487,1828,547,1121,0
33,4073,847,701,3902,132,1584,0
39,14594,779,562,1935,398,837,0
34,4562,415,309,2257,194,600,0
43,7270,474,371,3938,930,859,0
23,6678,484,393,1895,644,783,0
16,2790,411,265,2046,338,485,0
13,8396,1453,54,909,78,122,0
23,11479,2254,794,869,369,2450,0
14,4481,570,545,1428,364,928,0
28,5193,242,294,2313,170,449,0
26,767,374,375,2844,359,570,0
10,717,531,309,1463,131,448,0
37,724,253,232,1570,348,366,0
41,4160,787,464,1014,340,805,0
5,14167,5456,537,1304,110,1166,0
85,147,346,273,212,25,224,0
15,2106,566,437,1310,440,896,0
71,630,662,563,1503,500,912,0
30,7745,449,405,1083,222,920,0
34,946,390,293,2459,214,675,0
61,27488,4830,755,1675,167,1610,0
36,693,338,254,1646,59,544,0
21,1237,233,231,1816,53,566,0
-2,16298,6772,1085,1511,60,1085,0
1,21880,5087,128,1327,129,264,0
10,11773,5014,238,1513,83,142,0
15,23722,4649,309,3154,493,956,0
17,16939,15693,177,2601,350,676,0
0,18796,12271,146,988,72,178,0
18,1571,247,267,1684,88,469,0
6,13007,7347,121,639,-14,343,0
40,21287,25383,655,2211,156,620,0
34,3581,358,291,2068,225,624,0
47,27321,33403,300,454,-155,123,0
21,23094,13066,63,1372,-89,78,0
16,11628,1617,537,611,-24,904,0
34,13606,877,724,719,119,1791,0
39,10031,388,350,1776,531,893,0
24,4850,499,1423,1040,150,1535,0
17,1519,328,314,2174,105,668,0
-14,14809,1435,255,485,235,424,0
21,7618,4197,249,416,-22,324,0
43,3283,851,612,2273,305,1897,0
14,2189,378,282,1554,408,492,0
62,9168,594,554,2687,627,1300,0
31,1669,362,306,1614,126,746,0
6,13841,3800,367,1581,75,937,0
40,971,305,189,2084,213,546,0
28,16242,4360,255,1791,254,664,0
17,2660,231,194,1867,107,330,0
34,8095,704,780,1140,164,1210,0
9,11446,668,660,835,125,1339,0
14,10527,504,298,1075,253,752,0
9,5396,1669,162,1042,141,516,0
30,3807,702,632,2390,254,1793,0
24,1435,261,162,1008,78,366,0
34,4535,402,474,2296,294,1123,0
33,2446,553,477,2625,268,1030,0
32,4627,490,474,1901,502,1196,0
19,2702,210,174,1664,85,358,0
3,4822,372,209,1518,123,608,0
6,6658,5305,198,482,-21,354,0
35,2118,339,310,3051,198,605,0
11,2636,138,140,1428,202,320,0
74,2423,517,852,1144,162,805,0
53,10536,2297,616,2128,227,1068,0
17,1005,262,257,1753,225,464,0
36,6398,584,536,2259,186,1111,0
104,15864,3940,392,1351,334,1093,0
48,1061,307,311,1279,127,552,0
12,4050,334,1260,1194,20,747,0
15,4418,654,568,1287,507,1675,0
320,16981,4950,387,2480,34,1232,0
17,23578,6975,146,943,261,234,0
9,5720,2745,403,942,607,1111,0
28,442,521,401,1661,197,882,0
49,4262,657,534,2241,530,1395,0
46,1383,424,402,1580,205,919,0
43,8098,442,955,3599,256,943,0
21,1393,300,217,1147,20,592,0
24,2659,214,260,1363,62,499,0
32,10114,748,420,1092,316,1022,0
30,6,316,322,1974,81,609,0
121,4882,725,656,601,126,1036,0
30,11465,2877,545,1253,300,1085,0
21,7773,853,634,1263,232,1632,0
19,75,303,272,1535,120,629,0
44,1708,791,744,354,41,1629,0
35,3938,706,627,1829,277,1195,0
45,19170,8357,291,1161,137,757,0
15,5373,365,331,2195,227,953,0
0,5214,296,176,937,283,534,0
41,13657,679,511,1107,217,1518,0
35,16261,1013,851,2935,829,1948,0
40,7142,558,368,1571,575,1075,0
35,7170,249,201,1138,7,392,0
11,454,160,214,1341,263,362,0
34,34114,8412,416,1203,14,1288,0
54,9813,945,505,733,158,1241,0
0,4128,458,208,1707,336,493,0
10,70,405,382,1276,127,808,0
7,9469,415,265,1213,264,720,0
18,2220,238,2204,480,12,1020,0
37,34109,12438,869,4326,398,1198,0
27,12417,901,276,1945,323,594,0
42,409,259,148,190,79,398,0
4,5869,767,223,1376,183,659,0
39,7686,666,532,1271,103,1395,0
18,3979,191,205,1423,210,369,0
27,7275,654,555,2241,134,1333,0
15,2027,940,338,3551,141,768,0
27,2130,451,401,2846,239,749,0
18,12092,5473,238,221,183,575,0
39,6695,542,457,2624,169,1374,0
55,873,494,530,2387,166,1083,0
36,11733,4961,131,1908,46,376,0
26,2011,135,133,1180,71,306,0
4,3555,402,277,1432,106,704,0
29,3048,858,504,70,291,899,0
-3,16749,10401,100,1908,467,32,0
33,18637,5225,285,2072,311,720,0
11,6570,743,517,1868,387,1549,0
29,-3,224,198,483,55,417,0
-9,12195,5237,99,1492,220,115,0
28,3095,692,449,1118,78,1253,0
19,4298,655,627,2130,653,1724,0
52,885,439,302,1904,32,791,0
17,22080,10935,74,800,-92,-191,0
6,1141,258,202,1078,2,550,0
40,9067,587,281,1514,204,683,0
17,4566,186,143,1816,315,567,0
7,13025,1905,401,2756,600,557,0
30,1548,342,306,1035,290,788,0
31,4075,251,227,1850,229,576,0
6,224,153,140,1948,207,333,0
31,2592,385,305,2232,159,674,0
40,4562,2908,478,3532,56,1094,0
30,9276,1207,712,2234,220,2320,0
34,1021,405,327,1502,102,651,0
52,1056,322,306,1870,62,830,0
10,10247,1978,292,1068,42,689,0
27,1925,285,271,1632,812,632,0
31,4185,359,269,1146,230,788,0
40,2813,769,733,1392,100,1870,0
25,14347,1039,630,2612,383,1797,0
-4,21586,29957,200,810,-34,-366,0
39,14977,22247,470,3446,61,398,0
43,27919,12732,726,1045,-54,1484,0
48,2161,746,575,1759,402,1433,0
43,1587,306,255,1667,72,618,0
29,1201,242,89,2041,115,484,0
37,7599,557,499,2176,283,1216,0
-3,18074,12141,122,1434,18,-17,0
22,11723,5019,323,1399,84,510,0
31,3506,240,238,1095,220,662,0
9,9319,784,115,1231,302,395,0
54,4969,293,741,2289,236,594,0
33,3566,508,355,882,199,1237,0
62,8049,1174,692,2496,16,1744,0
9,3065,200,143,1344,35,313,0
104,24386,9523,454,587,86,1034,0
23,3172,308,297,1673,240,812,0
6,10701,7192,208,2406,163,352,0
96,3106,984,1096,774,91,2482,0
34,226,428,375,2654,366,900,0
0,4544,270,219,1807,139,606,0
10,282,272,171,1168,160,519,0
-9,17932,4199,349,1905,109,981,0
22,6539,874,422,1341,35,994,0
34,2004,292,169,1071,38,434,0
12,1898,211,259,62,34,416,0
4,17584,15634,201,995,110,68,0
-2,14014,6706,215,886,281,459,0
38,4903,483,288,1782,147,861,0
23,16872,1327,369,1130,86,960,0
21,366,256,213,995,186,594,0
9,6556,422,313,2036,110,742,0
46,4597,324,344,1595,234,730,0
0,14800,12550,336,2837,63,765,0
33,11179,775,195,1841,279,608,0
5,1159,275,231,1673,127,592,0
22,5712,446,503,1858,54,904,0
13,1960,178,167,1087,100,475,0
1,6395,614,553,1478,173,1466,0
41,13326,1059,729,2349,251,2093,0
14,13707,733,268,1645,566,831,0
95,303,447,286,138,46,266,0
22,16008,919,865,1275,214,1922,0
-8,6931,1185,463,1253,52,1202,0
31,9173,225,200,1016,32,474,0
28,8794,504,397,2313,854,909,0
30,17313,1755,513,2332,391,1052,0
19,16032,7148,155,2310,47,142,0
26,2792,239,257,1729,344,466,0
69,23926,2555,514,161,56,1328,0
22,1257,411,440,529,251,1005,0
47,708,371,362,3393,240,676,0
27,18587,9090,196,1378,296,223,0
8,3423,238,119,1246,227,324,0
20,7581,690,437,2630,228,985,0
55,12662,4577,649,775,13,1317,0
20,798,322,209,2562,244,507,0
-2,15726,5023,265,1063,142,344,0
14,3460,288,301,1911,115,643,0
25,7093,411,328,1905,193,835,0
68,27840,3460,513,630,122,1629,0
25,3763,226,107,996,102,229,0
56,24297,10155,673,2269,132,1564,0
-7,7868,373,211,1937,163,662,0
30,12016,4845,130,492,108,176,0
19,3890,502,1007,1108,88,1076,0
12,4339,477,349,1831,195,813,0
21,6224,801,522,2487,215,1410,0
136,137,798,314,158,17,208,0
23,1756,292,262,1550,163,639,0
41,17866,6084,496,339,174,1316,0
23,20271,23002,400,4265,740,291,0
45,11922,1999,134,2245,421,237,0
74,54795,33379,1564,1496,330,2315,0
34,952,474,396,2362,81,908,0
6,876,337,245,2290,115,550,0
15,15233,2946,324,2572,583,801,0
38,16196,4625,1942,1284,65,1045,0
33,7296,360,353,11,446,636,0
3,6099,425,449,603,98,1025,0
11,1602,167,153,916,89,544,0
20,6120,874,369,2549,514,955,0
-15,8306,285,219,2135,142,622,0
32,17884,758,389,904,210,1127,0
2,456,287,237,1528,73,457,0
126,302,554,408,404,73,244,0
22,2480,351,244,2009,46,707,0
47,3052,451,389,781,39,1162,0
8,1851,354,266,1551,532,541,0
21,1614,394,248,1713,140,555,0
41,486,346,277,1409,142,678,0
24,17732,11025,245,989,24,594,0
25,7679,577,797,295,-13,1131,0
22,9438,1247,244,1263,150,584,0
-2,18931,1992,401,1297,89,1096,0
44,3321,383,926,400,40,804,0
22,1089,602,495,2174,111,1185,0
3,1890,1802,281,1819,47,670,0
17,3639,201,156,1234,32,365,0
40,8631,502,444,2218,748,892,0
21,450,492,228,1277,68,580,0
-1,10026,672,402,1649,357,900,0
2,17961,7293,-26,782,61,-116,0
54,10225,588,366,954,213,782,0
19,4905,11619,95,4558,329,87,0
7,17047,5527,382,1563,415,1019,0
24,846,148,132,972,86,353,0
47,924,347,283,1569,99,607,0
9,6233,288,152,1048,36,596,0
68,690,353,286,762,29,452,0
-7,14067,3410,204,1723,184,643,0
27,10197,306,248,2518,252,760,0
65,14634,2567,307,2315,109,827,0
38,218,350,395,2635,97,718,0
33,2013,313,240,2135,149,611,0
29,5027,767,499,3840,390,1112,0
18,20363,8308,157,1480,-47,67,0
18,15501,1925,382,1123,162,1076,0
50,30436,16890,184,2605,72,85,0
33,3360,909,546,1268,107,1652,0
56,8577,880,572,1726,305,1654,0
23,6949,460,351,2155,245,1082,0
46,1987,344,307,1529,88,814,0
35,20597,3286,530,711,88,1291,0
43,7516,662,369,1508,335,1260,0
25,7191,262,180,1340,208,480,0
57,9937,825,363,841,244,959,0
43,6526,756,337,1226,175,1029,0
35,24109,7969,329,1858,975,564,0
13,3574,233,162,1434,112,398,0
6,8473,524,387,-3,120,1073,0
34,2208,2417,395,16154,648,1182,0
16,3307,378,378,2736,116,934,0
8,6468,182,166,1060,331,354,0
12,19782,7262,185,1808,259,307,0
24,6702,524,510,2858,338,991,0
35,666,657,639,1337,145,1480,0
15,1668,221,197,1434,180,403,0
17,14013,1606,441,1286,191,1087,0
34,2706,518,290,608,80,925,0
16,38241,25243,243,73,-137,291,0
48,8463,747,580,996,111,1660,0
36,12270,1349,560,2121,40,1322,0
53,1922,947,853,708,42,2503,0
18,3100,145,134,1250,207,281,0
66,23533,6454,1014,2626,71,1798,0
15,1427,370,330,3320,91,787,0
18,2031,452,409,2069,124,1121,0
52,3532,686,361,1659,137,817,0
33,2449,332,246,1069,110,548,0
89,19685,1404,1618,3915,2276,3794,0
80,40037,21197,925,4707,330,1371,0
9,9104,303,224,946,392,526,0
16,13096,1207,627,815,10,1651,0
15,13669,1117,889,2074,675,2270,0
18,3319,466,662,100,28,1145,0
-5,20634,15990,211,929,121,257,0
25,3615,787,642,1679,405,1363,0
15,4371,338,306,1314,151,844,0
150,257,801,408,277,25,249,0
26,2681,468,329,2809,232,832,0
1,20836,18017,309,1332,254,99,0
31,9147,3851,190,846,50,289,0
30,11912,620,481,3585,869,1307,0
64,685,703,615,325,29,1234,0
49,752,992,875,1455,557,2062,0
23,19682,6180,104,497,100,58,0
32,3726,496,291,2229,78,751,0
43,1167,340,304,3416,289,787,0
67,30094,12942,445,2431,456,855,0
35,1781,313,239,2460,272,463,0
16,4129,456,386,1975,37,1040,0
41,7852,661,624,1859,1376,1856,0
-16,583,232,187,1215,43,571,0
29,4154,469,366,942,329,924,0
22,246,255,163,1914,17,363,0
14,34053,15914,292,864,62,284,0
26,624,440,347,2243,88,733,0
14,27231,11817,384,1154,147,644,0
17,6718,274,279,1326,114,700,0
15,20370,10229,146,871,22,76,0
20,20300,7640,589,3652,96,1071,0
9,14432,5383,62,1464,-6,54,0
19,13343,3682,238,1252,151,328,0
104,10708,1324,1133,-156,184,2073,0
19,4607,405,298,916,103,540,0
10,4028,406,231,1893,191,803,0
38,1878,198,180,1756,253,446,0
34,4470,464,147,2181,59,488,0
147,307,791,467,324,48,290,0
126,6965,643,893,689,142,1288,0
68,13655,915,716,146,46,1528,0
75,14657,1813,859,2282,200,1745,0
212,10173,4356,3788,1294,120,2482,0
74,1932,711,662,1228,105,1480,0
87,6772,1005,871,3376,1047,2014,0
67,15727,1131,857,1781,588,2482,0
71,58260,28393,1510,3812,241,1061,0
226,251,1106,910,429,110,792,0
60,6632,840,681,718,30,2107,0
62,9966,808,733,4574,584,1719,0
132,717,692,681,248,74,650,0
93,7637,1640,1043,2140,275,2572,0
67,18605,1601,832,1872,241,1375,0
84,7836,2098,1317,1902,116,3421,0
53,5434,1037,727,691,113,2116,0
61,13527,950,733,4659,296,1874,0
76,47979,12104,1085,1334,532,2250,0
87,10164,876,810,1054,182,1604,0
74,5659,825,687,447,120,1229,0
54,16874,1476,766,2767,176,1974,0
73,10704,2451,1022,2311,319,3279,0
62,4283,1124,794,718,218,2624,0
63,17642,2506,1167,2056,364,2142,0
67,40410,27012,1262,2482,223,832,0
54,6771,938,853,939,139,2024,0
85,10811,1106,1150,2082,564,2806,0
93,37440,16756,807,44,-109,1940,0
53,9599,3342,1042,2418,103,2340,0
54,3929,814,686,256,75,1680,0
77,5617,1070,776,1808,25,2069,0
74,22116,7523,764,2689,510,1506,0
51,4716,1198,1020,1009,265,2965,0
52,689,813,689,393,-72,2041,0
60,13849,5348,719,2315,610,527,0
60,24979,3931,1386,4061,139,1484,0
90,11203,737,681,1194,195,1546,0
168,12706,15018,953,1522,20,972,0
76,8876,761,655,4399,508,1498,0
52,7485,656,666,1068,229,1786,0
84,40970,10305,744,1538,21,2098,0
127,8236,1448,1290,1071,229,3201,0
61,6825,765,908,1513,10,1579,0
70,2662,1522,687,1708,227,1726,0
79,32249,10733,1028,4272,519,1899,0
88,21914,6501,694,3762,760,2185,0
76,4489,938,730,4417,322,1723,0
63,8395,1919,890,1772,47,2424,0
63,26105,5665,708,1992,338,1939,0
76,2070,1157,877,1345,119,1970,0
107,39593,32716,731,1365,-24,959,0
52,23767,8217,908,1315,452,227,0
71,21095,1409,1060,5675,342,2257,0
67,5340,863,666,1960,-1,1535,0
46,8942,2854,696,508,116,1973,0
57,4957,682,684,2040,271,1310,0
60,7731,922,806,1663,120,1832,0
77,28302,6896,798,1180,196,2039,0
127,3127,1424,1220,71,120,2660,0
62,2273,907,716,883,146,1789,0
90,21283,4199,891,3216,304,1107,0
90,5859,1095,938,1546,85,3068,0
62,13801,860,1181,3543,184,1284,0
97,41956,13289,1144,4212,934,1670,0
121,4436,1115,952,898,160,1824,0
490,9802,30596,993,9563,15197,-287,0
48,3027,870,713,3670,249,1849,0
98,5691,751,703,1458,141,1356,0
67,3494,1260,779,1380,171,1963,0
47,15040,2892,997,1739,67,1301,0
61,12827,1285,942,933,152,2881,0
54,5662,818,727,1347,191,2409,0
79,19763,1139,902,1735,361,2543,0
50,7049,851,867,1112,131,1549,0
56,10083,1379,907,665,26,2995,0
76,8317,753,670,5288,776,1455,0
90,16426,907,694,3426,1034,2043,0
84,3984,1102,697,1408,17,2339,0
49,10576,1080,709,1290,422,1793,0
53,15712,8092,816,2937,470,1849,0
118,8246,1975,1502,1319,173,2872,0
81,3496,849,728,1371,112,1667,0
58,30178,13074,893,340,146,2159,0
51,11901,1580,728,949,332,2006,0
61,8081,1220,865,1588,237,2827,0
78,7662,799,699,3430,703,1508,0
52,9554,777,799,1711,335,1534,0
68,11403,754,723,70,83,909,0
52,10555,1260,957,1725,29,3067,0
77,4023,601,683,1256,120,1152,0
71,21480,2730,715,1994,113,1413,0
84,5464,926,914,4557,240,1899,0
91,2889,1265,1137,1963,413,2274,0
105,14576,9682,1265,2449,399,1766,0
100,9439,1144,904,2028,161,2478,0
72,5805,942,773,738,71,1748,0
107,3139,1155,795,444,-9,2004,0
64,3138,950,918,1155,110,2335,0
103,3531,1197,958,335,178,2028,0
89,10948,944,884,1903,125,2216,0
50,3265,862,728,958,340,1467,0
107,9829,1227,1042,3306,355,2112,0
88,9590,1005,676,1070,138,1864,0
54,1313,1157,964,1362,123,2483,0
153,13262,1477,1443,1452,231,2888,0
77,2042,1111,1518,819,93,2001,0
51,2630,937,676,2779,68,2049,0
63,22942,18195,685,1645,-50,1002,0
61,5566,710,720,1396,136,1629,0
51,11566,1083,659,4154,545,1707,0
79,1465,1568,1175,1894,80,3228,0
77,16635,1504,918,155,140,1860,0
55,17125,1001,765,2938,581,1878,0
68,12765,867,808,1997,1009,2077,0
80,6411,1004,863,1144,357,2353,0
48,2264,1046,1135,1937,169,2890,0
46,22193,11257,792,2816,423,2146,0
90,5346,985,895,1006,364,2041,0
77,13489,1007,787,2216,452,1945,0
76,35304,22032,853,872,-3,1299,0
54,12285,6495,2965,2023,366,1304,0
60,1175,580,760,831,78,1279,0
61,5188,1028,766,1605,94,2344,0
58,7170,1166,974,1336,277,2346,0
78,29532,8464,668,1748,76,1625,0
66,35099,4650,1333,2020,129,2451,0
47,2263,764,774,1518,428,1894,0
85,7804,828,776,750,112,1391,0
100,9620,1247,1096,1141,16,2407,0
50,28978,7357,769,2645,408,1524,0
78,23895,8041,718,2756,238,1455,0
90,10574,954,892,3417,527,1919,0
110,12675,1661,2100,1056,195,2545,0
66,6460,958,926,2154,100,2147,0
63,3015,1301,936,399,65,2393,0
47,5191,426,1228,1122,195,1287,0
90,3526,1144,859,4206,437,2675,0
63,22049,8341,742,72,40,907,0
77,6116,869,762,888,129,1698,0
57,30689,15946,792,4374,216,1203,0
72,4176,903,781,1440,118,1464,0
83,3766,767,779,747,67,1420,0
50,5790,929,874,1075,104,2525,0
49,10371,2307,718,2923,273,1746,0
55,2575,926,743,999,123,1744,0
57,6467,958,808,2405,212,1965,0
81,2421,972,814,1861,125,1681,0
121,7216,1619,1297,1982,151,2868,0
118,14070,2589,1536,2736,178,3624,0
94,19388,4148,1270,986,33,2613,0
91,16485,1269,907,2042,295,2465,0
92,34731,1879,683,2028,231,1497,0
89,10684,1207,1110,839,364,2590,0
56,47748,24731,749,4205,524,994,0
102,5058,1115,1164,777,225,2184,0
82,12042,1048,791,1650,428,1631,0
136,14309,1235,1112,571,603,2588,0
70,3704,1082,911,1121,8,2693,0
50,33031,7116,707,816,739,1860,0
73,17122,945,744,1250,73,1904,0
56,37305,16494,979,897,98,2181,0
73,5281,965,796,1679,185,2415,0
81,8569,1261,1032,1402,29,2363,0
58,32368,25947,738,725,190,903,0
125,3790,1294,1151,587,136,2450,0
84,3873,1460,1129,1733,115,3159,0
99,6281,1748,1622,2617,166,2925,0
56,11964,5379,803,4318,71,1395,0
63,21446,6054,689,903,31,1590,0
56,18350,1097,805,4098,822,2267,0
83,18528,5252,860,1667,384,1698,0
69,18815,5442,1047,1215,37,2062,0
112,24125,3273,920,1756,260,807,0
169,12094,2483,964,3671,193,2191,0
54,3898,1019,957,942,55,2486,0
65,12180,899,847,538,166,2350,0
55,10510,451,20156,1319,105,733,0
85,13094,1464,1359,5415,284,2949,0
68,3500,873,715,2500,341,1785,0
60,20958,9204,980,1703,-41,2807,0
54,23623,11005,757,1959,244,1414,0
59,10611,2968,751,3368,418,1618,0
63,14341,1582,824,2572,266,2475,0
81,2749,982,754,4023,393,1732,0
202,375,872,693,262,53,604,0
47,38377,19638,880,3629,183,1405,0
55,17689,1057,950,5363,1068,2815,0
105,31206,16102,743,2523,277,1112,0
65,13417,1071,921,515,130,1701,0
63,27083,16144,736,3131,208,1151,0
408,526,1837,1382,670,195,999,0
73,1467,1395,1153,3549,1230,2388,0
62,14803,1193,893,4017,724,1950,0
55,7806,1244,778,1194,432,2295,0
50,12837,10781,1576,1002,149,2826,0
66,8016,848,694,618,106,1843,0
61,4925,1257,987,2269,-8,2968,0
98,15802,1385,1085,4676,389,3724,0
83,7807,1028,762,2111,468,2141,0
74,7239,764,808,972,128,1404,0
68,59109,18233,932,2193,254,1382,0
69,21116,5321,1051,-21,72,1820,0
75,11600,904,764,1268,105,1825,0
50,2764,865,691,2905,239,1635,0
70,13679,2358,818,1999,87,1656,0
75,18685,10977,659,18,-6,1923,0
61,37037,9384,1106,3143,419,1280,0
76,19263,1176,957,859,233,1805,0
81,16580,2309,869,4638,404,1597,0
112,11720,1243,1056,1121,262,2434,0
69,8441,1532,992,2207,580,2604,0
48,16668,23890,677,1475,-81,1637,0
70,2077,935,803,955,152,1825,0
69,3201,1198,965,1427,188,2264,0
68,6088,790,747,3841,415,1984,0
67,516,1183,907,1111,5,2793,0
72,16221,2722,741,3013,738,1832,0
88,25889,18051,2022,2809,322,1960,0
