CD41_APCH7,PLVAP_APC,MICB_PE,Zombie,CD42_BV605,PVR_PECy7,Colony
654,234,140,370,"5,254",334,0
"1,110",141,249,536,"1,033",967,0
"1,467",340,740,437,"6,320","1,400",0
816,803,821,841,"29,589",517,0
557,359,301,"1,142","31,186",80,0
"2,464",180,188,"1,202","2,839",252,0
904,167,832,163,"3,128",879,0
767,254,767,408,"9,338",803,0
95,44,193,258,263,148,0
869,254,364,168,"8,995",429,0
342,42,221,556,903,611,0
888,90,169,272,806,"1,535",0
311,115,408,476,"16,551",245,0
"1,196",297,910,175,"7,047","1,626",0
271,143,435,671,"12,952",771,0
806,177,282,310,"11,066",619,0
693,73,136,484,"2,105",379,0
"1,234",341,272,477,"16,898",489,0
"1,862",420,913,316,"11,510","1,220",0
413,154,454,351,"13,153",381,0
43,20,872,221,386,426,0
374,49,353,329,378,770,0
766,117,"1,015",508,"5,027","1,741",0
"1,057",287,346,236,"9,997",557,0
291,101,563,214,"8,770",732,0
882,534,"1,120",523,"22,788","1,340",0
"1,108",40,441,365,408,"2,438",0
658,221,"1,246",300,"10,029","1,333",0
"2,484",912,488,457,"16,190","1,420",0
591,93,833,233,"1,563","1,001",0
"1,855",243,418,610,"3,341","1,221",0
257,85,"1,401",448,466,"1,929",0
352,79,195,257,188,752,0
261,44,295,235,333,587,0
339,156,336,"1,114","19,142",220,0
311,122,531,237,"3,319","1,199",0
474,65,354,234,860,736,0
634,103,164,298,"2,388",498,0
"1,072",209,835,143,"5,680","1,544",0
586,271,404,275,"22,312",581,0
338,190,384,766,"33,911",232,0
27,25,772,338,"4,483",990,0
"1,742",943,121,732,"28,916",331,0
650,295,604,310,"12,015",942,0
946,406,304,512,"19,864",237,0
58,30,274,208,372,635,0
945,189,462,216,"2,653",994,0
"1,551","1,198",292,529,"21,857",231,0
"1,531",144,824,282,"2,291","1,475",0
812,385,129,898,"14,127",577,0
666,0,455,491,494,"1,720",0
728,195,220,215,"10,897",296,0
248,-22,790,198,396,"1,593",0
863,85,882,301,"1,479","2,321",0
"1,245",83,348,325,431,"1,051",0
173,44,567,351,866,910,0
716,200,219,522,"16,514",194,0
241,34,311,149,69,528,0
291,67,369,545,435,"1,390",0
648,149,286,297,"5,108",549,0
746,309,473,"1,398","35,602",289,0
507,91,534,375,"3,624","1,232",0
835,145,118,473,460,898,0
387,217,153,"1,330","19,617",942,0
568,258,311,676,"2,920",922,0
102,37,181,367,334,369,0
378,22,322,193,357,"1,258",0
910,352,227,421,"13,242",394,0
"1,451",879,322,342,"24,361",591,0
721,145,292,391,"1,609",702,0
493,399,458,"1,175","41,825",246,0
"1,310",658,325,417,"16,355",516,0
528,148,866,424,"16,675",663,0
443,289,522,690,"46,983",595,0
342,29,913,181,"1,248","1,204",0
358,108,237,275,"17,243",174,0
194,32,285,557,485,617,0
970,274,126,412,"9,832",-3,0
"1,206",277,147,"1,508","5,824",360,0
604,194,404,280,"22,575",744,0
256,-11,532,203,"1,108",699,0
31,12,145,349,464,209,0
"1,018",367,496,414,"21,073",889,0
355,95,431,341,"1,736",608,0
903,336,540,178,"6,602","1,062",0
"1,009",145,902,943,"3,960","1,704",0
889,35,402,299,757,"2,422",0
940,153,278,328,"5,972",313,0
15,33,364,363,369,755,0
283,148,661,190,"4,536",389,0
"1,011",367,117,"1,185","13,708",301,0
677,153,695,119,"3,187",989,0
68,25,348,306,"5,382",351,0
985,124,237,878,"1,394",740,0
468,197,591,246,"8,599",487,0
788,129,251,317,"7,568",418,0
"1,661",948,758,270,"43,748",992,0
"1,391",905,132,778,"21,097",504,0
"2,578",522,154,781,"7,652",693,0
413,165,332,"1,219","19,163",541,0
621,306,323,270,"11,126",766,0
91,66,245,185,86,223,0
727,327,323,723,590,452,0
641,331,"1,535",398,"27,049",923,0
354,31,813,261,426,"2,883",0
"1,510",452,431,"1,500","24,785","1,319",0
"1,586",944,"1,078",780,"19,147","1,315",0
883,246,"1,328",307,"5,011","1,751",0
364,158,743,289,"13,522","1,231",0
984,189,388,295,"6,293",692,0
546,101,327,206,"3,757",420,0
"1,381",258,339,447,"4,606",581,0
283,57,415,479,679,"1,249",0
180,97,578,385,"4,596",939,0
462,47,541,290,621,"1,019",0
"1,668",442,121,400,"4,043",469,0
919,541,288,"1,005","23,213",243,0
223,67,166,523,457,632,0
599,154,102,484,"8,744",223,0
275,61,489,529,"3,411",744,0
"1,944",888,638,217,"3,424",316,0
879,353,154,308,"5,402",784,0
708,375,291,636,"18,460",236,0
657,147,686,317,"4,778",859,0
767,159,372,610,"11,046",691,0
706,244,275,284,"12,432",366,0
686,328,599,517,"5,276","2,007",0
495,38,543,260,631,"1,078",0
496,277,189,936,"15,736",124,0
185,12,357,129,293,495,0
"1,673","1,190",477,227,"33,797","1,059",0
477,224,165,822,"14,387",132,0
"1,084",114,470,322,"1,339","2,090",0
636,94,412,137,"2,518",820,0
173,6,152,299,478,526,0
693,144,445,301,691,772,0
357,125,220,282,"3,946",424,0
779,131,678,244,"6,730",561,0
784,139,744,231,"3,884","1,209",0
"1,562",97,535,218,"1,608",912,1
511,113,"1,026",475,"3,578","1,678",0
415,76,556,400,"2,117","1,833",0
411,55,675,254,316,"1,897",0
193,82,"1,213",257,"9,959","1,473",0
"1,414",362,846,377,"11,193","1,422",0
457,34,319,636,411,"1,096",0
336,58,462,235,735,800,0
"1,341",337,737,624,"1,359",849,0
141,58,522,232,"9,652","1,171",0
836,239,541,188,"3,167",866,0
696,188,368,171,"1,437","1,050",0
74,104,872,213,"9,635","1,044",0
90,39,284,313,549,723,0
442,78,685,234,359,"1,981",0
547,79,289,260,627,395,0
213,41,365,197,194,544,0
"1,024",252,242,308,"3,877",831,0
251,46,219,323,"1,021","1,459",0
981,123,352,340,"7,245",706,0
"13,485","2,636",464,"1,162","35,168","3,273",0
434,85,402,493,"3,865",435,0
230,35,150,634,"6,051",98,0
726,232,140,311,"6,332",144,0
183,14,330,431,569,"1,633",0
929,64,871,249,752,"1,417",0
904,175,430,217,"1,328","1,434",1
606,146,625,"1,328","35,141",733,0
357,67,641,99,"4,188","1,332",0
868,263,"1,191",341,"10,100","1,285",0
"1,691",625,896,265,"19,767",868,0
965,358,203,"1,247","20,378",78,0
427,146,271,663,"15,394",364,0
557,24,234,163,"1,344",370,0
284,172,348,471,"15,596",301,0
481,34,"1,371",521,733,"3,645",0
857,241,390,285,"14,053",629,0
434,22,794,189,"3,569","1,132",0
210,10,197,757,"1,114",465,0
469,73,357,595,442,598,0
392,146,768,674,"20,311",705,0
484,253,781,287,"13,804","1,077",0
"1,781",307,"1,146",443,"7,006","2,381",0
"1,007",208,161,393,"5,341",896,0
341,170,163,459,"12,673",237,0
878,68,923,213,785,"1,549",0
514,176,827,289,"14,551","1,102",0
"1,782",271,491,359,"6,633",753,0
378,241,300,"1,137","31,928",423,0
"1,318",729,205,992,"20,599",424,0
160,22,386,275,244,659,0
40,-8,180,55,200,100,0
"1,667",773,235,"1,437","24,520",552,0
"1,263",742,186,801,"34,890",338,0
91,-7,163,254,220,313,0
"1,241",377,258,543,"6,740",848,0
427,72,334,286,328,472,0
336,68,931,408,"8,749",820,0
661,480,309,755,"55,823",691,0
210,85,115,641,"1,798","1,382",0
313,31,246,455,306,897,0
195,-7,593,553,"1,607",377,0
563,23,465,262,452,"2,135",0
478,95,654,186,438,"1,130",0
282,1,170,125,"5,365",731,0
"2,164",582,298,334,"15,308",418,0
225,40,602,224,371,782,0
"1,167",347,268,350,"16,527",360,0
203,48,655,216,"1,200","1,914",0
996,277,462,450,"8,534",759,0
"1,094",166,647,268,896,821,0
119,11,256,399,"12,417",-6,0
179,43,525,231,225,922,0
"1,045",578,523,663,"18,644",618,0
"1,742",547,115,386,"10,776",575,0
390,181,416,505,"11,079",541,0
268,65,"1,196",651,"27,708",708,0
417,250,334,528,"28,625",470,0
"1,510",348,385,461,"15,586",935,0
"1,738",101,258,586,739,"1,557",0
160,19,350,450,605,382,0
881,507,484,406,"20,855",702,0
322,63,101,298,438,219,0
564,135,302,"1,222","15,804",24,0
211,-24,318,210,240,"1,789",0
455,294,208,339,"36,111",154,0
161,17,225,342,590,282,0
"1,327",213,939,194,"7,183",826,0
536,349,578,434,"24,769",476,0
50,8,178,117,161,361,1
291,33,247,377,653,854,0
400,62,247,597,"2,331",472,0
297,21,606,313,744,464,0
315,86,473,293,612,712,0
"1,114",247,692,301,"7,663",912,0
249,122,171,730,"12,031",141,0
585,45,250,298,"5,822",461,0
79,31,"1,021",318,"5,153","2,253",0
438,125,371,455,"10,366",317,0
85,99,285,349,"8,280",189,0
323,160,204,"1,170","2,734",436,0
"2,340",185,"1,235","1,259","10,397","1,941",0
"1,465",767,205,526,"23,367",509,0
"1,032",93,561,258,"1,188","1,184",0
850,73,122,216,"3,302","1,234",0
708,86,533,586,835,"1,501",0
222,23,214,124,447,887,0
532,46,304,166,"2,179",513,0
117,112,166,633,"8,607",101,0
608,131,433,416,"7,930",770,0
"1,198",557,107,709,"5,244",558,0
"1,513",798,611,433,"19,059",587,0
490,162,500,350,"16,821",699,0
344,37,265,463,931,596,0
574,25,522,318,453,"1,194",0
"1,039",-79,-40,83,-48,626,0
315,111,326,380,"14,754",254,0
309,134,326,904,"19,991",373,0
366,42,314,281,"2,263",594,0
812,310,218,260,"5,727",535,0
643,361,383,467,"10,887",847,0
"1,009",82,144,318,"2,730",252,0
792,250,345,359,"6,464",460,0
"3,432","1,459",147,994,"19,728",540,0
438,268,306,"1,017","27,709",275,0
485,180,159,386,"17,668",83,0
929,91,678,348,"3,644","1,517",0
636,293,319,870,"12,726",513,0
268,193,"1,141",477,"25,484",623,0
438,112,148,539,"12,881",166,0
390,131,602,387,"1,832",634,1
767,246,582,363,"10,378",632,0
652,318,102,327,"18,263",211,0
348,161,418,"1,255","26,340",407,0
553,105,60,5,"5,084",268,0
510,111,156,264,"8,828",754,0
27,30,85,131,246,163,0
47,24,272,268,348,852,0
-6,48,46,112,310,229,0
358,280,267,568,"16,113",138,0
718,28,584,237,341,"1,390",0
456,193,180,146,"14,005",218,0
"1,093",352,951,433,"4,659",779,0
200,55,633,143,335,976,0
"1,187",264,277,377,"6,753",291,0
326,42,202,247,"4,653",705,0
48,65,132,183,647,221,0
598,246,323,285,"11,601",357,0
687,720,347,930,"27,528",361,0
734,54,878,298,"2,542","1,616",0
12,-12,174,194,136,289,0
566,231,"1,625",306,"4,156","2,473",1
369,126,467,279,"7,974","1,081",0
795,418,280,507,"13,519",538,0
271,54,"1,085",380,"4,041","1,741",0
166,45,272,595,"1,004",214,0
783,865,316,"1,022","36,372",202,0
192,39,235,806,601,877,0
584,104,516,"1,663","1,504","2,734",0
283,81,74,"1,086","1,689","1,340",0
154,76,568,591,710,641,0
827,496,153,496,"32,426",224,0
30,10,85,83,299,179,0
"1,211",556,380,"1,120","17,892",372,0
"2,186","1,384",311,754,"31,917",418,0
"1,996",416,309,290,"3,003",937,0
"1,414",684,391,650,"25,761",807,0
672,465,"1,300",168,"45,204","1,046",0
495,143,725,189,"8,842",843,0
360,73,513,202,627,"1,141",0
229,47,208,259,"6,883",244,0
832,162,232,571,"5,821",169,0
952,334,256,211,"13,992",567,0
371,112,"1,008",212,"10,834",912,0
117,27,344,293,"6,674",328,0
607,173,670,296,"3,119","1,801",0
"1,399",590,190,785,"21,090",416,0
350,42,256,738,643,337,0
"1,475",141,362,430,"4,865",575,0
972,383,424,303,"8,198",582,0
456,50,-198,462,"4,064","5,889",0
574,430,670,725,"19,426",435,0
283,154,498,652,"18,073",481,0
220,100,675,194,"2,072","1,298",0
603,152,586,167,"5,360",756,0
249,40,87,576,"6,615",287,0
"1,483","1,071","1,058",556,"42,866",919,0
802,429,402,299,"3,421",456,0
924,233,659,375,"8,073","1,122",0
517,89,192,408,"6,264",347,0
"1,233",842,409,227,"33,652",568,0
"1,398",676,234,507,"23,398",92,0
"3,625",393,221,270,"7,081",469,0
96,190,153,488,"1,253",392,0
"1,183",251,158,376,"8,732",392,0
368,114,229,592,"17,439",163,0
315,120,312,222,"6,564",612,0
411,20,571,191,"1,470","2,019",0
220,28,449,382,"4,128",833,0
354,189,297,275,"20,028",329,0
494,96,186,596,"7,404",206,0
851,584,394,415,"28,414",224,0
"1,994",685,368,415,"17,119",482,0
765,243,372,508,"20,447",881,0
894,182,492,271,"3,534",998,0
479,190,386,516,"18,430",454,0
"1,151",306,246,373,"8,241",535,0
489,219,401,78,"9,433",367,0
373,58,675,286,759,799,0
316,7,338,153,"3,687",679,1
725,500,415,466,"29,058",404,0
"1,723","1,163","1,790","1,498","22,432","1,027",0
682,95,274,454,"1,453",991,0
590,546,246,896,"24,798",153,0
"1,089",277,238,122,"5,335",620,0
339,39,598,198,"2,597",915,0
188,123,320,712,"20,121",132,0
327,125,946,277,"8,889",949,0
978,418,809,342,"21,541","1,098",0
296,151,363,360,"6,722",526,0
"1,178",666,524,320,"20,712",476,0
320,47,103,655,"6,052",173,0
533,157,851,421,"4,726","1,206",0
135,14,"1,086",217,"25,796",712,0
300,20,152,291,"7,417",486,0
554,165,222,309,"8,882",472,0
626,342,297,"1,535","12,070","1,506",0
184,-5,209,187,981,"1,183",0
254,171,445,468,"21,969",444,0
"1,318",644,484,637,"22,254",537,0
331,164,146,471,"16,817",112,0
468,204,408,191,927,903,0
684,348,136,487,"11,065",115,0
630,382,"1,003",482,"13,753",931,0
936,304,497,230,"3,558",389,0
748,100,135,905,"3,460",89,0
942,363,398,269,"10,799",575,0
485,76,460,531,"4,307",628,0
939,172,620,220,"3,039",534,0
559,200,617,324,"23,714",636,0
308,106,798,375,"6,523",919,0
792,356,358,388,"14,732",494,0
"1,152",248,370,286,"10,078","1,113",0
"1,262",308,540,683,"4,237","1,481",0
410,96,271,378,"16,666",287,0
600,97,340,237,896,756,0
458,107,322,295,"14,339",522,0
-21,51,977,209,"8,893","1,641",0
295,190,273,"1,009","20,803",175,0
644,156,973,106,"6,415",952,0
991,511,180,826,"20,547",211,0
997,262,919,267,"9,052","1,305",0
216,-46,733,158,"1,923","1,982",0
761,207,254,453,"10,319",168,0
523,39,337,142,258,601,0
"1,472",470,133,358,"17,147","1,015",0
889,118,700,298,532,"1,598",0
960,508,445,812,"17,444",462,0
299,125,875,235,"1,122","1,003",0
3,12,97,356,"6,594",-1,0
831,306,633,234,"14,576",612,0
"1,254",153,821,216,"4,003","1,601",0
398,52,246,514,"7,694",237,0
181,168,848,436,"22,556",613,0
797,378,238,420,"11,480",173,0
267,222,666,386,"10,143",656,0
"1,062",559,"1,082",255,"14,874","1,192",0
"1,420",362,"1,125",266,"7,768","1,437",0
463,128,814,222,"5,748","1,218",0
841,299,166,867,"12,686",401,0
"1,289",502,238,604,"7,842",50,0
252,2,171,123,214,284,0
757,249,193,180,"7,658",343,0
832,338,351,411,"7,983",588,0
399,122,413,104,170,803,0
66,21,60,101,"4,381",7,0
355,94,230,756,"1,775",438,0
"2,235",61,368,208,247,893,0
187,116,567,628,"7,971",754,0
203,119,387,316,"18,172",407,0
186,49,140,712,"12,503",300,0
528,14,404,214,136,904,0
396,72,317,276,"4,599",783,0
712,155,303,568,680,710,0
388,143,345,660,"18,757",437,0
141,76,436,429,405,"1,225",0
377,28,170,473,402,249,0
436,154,855,198,"4,628","1,039",0
"1,907",571,393,"1,006","26,997","1,052",0
605,277,260,974,"21,407",232,0
946,224,175,349,"8,963",635,0
481,106,"1,186",516,"7,736",797,0
"3,945",563,292,264,"11,027","1,247",0
601,268,123,476,"24,544",615,0
648,302,154,796,"10,452",220,0
129,76,159,326,"4,058",400,0
453,86,690,235,"4,398",891,0
"1,256",260,150,715,"6,464",-32,0
"1,229",253,815,169,"4,697",689,0
441,57,773,728,"2,013","1,217",0
"1,134",210,403,303,"3,630",269,0
555,67,432,291,326,715,0
651,140,322,296,"4,611",256,0
97,32,224,161,"4,110",637,1
"1,131",677,129,730,"12,426",299,0
549,208,621,251,"7,693",646,0
676,371,"1,555",355,"16,846","1,311",0
67,56,166,854,"5,121",185,0
456,185,841,331,"6,949","1,252",0
194,-10,298,144,402,"1,450",0
141,45,281,478,936,772,0
238,79,827,280,476,"1,322",1
339,87,860,249,"6,986","1,161",0
515,-4,498,290,420,920,0
"1,016",185,486,200,"3,901",561,0
148,10,263,164,204,479,0
788,374,572,609,"25,024",265,0
3,22,37,98,171,88,0
808,310,334,434,"26,208",92,0
"2,145","1,126",173,516,"27,966",430,0
195,45,467,277,313,982,0
233,27,263,528,768,655,0
613,245,"1,613",261,"3,388","1,761",0
159,51,550,267,247,735,0
382,63,367,298,463,"1,378",0
"1,192",145,330,651,591,"1,388",0
"1,170",396,532,380,"10,060",665,0
"1,277",484,229,566,"17,546",479,0
316,100,285,481,"16,300",181,0
251,30,138,390,"7,178",272,0
377,57,456,209,"3,788",470,0
42,2,137,200,189,775,0
467,105,147,"1,238","4,921",41,0
"1,012",583,124,520,"17,997",259,0
"1,341",500,313,"1,124","19,521",411,0
214,36,449,257,102,"1,152",0
284,83,411,360,"8,066",266,0
"1,280",257,689,410,"6,231","1,254",0
396,15,979,315,"7,498","1,720",0
391,134,"1,099",310,"13,524","1,095",0
106,31,581,396,600,"1,199",0
"1,410",382,505,196,"3,531",678,0
684,328,178,380,"13,220",65,0
93,4,175,151,494,680,0
61,33,261,191,153,525,0
"1,835",229,554,181,"2,172",755,0
-50,15,270,234,165,728,0
454,244,251,363,"22,573",274,0
"1,170",339,314,178,"5,362",623,0
380,79,773,547,478,"1,336",0
303,139,360,367,"4,070",519,0
61,38,49,133,320,168,0
"1,298",478,188,677,"15,951",373,0
58,50,267,696,"1,011",386,0
"1,498",760,435,230,"23,406",775,0
"1,460",269,150,598,"6,632",86,0
801,42,168,202,217,308,0
"2,034",663,292,"1,286","24,056",162,0
801,183,449,185,"4,247","1,048",0
616,155,217,176,"6,945",151,0
"1,561",168,328,282,"4,695",548,0
472,164,214,273,"19,123",432,0
210,35,575,365,905,"1,759",0
766,301,764,322,"1,393",979,0
259,112,522,426,"12,862",556,0
48,36,226,"1,054",854,"1,329",0
"2,112",101,227,211,942,"1,060",0
"6,822",-384,-70,439,595,"1,165",0
389,7,157,358,"3,359",354,0
398,104,533,303,"3,451","1,336",0
576,234,356,408,"6,426",523,0
307,137,236,355,"29,281",206,0
988,62,434,251,"1,584","1,155",0
320,131,512,"1,061","4,801",555,0
271,90,400,305,583,705,0
894,131,502,353,"6,684",650,0
792,143,306,287,"2,487",908,0
307,14,695,311,540,"1,267",0
155,58,488,623,"5,537",462,0
151,139,265,341,"21,981",71,0
234,15,334,299,"1,306",424,0
25,26,34,60,203,103,0
758,358,259,"1,208","20,867",220,0
481,55,499,154,"2,919","1,442",0
235,104,336,168,626,"1,223",0
88,10,71,349,366,453,0
309,97,452,386,"7,134",495,0
636,139,201,725,"1,094",342,0
"1,229",249,690,462,"8,289","1,160",0
39,22,303,586,"4,256","1,221",0
"1,355",368,408,235,"8,404",586,0
"1,485",263,-547,"1,501","20,104","13,518",0
901,99,326,214,542,"1,433",0
499,58,666,443,"2,128",875,0
735,108,207,"1,058","2,333","1,554",0
559,160,106,200,"3,697",135,0
238,50,240,320,"8,871",335,0
"1,010",222,79,"1,325","7,139",829,0
522,85,264,404,"8,341",572,0
712,247,332,181,"11,613",462,0
"1,039",389,302,537,"15,087",268,0
"1,196",297,174,276,"11,550",718,0
171,44,215,512,430,337,0
"1,050",144,634,479,"7,367","1,173",0
123,68,"1,249",248,"4,997","1,068",0
"1,126",156,526,330,"6,047","1,184",0
810,460,495,316,"19,314",528,0
919,347,201,408,"12,252",359,0
293,99,930,275,"7,545","1,253",0
898,386,246,662,"12,845",189,0
69,0,31,594,450,50,0
278,118,522,439,"10,773",501,0
968,349,248,909,"5,315",284,0
566,219,"1,892",452,"11,661","1,386",0
944,485,281,470,"17,063",533,0
420,84,"1,026",253,"3,394","1,210",0
904,158,27,943,"2,190",174,0
"1,524",226,625,174,"5,019",831,0
"1,219",389,"1,194",504,"7,750","2,351",0
684,83,277,781,"9,222",358,0
"1,456",408,548,356,"13,454",702,0
855,579,298,651,"14,519",198,0
497,158,80,453,"1,387",151,0
285,46,638,202,"1,817",759,0
962,123,161,422,579,160,0
732,500,279,685,"15,725",286,0
331,114,436,260,"5,477",437,0
756,304,618,"1,765","12,207","1,529",0
879,364,631,"1,121","14,659","2,230",0
952,314,"1,068",306,"1,572","1,254",0
"1,413",194,296,392,"1,173",480,0
345,145,236,321,"6,565",400,0
664,215,75,"1,009","14,189",196,0
"1,432",461,197,"1,134","12,123",16,0
"1,372","1,147",497,837,"47,126",717,0
593,249,162,394,"10,997",177,0
"1,134",183,816,372,"1,894","1,315",0
763,45,672,449,383,"1,498",0
"2,345",810,373,682,"14,028",552,0
"1,153",102,624,417,"2,476","1,072",0
"2,450",677,885,385,"16,237","1,742",0
494,232,203,395,"21,008",132,0
977,299,382,241,"9,617",796,0
517,32,419,703,959,414,0
"1,183",255,520,383,"7,631",881,0
"1,755",408,386,444,"14,677","1,602",0
112,18,262,289,316,945,0
882,182,105,723,"8,548",178,0
928,213,911,246,"5,806","1,059",0
748,51,969,"1,459","1,367","2,230",0
150,49,198,254,301,240,0
320,87,581,320,"2,907",825,0
610,454,665,465,"37,403",651,0
652,260,469,485,"22,620",286,0
980,-3,"1,143","1,031","8,818","4,233",0
-3,85,546,834,"23,590",356,0
767,263,436,461,617,"1,046",0
"1,434",425,539,557,"12,582",303,0
822,41,551,691,564,925,0
"1,448",503,635,462,"12,490","1,304",0
78,-7,161,444,"6,831",230,0
994,91,138,187,331,"2,506",0
263,47,564,680,"1,489","1,980",0
"1,263",288,581,452,"11,970","1,071",0
270,7,589,154,756,830,0
"1,287",178,135,703,"8,558",482,0
34,46,162,98,385,393,0
701,129,928,579,605,"1,491",1
841,85,204,"1,040","2,053","1,143",0
129,18,192,186,221,332,0
"1,203",637,383,"1,083","25,373",144,0
382,168,516,468,"17,439",327,0
510,66,176,478,"1,781",288,0
319,36,305,377,276,569,0
"4,509",530,340,202,"4,531","1,157",0
595,120,"1,114",362,"5,798","1,448",0
160,46,262,362,"3,550",519,0
227,46,300,"1,759","4,911","1,002",0
216,18,81,410,646,289,0
"1,068",571,309,"1,449","22,012",190,0
"1,088",15,434,223,445,"1,991",0
405,39,421,566,940,"1,308",0
"1,219",361,477,340,"12,438","1,153",0
444,-4,990,119,"2,397","1,899",0
403,24,347,187,151,"1,353",0
184,63,648,281,"4,820",808,0
864,167,633,146,"6,915","1,158",0
286,92,"1,046",372,"10,385","1,141",0
475,59,934,286,693,"2,916",0
350,62,236,488,"13,688",402,0
349,239,125,77,"11,405",63,0
170,-5,165,483,323,"1,142",0
640,215,681,258,"7,867",761,0
"1,473",316,442,274,"5,580",985,0
"1,503","1,189",576,320,"43,924",827,0
601,46,468,124,160,"1,033",0
632,65,406,539,852,"1,513",1
"2,100",136,170,407,"4,355",476,0
"1,852",722,366,752,"27,906",534,0
"1,098",30,270,475,"1,749",711,0
240,96,387,"1,332","14,105","1,085",0
455,33,747,245,"1,150","1,625",0
44,75,162,440,674,239,0
599,119,746,222,"3,778","1,377",0
"1,544","1,163",390,877,"36,724",176,0
848,150,381,"1,784","29,269",209,0
"1,129",188,879,297,719,"1,179",0
42,29,282,272,194,630,0
25,13,191,89,162,194,0
668,112,"1,376",287,"2,974","1,276",0
337,123,97,693,"5,497",145,0
330,164,531,414,"11,167",916,0
34,4,282,145,108,319,0
950,94,767,432,"2,306","1,645",0
"1,055",718,91,733,"10,623",231,0
"1,062",187,154,264,"3,859",325,0
240,34,41,542,"2,965",161,0
"1,661",567,743,385,"19,143",784,0
697,418,187,580,"31,667",256,0
762,204,299,717,"16,187",132,0
372,131,918,522,"15,691","1,139",0
215,25,179,218,428,551,0
"1,251",392,475,177,"8,095",618,0
"1,204",97,862,218,"1,252","1,219",0
"1,618",995,726,560,"39,833",801,0
315,78,257,"1,026","15,066",324,0
396,88,565,170,228,"1,365",0
"1,030",410,459,652,"24,578",556,0
"2,149",528,"1,552","1,625","19,104","2,927",0
"1,005",135,135,980,"1,404",239,0
824,477,534,322,"28,857",331,0
772,45,227,883,642,709,0
507,45,112,478,"5,669",213,0
359,214,280,896,"18,305",251,0
597,93,296,228,152,553,0
"1,460","1,107","1,797",550,"35,870","1,467",0
406,21,383,297,"1,750","1,198",0
415,12,74,633,465,105,0
258,37,104,807,"3,712",119,0
123,1,154,729,640,519,0
379,39,96,376,741,342,0
915,518,406,603,"23,283",354,0
"1,229",72,453,335,743,"1,618",0
192,37,154,340,542,186,0
984,239,425,341,"3,227",700,0
971,135,754,409,"12,951","2,554",0
670,53,307,695,"1,417",689,0
375,39,166,806,832,190,0
475,49,166,330,372,401,0
576,373,280,908,"19,248",219,0
92,29,177,285,650,325,0
364,127,826,365,"2,572","1,008",0
171,15,360,191,231,953,0
137,22,151,584,"4,532",430,0
"1,160",319,178,851,"9,037",176,0
623,157,"1,153","1,494","5,145","2,766",0
397,156,"1,642",459,"6,619","4,182",1
884,145,263,234,"1,713","1,085",0
355,101,697,689,"1,835","1,357",0
770,152,202,428,"7,007",499,0
173,53,238,84,"10,449",192,0
758,399,262,523,"10,407",628,0
972,258,241,496,"7,800",289,0
609,69,300,196,210,"1,314",0
91,54,"1,378",270,"3,226","1,804",0
"1,783",419,169,618,"13,311",612,0
809,6,378,255,543,625,0
160,41,775,758,634,986,0
"1,083",316,753,428,"6,917","1,116",0
266,154,983,585,"26,128",656,0
215,195,137,606,"16,694",41,0
687,177,447,261,"3,331",699,0
"1,142",312,"1,093",235,"5,356","1,308",0
496,271,438,850,"29,174",333,0
"1,166",348,553,229,"9,988",483,0
"2,157",387,220,779,"5,021",684,0
495,52,"1,098",291,"1,000","2,072",0
"1,196",308,107,272,"10,241",187,0
"2,156",581,375,413,"8,952",640,0
311,118,157,577,"15,826",-3,0
"1,105",81,172,530,"1,235",385,0
"1,484",424,307,244,"12,310",638,0
771,371,231,674,"22,753",131,0
985,207,891,208,"1,326","1,416",0
"1,783",920,555,401,"14,865",868,0
514,181,"1,326",327,"7,764","1,466",0
"1,306",177,180,"1,035","3,627",457,0
242,11,604,201,341,905,0
"2,337",494,137,309,"9,766",331,0
719,219,270,792,"13,534",147,0
"2,028","1,826",576,"1,111","48,025",886,0
161,62,666,433,"27,399",818,0
493,245,220,866,"14,587",132,0
329,59,591,275,"1,397","1,236",0
946,6,272,629,553,428,0
548,358,464,631,"20,952",846,0
471,125,460,674,"16,638",445,0
548,58,586,299,"3,918","1,326",0
762,223,705,518,"9,487","1,951",0
"1,503",412,36,"1,042","13,184",442,0
401,31,242,570,578,"1,498",0
41,19,67,111,315,96,0
644,201,263,229,"2,661",730,0
"1,053","1,238",459,"1,025","85,813",560,0
53,41,140,713,641,388,0
322,232,131,109,"2,449",153,0
314,154,169,605,"12,168",226,0
483,86,217,169,"1,945",576,0
677,200,636,400,"3,146",658,0
"1,089",265,"1,044",284,"6,972","1,993",0
285,52,396,241,"5,411",562,0
"1,368",763,458,380,"37,435",376,0
775,287,374,460,"25,233",819,0
682,167,307,"1,198","22,261",371,0
781,41,405,563,"1,786","1,532",0
"1,962",448,506,381,"9,531",714,0
912,398,451,377,"17,264",309,0
875,252,646,410,"10,160","1,078",0
"1,445",624,378,435,"30,506",309,0
495,8,702,280,"1,207","1,174",0
135,57,101,102,334,198,0
350,77,208,233,"3,444",531,0
"1,267",88,782,537,"4,748","1,251",0
239,63,384,511,565,446,0
326,52,630,179,"2,814","1,106",0
350,60,326,446,"1,974",503,0
766,-3,612,297,816,"2,211",0
"1,592",207,865,254,"6,619","1,527",0
886,598,202,548,"31,014",526,0
91,6,88,250,"1,868",451,0
59,30,158,571,713,207,0
615,103,573,431,"2,286","2,317",0
109,23,159,222,211,330,0
